X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
-76.1170446449028,43.0677477752642,2436,2018/06/29,1800,0800,100 CLIFTON PL,LARCENY,
-76.1038283196393,43.0555894215675,2437,2018/06/29,1620,1620,100 SIMON DR,LARCENY,
-76.1796045005038,43.0328789997088,2438,2018/08/05,2114,2114,1500 BELLEVUE AV,BURGLARY,
-76.1540490005698,43.0501140002048,2439,2018/08/05,1235,0200,100 N  CLINTON ST,LARCENY,
-76.1590702958974,43.0370588699402,2440,2018/06/29,1600,1600,200 SOUTH AV,AGGRAVATED ASSAULT,
-76.1430467925383,43.0037835954222,2441,2018/06/28,0600,0611,4500 S  SALINA ST,LARCENY,
-76.1588640484339,43.0647815815508,2442,2018/06/29,1230,1245,200 SUNSET AV,LARCENY,
-76.1388165003625,43.0605630001157,2443,2018/08/05,1056,1056,400 GRAVES ST,BURGLARY,
-76.1713289999473,43.0457850004494,2444,2018/08/05,1607,1607,200 S  GEDDES ST,LARCENY,
-76.1566299561666,43.0787841388229,2445,2018/06/29,2250,2250,400 WILLUMAE DR,AGGRAVATED ASSAULT,
-76.1620949996968,43.0662869998376,2446,2018/08/05,2324,2324,400 SUNSET AV,AGGRAVATED ASSAULT,
-76.1537429994783,43.047863999968,2447,2018/08/05,1143,1143,400 S  CLINTON ST,LARCENY,
-76.1285339995459,43.0393063849127,2448,2018/06/29,0230,0700,700 OSTROM AV,LARCENY,
-76.1283990000349,43.0716690000812,2449,2018/08/05,0929,0929,500 BRATTLE RD,BURGLARY,
-76.1314776718343,43.0059075224242,2450,2018/06/29,1300,1500,800 E  BRIGHTON AV,LARCENY,
-76.1555527703753,43.0721065239537,2451,2018/06/28,2100,0830,1200 FIRST NORTH ST,LARCENY,
-76.1468518956878,43.0286659268861,2452,2018/06/29,0735,0735,1800 S  SALINA ST,AGGRAVATED ASSAULT,
-76.1385187431876,43.0571991608902,2453,2018/06/29,0900,0100,900 JAMES ST,LARCENY,
-76.1426384020233,43.0088031933243,2454,2018/06/29,1630,1630,4100 S  SALINA ST,LARCENY,
,,2455,2018/06/29,1100,1115,9800 DESTINY USA DR,LARCENY,
,,2456,2018/06/30,1332,1332,0 DESTINY USA DR,LARCENY,
-76.1318594995735,43.0467029998081,2457,2018/08/06,1007,1600,1200 W  GENESEE ST,LARCENY,
-76.1534475567555,43.0098519046972,2458,2018/06/30,1100,1200,200 EMPIRE AV,LARCENY,
-76.1606414999787,43.016336999729,2459,2018/08/06,0000,1015,300 VALLEY DR,BURGLARY,
,,2460,2018/06/30,1947,1947,0 DESTINY USA DR,LARCENY,
-76.1429286630977,43.0206382080481,2461,2018/06/30,1900,0959,100 E  BRIGHTON AV,LARCENY,
-76.1607177944931,43.0440924212071,2462,2018/06/30,1340,1340,500 NIAGARA ST,LARCENY,
-76.1707439169381,43.0481622688442,2463,2018/06/30,0230,0740,100 N  GEDDES ST,BURGLARY,
-76.1364044997162,43.0556850000731,2464,2018/08/07,1057,1057,100 GREEN ST,LARCENY,
-76.1570070251231,43.0726727192289,2465,2018/06/30,2244,2246,700 TURTLE ST,AGGRAVATED ASSAULT,
-76.1617485002898,43.0406639996847,2466,2018/08/07,1033,1033,100 MERRIMAN AV,BURGLARY,
-76.1340374999717,43.017579000265,2467,2018/08/07,1020,1020,100 IVY RIDGE RD,LARCENY,
-76.1448996503945,43.06327787219,2468,2018/06/30,0450,0450,800 PARK ST,AGGRAVATED ASSAULT,
-76.1039998841633,43.0534777826209,2469,2018/06/30,1515,1630,2500 ERIE BLVD E,LARCENY,
,,2470,2018/07/01,1553,1553,0 DESTINY USA DR,LARCENY,
-76.1426384020233,43.0088031933243,2471,2018/06/30,1432,1432,4100 S  SALINA ST,LARCENY,
-76.1313914994164,43.0438140002323,2472,2018/08/07,0000,0900,300 COMSTOCK AV,BURGLARY,
-76.1313914994164,43.0438140002323,2473,2018/08/07,0000,0900,300 COMSTOCK AV,BURGLARY,
-76.1486510831514,43.0608682249799,2474,2018/07/01,1400,1500,1500 LODI ST,BURGLARY,
-76.1529235525295,43.0641597882623,2475,2018/07/01,1200,2058,200 LILAC ST,AGGRAVATED ASSAULT,
-76.1497020001766,43.0586009997243,2476,2018/08/07,1100,1100,400 BUTTERNUT ST,LARCENY,
-76.1148259952178,43.0748530063457,2477,2018/07/01,1900,0900,300 TAFT AV,MV THEFT,
-76.1243489996635,43.0340760003671,2478,2018/08/07,2345,0845,900 ACKERMAN AV,LARCENY,
-76.1629454998254,43.0373879996564,2479,2018/08/07,1855,1855,700 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-76.1243489996635,43.0340760003671,2480,2018/08/07,0500,0720,900 ACKERMAN AVE,LARCENY,
-76.1379197076186,43.0426236784427,2481,2018/07/01,2130,2130,700 IRVING AV,LARCENY,
-76.129227000294,43.0461090001125,2482,2018/08/08,0700,1130,100 OSTROM AV,BURGLARY,
-76.1382571065759,43.0552611149971,2483,2018/07/01,1622,1622,700 LODI ST,AGGRAVATED ASSAULT,
-76.1189265003607,43.0334910003211,2484,2018/08/08,0200,1000,1000 WESTCOTT ST,LARCENY,
-76.1052959999569,43.0709670001349,2485,2018/08/08,0730,0943,200 N  MIDLER AV,LARCENY,
-76.1646780002894,43.0730460002406,2486,2018/08/08,1120,1120,300 HIAWATHA BLVD W,MV THEFT,
-76.128264000561,43.0685549998862,2487,2018/08/08,1530,1700,400 BRATTLE RD,BURGLARY,
-76.0959990000573,43.0491420000029,2488,2018/08/08,0830,1700,400 W  FAYETTE ST,LARCENY,
-76.1424171493466,43.0097293979515,2489,2018/07/01,2309,2309,4000 S  SALINA ST,BURGLARY,
-76.1475645004692,43.0590329999115,2490,2018/08/08,2316,2316,500 BUTTERNUT ST,ROBBERY,
-76.1488572514934,43.0693960079448,2491,2018/07/01,1830,1900,800 POND ST,LARCENY,
-76.129227000294,43.0461090001125,2492,2018/08/09,0825,0825,100 OSTROM AV,LARCENY,
-76.1318594995735,43.0467029998081,2493,2018/08/09,2235,0635,1200 W  GENESEE ST,LARCENY,
-76.177359000561,43.0378109998708,2494,2018/08/09,0133,0133,200 HERRIMAN ST,AGGRAVATED ASSAULT,
,,2495,2018/07/02,2056,2056,0 DESTINY USA DR,LARCENY,
-76.1707024452777,43.0520453819365,2496,2018/07/01,1036,1036,700 PARK AV,LARCENY,
-76.1417670271997,43.0126468792117,2497,2018/07/02,2242,2242,100 HOBART AV,BURGLARY,
-76.1102009994906,43.0685009997058,2498,2018/08/10,1429,1429,100 WOODBINE AV,LARCENY,
-76.1510204997179,43.044687000192,2499,2018/08/10,1730,1846,100 W  ONONDAGA ST,LARCENY,
-76.1560451563577,43.0634582402196,2500,2018/07/02,1930,0030,100 TITUS AL,BURGLARY,
,,2501,2018/07/02,0915,0915,0 DESTINY USA DR,LARCENY,
-76.1333224423883,43.0184986786239,2502,2018/07/02,0001,0300,100 REMINGTON AV,LARCENY,
-76.1522624994055,43.0438229999158,2503,2018/08/10,1014,1021,500 S  SALINA ST,LARCENY,
-76.1062930866538,43.068807178297,2504,2018/07/02,1949,1949,2900 JAMES ST,LARCENY,
-76.1360444994905,43.0057350002475,2505,2018/08/10,1700,1150,700 E  BRIGHTON AV,LARCENY,
-76.1590388872146,43.007749231636,2506,2018/07/02,1722,1722,600 BARNES AV,AGGRAVATED ASSAULT,
-76.1549355002425,43.0632630004234,2507,2018/08/10,1840,1840,900 S  SALINA ST,LARCENY,
-76.1488549161923,43.0469875929136,2508,2018/07/02,0026,0100,400 MONTGOMERY ST,LARCENY,
-76.1555340005557,43.0509992958708,2509,2018/07/02,1320,1520,300 ERIE BLVD W,MV THEFT,
-76.0968090003872,43.0655760000769,2510,2018/08/11,1400,1630,200 WINTHROP RD,LARCENY,
-76.1425532027372,43.0240485165989,2511,2018/07/01,1924,1924,2200 S  STATE ST,ROBBERY,
-76.1475657323164,43.0620159249916,2512,2018/07/02,1200,1200,700 ASH ST,LARCENY,
-76.132368000284,43.0465499999214,2513,2018/08/11,0240,0355,500 WALNUT AV,BURGLARY,
-76.1764859996901,43.0438589995849,2514,2018/08/11,0430,0430,600 S  WILBUR AV,ROBBERY,
-76.152155962347,43.0707285525206,2515,2018/07/02,2012,2012,800 KIRKPATRICK ST,AGGRAVATED ASSAULT,
-76.1234715002082,43.0381980003825,2516,2018/08/11,2000,2230,700 LANCASTER AV,BURGLARY,
-76.1234715002082,43.0381980003825,2517,2018/08/11,2000,2230,700 LANCASTER AV,BURGLARY,
-76.1510204997179,43.044687000192,2518,2018/08/12,2130,0000,100 E  ONONDAGA ST,LARCENY,
-76.1543492128788,43.0600743486131,2519,2018/07/01,1130,2100,1000 N  STATE ST,BURGLARY,
-76.1471037655936,43.0780590039319,2520,2018/07/03,1452,1452,100 MARTIN ST,BURGLARY,
-76.1471444044543,43.0352559218485,2521,2018/07/03,0110,0110,0 S  STATE ST,BURGLARY,
-76.1471037655936,43.0780590039319,2522,2018/07/03,1809,1809,100 MARTIN ST,BURGLARY,
-76.1572755004728,43.0361370002108,2523,2018/08/12,1315,1315,200 LINCOLN AV,MV THEFT,
-76.1467075809917,43.0222476792094,2524,2018/07/03,1533,1533,400 CANNON ST,AGGRAVATED ASSAULT,A
-76.1305547966129,43.0452671431362,2525,2018/07/03,2025,2200,1100 MADISON ST,LARCENY,
-76.1475645004692,43.0590329999115,2526,2018/08/09,1130,1130,500 BUTTERNUT ST,LARCENY,
-76.1606006257508,43.0501060296341,2527,2018/07/03,0000,0000,500 ERIE BLVD W,LARCENY,
,,2528,2018/07/03,1815,1815,0 DESTINY USA DR,LARCENY,
-76.1486939996795,43.0706879995579,2529,2018/08/12,2002,2002,700 FIRST NORTH ST,LARCENY,
-76.1486939996795,43.0706879995579,2530,2018/08/12,2128,2128,700 FIRST NORTH ST,LARCENY,
-76.1428985738789,43.0021358329616,2531,2018/07/04,1153,1153,100 SEELEY AV,BURGLARY,
-76.1468802420218,43.0334639212759,2532,2018/06/27,1715,1718,200 MARTIN LUTHER KING      E,MV THEFT,
-76.1468721209655,43.059858743392,2533,2018/07/02,1839,1839,600 BUTTERNUT ST,LARCENY,
-76.1533605001063,43.0800209999513,2534,2018/08/13,1200,0800,1200 LEMOYNE AV,LARCENY,
-76.1692577153738,43.0363219531489,2535,2018/07/04,2255,2255,200 FITCH ST,AGGRAVATED ASSAULT,
-76.1221080005771,43.0460910004506,2536,2018/08/13,1600,1611,1800 W  GENESEE ST,BURGLARY,
-76.1598987947783,43.0662837360679,2537,2018/07/04,0036,0036,2400 LODI ST,AGGRAVATED ASSAULT,
-76.1480279999023,43.011179999585,2538,2018/08/13,0230,0800,3000 MIDLAND AVE,LARCENY,
-76.1266754995609,43.0362179996013,2539,2018/08/13,2338,1138,400 EUCLID AVE,LARCENY,
-76.1475645004692,43.0590329999115,2540,2018/08/13,2117,2117,500 BUTTERNUT ST,LARCENY,
-76.1571825298877,43.0696847172826,2541,2018/07/04,2100,2100,500 COURT ST,LARCENY,
-76.1151914998873,43.0346610001173,2542,2018/08/13,2130,0700,600 FELLOWS AV,LARCENY,
,,2543,2018/07/05,0011,0011,UNKNOWN,AGGRAVATED ASSAULT,
-76.1476032616729,43.0442253422868,2544,2018/07/03,1800,1800,800 S  STATE ST,LARCENY,
-76.1424740957676,43.0296372262646,2545,2018/07/04,2055,2055,200 GARFIELD AV,LARCENY,
,,2546,2018/07/05,0842,0842,UNKNOWN,ROBBERY,
-76.1219787421107,43.0557445122647,2547,2018/07/04,2300,2300,600 TEALL AV,LARCENY,
-76.1431995001779,43.0665389997109,2548,2018/08/14,1212,1212,1200 BUTTERNUT ST,ROBBERY,A
,,2549,2018/07/05,1350,1350,0 DESTINY USA DR,LARCENY,
,,2550,2018/07/05,2017,2017,0 DESTINY USA DR,LARCENY,
-76.1666714998642,43.0413660001396,2551,2018/08/14,1341,1341,400 SHONNARD ST,AGGRAVATED ASSAULT,
,,2552,2018/07/05,1820,1820,0 DESTINY USA DR,LARCENY,
-76.1319516492598,43.0553491169306,2553,2018/07/05,1400,1400,200 DELHI ST,BURGLARY,
-76.1528520002508,43.0624260002454,2554,2018/08/15,2345,2345,1100 N  TOWNSEND ST,AGGRAVATED ASSAULT,A
-76.1221080005771,43.0460910004506,2555,2018/08/15,1900,1900,1800 W  GENESEE ST,BURGLARY,
-76.1574997011659,43.0566715156809,2556,2018/07/06,1200,2100,100 SOLAR ST,BURGLARY,
-76.1764680001231,43.0513019998333,2557,2018/08/15,1209,1209,300 APPLE ST,MV THEFT,
-76.1211899998728,43.0320059996261,2558,2018/08/15,0815,0820,300 KENSINGTON RD,LARCENY,
-76.1651099996686,43.0315920003393,2559,2018/08/15,2253,2253,300 ONONDAGA TER,LARCENY,
-76.1155466845718,43.0683459638401,2560,2018/07/06,1226,1226,2300 JAMES ST,ROBBERY,A
-76.1707789224253,43.0502182750161,2561,2018/07/06,0253,0253,300 RICHMOND AV,BURGLARY,
-76.1425456083404,43.0195850034029,2562,2018/07/04,0821,2330,2900 S  SALINA ST,BURGLARY,
-76.161446999713,43.0301609998851,2563,2018/08/16,0900,1515,100 CHENEY ST,BURGLARY,
-76.1102009994906,43.0685009997058,2564,2018/08/16,0730,0730,100 WOODBINE AV,LARCENY,
-76.1736779910265,43.0538143322897,2565,2018/07/06,1243,1243,400 LIBERTY ST,LARCENY,
-76.1108804998835,43.0410329997007,2566,2018/08/16,0815,0815,200 CRAWFORD AVE,LARCENY,
-76.1780278498354,43.0611545248124,2567,2018/07/06,2100,0800,800 HIAWATHA BLVD W,LARCENY,
,,2568,2018/07/07,2100,0800,0 DESTINY USA DR,BURGLARY,
-76.151898000004,43.0007129999363,2569,2018/08/17,1800,1000,100 MACDOUGALL PL,LARCENY,
-76.1503724995383,42.9947729997493,2570,2018/08/17,1800,0930,200 BROOKLEA DR,LARCENY,
,,2571,2018/07/07,1420,1428,0 DESTINY USA DR,LARCENY,
,,2572,2018/07/07,1654,1654,0 DESTINY USA DR,LARCENY,
-76.1713289999473,43.0457850004494,2573,2018/08/17,1400,1410,200 S  GEDDES ST,LARCENY,
-76.1486939996795,43.0706879995579,2574,2018/08/17,1737,1737,700 FIRST NORTH ST,LARCENY,
-76.1765625003111,43.0504199999648,2575,2018/08/17,2315,2315,600 RICHMOND AV,AGGRAVATED ASSAULT,
,,2576,2018/07/07,1851,1851,0 DESTINY USA DR,LARCENY,
-76.0937984998998,43.0525170003866,2577,2018/08/17,0335,0335,800 NORTHWAY ST,BURGLARY,
-76.1398604998909,42.9951870000491,2578,2018/08/18,2303,2300,200 E  CHELTENHAM RD,AGGRAVATED ASSAULT,
-76.1574637464378,43.0393178333485,2579,2018/07/07,2259,2259,100 LINCOLN AV,AGGRAVATED ASSAULT,
-76.1356170001341,43.0550099995856,2580,2018/08/18,1900,0700,300 GERTRUDE ST,BURGLARY,
-76.153671000537,43.0033680004319,2581,2018/08/18,1230,1300,1500 VALLEY DR,LARCENY,
-76.15813499964,43.0189290002947,2582,2018/08/18,1730,2100,400 BISHOP AV,LARCENY,
-76.1666714998642,43.0413660001396,2583,2018/08/18,0000,0026,400 SHONNARD ST,BURGLARY,
-76.1033789996042,43.060139999827,2584,2018/08/18,0000,0000,500 NICHOLS AV,LARCENY,
-76.1457209815139,43.0604685541874,2585,2018/07/07,1247,1247,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-76.1541750006086,43.0467209998646,2586,2018/08/18,0800,0827,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-76.1430142274497,43.0549942335245,2587,2018/07/07,0800,0830,700 JAMES ST,LARCENY,
-76.1272245004107,43.0572689999562,2588,2018/08/19,2350,2350,100 ROBINSON ST,LARCENY,
-76.177359000561,43.0378109998708,2589,2018/08/19,1700,1300,200 HERRIMAN ST,LARCENY,
-76.1356170001341,43.0550099995856,2590,2018/08/19,2344,2344,300 GERTRUDE ST,ROBBERY,
-76.1429997391003,43.0249758728325,2591,2018/07/07,1149,1149,2100 S  STATE ST,BURGLARY,
-76.1145750005127,43.0480890001038,2592,2018/08/19,2218,2218,2000 E  FAYETTE ST,AGGRAVATED ASSAULT,
,,2593,2018/07/08,1300,0834,0 DESTINY USA DR,LARCENY,
-76.1509800004035,43.04852999965,2594,2018/08/19,2030,0830,300 S  WARREN ST,LARCENY,
-76.1071589997024,43.0427429999159,2595,2018/08/19,2000,0730,100 BRADFORD PKWY,LARCENY,
,,2596,2018/07/08,1745,1745,0 DESTINY USA DR,LARCENY,
-76.1239678771311,43.0470192498382,2597,2018/07/08,2119,2119,100 LEXINGTON AV,LARCENY,
-76.1537429994783,43.047863999968,2598,2018/08/19,1130,1315,400 S  CLINTON ST,LARCENY,
-76.1864016315303,43.0478601564255,2599,2018/07/08,0300,0423,200 MILTON AV,BURGLARY,
-76.1676480301048,43.0536253623497,2600,2018/07/08,2015,0730,100 SAND ST,BURGLARY,
-76.0882860002036,43.0440120001903,2601,2018/08/19,1950,1950,600 DEMONG DR,LARCENY,
-76.1128605005664,43.0346880003833,2602,2018/08/19,2100,0600,600 CUMBERLAND AV,LARCENY,
-76.1458783323668,43.0149332373084,2603,2018/07/08,1627,1627,200 PRIMROSE AV,AGGRAVATED ASSAULT,
-76.1039998841633,43.0534777826209,2604,2018/07/08,1145,1145,2500 ERIE BLVD E,BURGLARY,
-76.1458299548105,43.0416151164182,2605,2018/07/08,1000,1028,1000 S  TOWNSEND ST,LARCENY,
-76.1233884287645,43.0492811297668,2606,2018/07/04,1205,1205,1600 ERIE BLVD E,LARCENY,
-76.1417738046883,43.0042429197038,2607,2018/07/05,1312,1312,300 RANDOLPH ST,BURGLARY,
-76.1001210004378,43.0666560002861,2608,2018/08/20,2000,0500,200 PLYMOUTH DR,LARCENY,
-76.1379197076186,43.0426236784427,2609,2018/07/08,2239,2239,700 IRVING AV,AGGRAVATED ASSAULT,
,,2610,2018/07/09,0120,0120,0 IVY RIDGE RD,MV THEFT,A
,,2611,2018/07/09,0120,0120,0 IVY RIDGE RD,MV THEFT,
-76.1429619765049,43.0029470292808,2612,2018/07/08,0015,0015,4600 S  SALINA ST,AGGRAVATED ASSAULT,
,,2613,2018/07/09,0418,0418,0 DESTINY USA DR,LARCENY,
-76.1460811085691,43.0733501113802,2614,2018/07/09,2100,0817,2300 GRANT BLVD,BURGLARY,
,,2615,2018/07/09,1823,1823,0 DESTINY USA DR,LARCENY,
-76.1432040003162,43.0640730000371,2616,2018/08/21,1830,1836,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,
-76.1519744996093,43.0511039999834,2617,2018/08/21,1347,1347,100 N  SALINA ST,LARCENY,
-76.1523179456044,43.0647434826333,2618,2018/07/09,1139,1139,300 POND ST,LARCENY,
-76.1526674998671,43.0726680002272,2619,2018/08/21,2000,1430,1000 DANFORTH ST,BURGLARY,
-76.1483683553592,43.0174299113533,2620,2018/07/09,2125,2125,300 W  NEWELL ST,AGGRAVATED ASSAULT,
-76.1340509999947,43.046343000127,2621,2018/08/21,0439,0439,1100 E  GENESEE ST,LARCENY,
-76.1578268258518,43.066141676381,2622,2018/07/09,2252,2252,1200 N  SALINA ST,ROBBERY,
,,2623,2018/07/10,2210,2210,UNKNOWN,AGGRAVATED ASSAULT,
-76.1364044997162,43.0556850000731,2624,2018/08/20,1015,1607,100 GREEN ST,LARCENY,
-76.1137515003207,43.0255980003908,2625,2018/08/21,2154,2154,1500 WESTMORELAND AV,LARCENY,
-76.1147469519543,43.0471819811831,2626,2018/07/09,1430,0700,400 WESTMORELAND AV,LARCENY,
-76.1095889999508,43.0482150001741,2627,2018/08/21,2109,2109,200 GENESEE PARK DR,AGGRAVATED ASSAULT,
,,2628,2018/07/10,0349,0349,UNKNOWN,ROBBERY,A
-76.1528025001784,43.0466220003349,2629,2018/08/21,1121,1121,400 S  SALINA ST,BURGLARY,
-76.1528025001784,43.0466220003349,2630,2018/08/21,1401,1413,400 S  SALINA ST,LARCENY,
-76.1431233585157,43.0069481018677,2631,2018/07/09,1944,1944,4300 S  SALINA ST,BURGLARY,A
-76.1528025001784,43.0466220003349,2632,2018/08/21,0239,0239,400 N  SALINA ST,MV THEFT,
-76.1780278498354,43.0611545248124,2633,2018/07/09,1900,0700,800 HIAWATHA BLVD W,LARCENY,
-76.1079703047216,43.0465332778608,2634,2018/07/10,1830,1930,100 DIDAMA ST,LARCENY,
-76.1035610484413,43.0480896472813,2635,2018/07/10,2100,0700,100 HARWOOD AV,LARCENY,
-76.1346810004422,43.0424279998601,2636,2018/08/21,0800,1300,700 UNIVERSITY AV,LARCENY,
,,2637,2018/07/10,1430,1530,0 DESTINY USA DR,LARCENY,
-76.1431004999451,43.068600000066,2638,2018/08/22,0345,0345,1300 BUTTERNUT ST,LARCENY,
-76.1034285003373,43.0488179995801,2639,2018/08/22,1815,1820,100 W  FAYETTE ST,LARCENY,
-76.142096301058,43.0426578422063,2640,2018/07/08,2255,2255,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.1732874871175,43.0379678319914,2641,2018/07/10,1630,1635,1000 S  GEDDES ST,LARCENY,
-76.0945320000887,43.0668989997323,2642,2018/08/22,1401,1401,200 RIDGEWOOD DR,BURGLARY,
-76.1337855003547,43.0399079999304,2643,2018/08/22,1600,2050,200 WAVERLY AV,LARCENY,
-76.1966235004616,43.0249139998442,2644,2018/08/22,0100,0100,200 WESTWOOD RD,LARCENY,
-76.1651099996686,43.0315920003393,2645,2018/08/22,0005,0005,300 ONONDAGA AV,AGGRAVATED ASSAULT,
,,2646,2018/07/11,1605,1605,0 DESTINY USA DR,LARCENY,
-76.1308649996808,43.0212510002305,2647,2018/08/22,1230,1230,300 VINCENT ST,LARCENY,
-76.1460377715773,43.0269470595528,2648,2018/07/10,2352,2352,2000 S  SALINA ST,ROBBERY,
-76.1411294995453,43.0414560001104,2649,2018/08/23,0000,1600,100 FRISBIE CT,BURGLARY,
-76.1528520002508,43.0624260002454,2650,2018/08/23,1920,1920,1100 S  TOWNSEND ST,LARCENY,
,,2651,2018/07/11,1800,1800,0 DESTINY USA DR,LARCENY,
-76.1712525002557,43.0539839999006,2652,2018/08/23,0306,0306,1000 W  GENESEE ST,BURGLARY,
-76.1553405001207,43.0049790002381,2653,2018/08/23,2100,0500,200 ENGLEWOOD AV,LARCENY,
-76.1507693376961,43.0326082108891,2654,2018/07/10,1258,1258,200 MARTIN LUTHER KING      W,LARCENY,
,,2655,2018/07/11,1506,1506,0 DESTINY USA DR,LARCENY,
-76.15142100052,43.0786620000191,2656,2018/08/23,2003,2003,200 SEVENTH NORTH ST,BURGLARY,
-76.1313914994164,43.0438140002323,2657,2018/08/23,1200,1117,300 COMSTOCK AV,LARCENY,
-76.1800682587619,43.0455192802528,2658,2018/07/11,1449,1449,200 COLERIDGE AV,LARCENY,
-76.1325461104647,43.0027735823844,2659,2018/07/11,0042,0042,500 E  SENECA TPKE,MV THEFT,
-76.1509572572987,43.0242397835765,2660,2018/07/11,2024,2024,500 W  COLVIN ST,AGGRAVATED ASSAULT,
-76.1475645004692,43.0590329999115,2661,2018/08/23,0238,0238,500 BUTTERNUT ST,LARCENY,A
-76.1229494997201,43.0363350002408,2662,2018/08/23,0000,1100,700 EUCLID AV,LARCENY,
-76.1216488998866,43.0654516413968,2663,2018/07/12,1709,1729,100 HIXSON AV,LARCENY,
-76.1621894999709,43.0258859998618,2664,2018/08/23,0300,0330,800 ONONDAGA AV,BURGLARY,
-76.1591774761728,43.0392334458964,2665,2018/07/12,0404,0404,100 SOUTH AV,AGGRAVATED ASSAULT,
-76.1166494999957,43.0714619996424,2666,2018/08/24,0109,0109,300 VILLAGE DR,MV THEFT,
-76.1096070002318,43.0615170000723,2667,2018/08/23,1900,0650,400 WOODBINE AVE,LARCENY,
-76.1475808197888,43.0459713838939,2668,2018/07/11,1725,1725,600 S  STATE ST,LARCENY,
-76.101097499851,43.0350389999238,2669,2018/08/24,2050,2050,500 BRADFORD PKWY,BURGLARY,
-76.1219681748008,43.0555759145514,2670,2018/07/12,1152,1152,1600 HAWLEY AV,LARCENY,
-76.1486939996795,43.0706879995579,2671,2018/08/24,0954,0954,700 FIRST NORTH ST,LARCENY,
-76.1883901804839,43.047104049491,2672,2018/07/12,1030,1420,200 WILLIS AV,BURGLARY,
-76.1492260448693,43.0557919118681,2673,2018/07/12,0210,0210,300 PROSPECT AV,AGGRAVATED ASSAULT,
-76.1470275419115,43.0334269770582,2674,2018/07/12,0102,0102,1400 S  STATE ST,MV THEFT,
-76.1222970003684,43.033517999933,2675,2018/08/25,1150,1150,100 BUCKINGHAM AVE,LARCENY,
-76.1486891236583,43.046977611242,2676,2018/07/12,0945,1015,300 E  JEFFERSON ST,ROBBERY,
-76.1457209815139,43.0604685541874,2677,2018/07/12,1350,1350,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-76.1426384020233,43.0088031933243,2678,2018/07/09,1453,1453,4100 S  SALINA ST,LARCENY,
,,2679,2018/07/13,0107,0107,UNKNOWN,AGGRAVATED ASSAULT,
-76.1084099997188,43.0382969999098,2680,2018/08/25,2300,2300,1200 MEADOWBROOK DR,ROBBERY,
-76.16714850036,43.0392329998666,2681,2018/08/25,2244,2244,200 SABINE ST,AGGRAVATED ASSAULT,
-76.1938514996138,43.0504289998907,2682,2018/08/25,0051,0051,1900 W  GENESEE ST,ROBBERY,A
-76.1330294994178,43.0424640002872,2683,2018/08/25,1500,1200,200 WALNUT PL,LARCENY,
-76.1741009994398,43.0610039996922,2684,2018/08/25,1200,0900,400 PULASKI ST,LARCENY,
,,2685,2018/07/13,1257,1257,0 DESTINY USA DR,LARCENY,
,,2686,2018/07/13,1524,1524,0 DESTINY USA DR,LARCENY,
-76.159548000462,43.0393680000069,2687,2018/08/25,1100,1100,600 W  ONONDAGA ST,LARCENY,
-76.1577326547128,43.0425067070098,2688,2018/07/12,1605,1605,800 S  WEST ST,MV THEFT,
-76.1436642726067,43.0222513329817,2689,2018/07/13,2245,2245,100 MCALLISTER AV,LARCENY,
,,2690,2018/07/13,1832,1832,0 DESTINY USA DR,LARCENY,
-76.138132499754,43.0357140004163,2691,2018/08/26,1915,1915,1000 IRVING AV,LARCENY,
-76.1363159742394,43.0533114690411,2692,2018/07/13,0330,0410,300 N  CROUSE AV,BURGLARY,
-76.1340374999717,43.017579000265,2693,2018/08/26,0320,0320,100 IVY RIDGE RD,LARCENY,
-76.1636700004551,43.0315290003535,2694,2018/08/26,2149,2149,300 COOLIDGE AV,AGGRAVATED ASSAULT,
-76.1694265509432,43.0374858237912,2695,2018/07/13,1330,1514,500 DELAWARE ST,AGGRAVATED ASSAULT,
-76.1460885003442,43.0694280003875,2696,2018/08/26,1700,1700,300 GRIFFITHS ST,MV THEFT,
-76.1637052084588,43.0693168614995,2697,2018/07/13,1655,1655,1600 N  SALINA ST,LARCENY,
-76.152155962347,43.0707285525206,2698,2018/07/13,2120,2124,800 KIRKPATRICK ST,AGGRAVATED ASSAULT,
-76.1577029996229,43.0715699999065,2699,2018/08/26,2300,2315,600 TURTLE ST,BURGLARY,
-76.1446934996075,43.0617510002364,2700,2018/08/26,0713,0713,800 BUTTERNUT ST,BURGLARY,
-76.159548000462,43.0393680000069,2701,2018/08/26,0800,0800,600 W  ONONDAGA ST,BURGLARY,
-76.1576714996064,43.0611030000829,2702,2018/08/26,1434,1434,800 N  CLINTON ST,LARCENY,
-76.1232780002185,43.0481879997238,2703,2018/08/27,2304,2304,1600 E  FAYETTE ST,AGGRAVATED ASSAULT,
-76.1296365000277,43.046766000217,2704,2018/08/27,1304,1304,1400 E  GENESEE ST,LARCENY,
,,2705,2018/07/14,1328,1328,0 DESTINY USA DR,LARCENY,
-76.1616855004733,43.0460999998367,2706,2018/08/27,0042,0133,300 OTISCO ST,LARCENY,
