X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
,,1,2018/01/01,1120,1120,0 DESTINY USA DR,LARCENY,
-76.147296836231,43.0381894195833,2,2018/01/01,2230,2230,300 BURT ST,ROBBERY,
-76.1244394467127,43.0382401277983,3,2018/01/01,1839,1839,400 CLARENDON ST,BURGLARY,
-76.1457209815139,43.0604685541874,4,2018/01/01,0225,0225,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-76.1410710002967,43.0471799997188,5,2018/01/01,0248,0248,700 E  GENESEE ST,AGGRAVATED ASSAULT,
-76.142096301058,43.0426578422063,6,2018/01/01,0025,0025,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.142096301058,43.0426578422063,7,2018/01/01,0515,0515,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.1108309998494,43.0349759998546,8,2018/01/02,1600,1630,1000 MEADOWBROOK DR,LARCENY,
-76.1379197076186,43.0426236784427,9,2018/01/01,0248,0248,700 IRVING AV,ROBBERY,A
-76.1712525002557,43.0539839999006,10,2018/01/02,1700,1700,1000 W  GENESEE ST,LARCENY,
-76.1572755004728,43.0361370002108,11,2018/01/02,1300,1300,200 LINCOLN AV,LARCENY,
-76.1314776718343,43.0059075224242,12,2018/01/01,2000,1300,800 E  BRIGHTON AV,MV THEFT,
-76.1469975001274,43.0698060003394,13,2018/01/02,1849,1849,400 GRIFFITHS ST,BURGLARY,
-76.1659979974971,43.0687486309174,14,2018/01/02,0250,0250,100 WOLF ST,BURGLARY,
-76.1977560938861,43.0568153790243,15,2018/01/02,2000,2000,1100 AVERY AV,MV THEFT,
-76.1541750006086,43.0467209998646,16,2018/01/02,1653,1653,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-76.1365368060498,43.0711979018253,17,2018/01/02,1700,1000,1400 OAK ST,BURGLARY,
-76.132368000284,43.0465499999214,18,2018/01/02,0845,0845,500 WALNUT AV,LARCENY,
-76.1442119994777,43.0542630002427,19,2018/01/02,1000,1100,600 JAMES ST,LARCENY,
-76.1486939996795,43.0706879995579,20,2018/01/02,1929,1929,700 FIRST NORTH ST,LARCENY,
-76.1431233585157,43.0069481018677,21,2018/01/02,1700,1400,4300 S  SALINA ST,LARCENY,
,,22,2018/01/03,1759,1759,0 DESTINY USA DR,LARCENY,
,,23,2018/01/03,1420,1420,0 DESTINY USA DR,LARCENY,
-76.1390380023042,43.0533434711092,24,2018/01/03,0800,1200,100 GERTRUDE ST,LARCENY,
-76.0966154994771,43.0640100003366,25,2018/01/03,0000,0000,1200 S  GLENCOVE RD,LARCENY,
-76.1413549990599,43.0620789885528,26,2018/01/03,1945,2040,100 JASPER ST,BURGLARY,
-76.1114699994884,43.0659810001195,27,2018/01/03,2225,2225,200 FOREST HILL DR,MV THEFT,
-76.1700520850606,43.034184456791,28,2018/01/03,2050,2050,1100 W  ONONDAGA ST,BURGLARY,
-76.1957748936475,43.0575711014842,29,2018/01/03,1250,1254,1100 WILLIS AV,LARCENY,
-76.1667029996614,43.0161030001025,30,2018/01/03,2300,1300,300 HUTCHINSON AV,BURGLARY,
-76.141152000188,43.0607159997159,31,2018/01/03,0800,0810,500 HIGHLAND ST,MV THEFT,
-76.1588686995842,43.0508455338302,32,2018/01/03,1700,1700,200 N  WEST ST,LARCENY,
-76.1541750006086,43.0467209998646,33,2018/01/03,1241,1241,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-76.1859495005162,43.0466220003239,34,2018/01/03,0000,1156,500 TOMPKINS ST,LARCENY,
,,35,2018/01/03,1311,1311,200 WINDING RIDGE RD,LARCENY,
-76.1317559995431,43.051949999637,36,2018/01/03,0733,0733,700 BURNET AV,BURGLARY,
-76.1614720432082,43.0669141012222,37,2018/01/03,1135,1230,2500 LODI ST,AGGRAVATED ASSAULT,
-76.1578651600362,43.0630684786379,38,2018/01/03,0030,1000,300 BASIN ST,LARCENY,
-76.144347000276,43.0717410001447,39,2018/01/04,1259,1259,200 WARHAM ST,BURGLARY,A
-76.1084775003808,43.0432290003205,40,2018/01/04,1441,1441,2700 E  GENESEE ST,LARCENY,
-76.1667029996614,43.0161030001025,41,2018/01/04,1800,1545,300 HUTCHINSON AV,BURGLARY,
-76.1481180000247,43.0491060000958,42,2018/01/04,0800,1950,300 W  WASHINGTON ST,LARCENY,
-76.1422562587497,43.0106710561437,43,2018/01/03,1740,1800,3900 S  SALINA ST,LARCENY,
-76.1469975001274,43.0698060003394,44,2018/01/04,0000,0000,400 GRIFFITHS ST,LARCENY,
-76.158989835943,43.0352772430513,45,2018/01/03,1420,1420,400 SOUTH AV,LARCENY,
-76.1771930187492,43.033923910382,46,2018/01/04,2144,2144,1400 W  ONONDAGA ST,BURGLARY,
-76.141410268052,43.0630618703746,47,2018/01/04,2310,2310,800 HIGHLAND ST,MV THEFT,
,,48,2018/01/05,0121,0121,UNKNOWN,AGGRAVATED ASSAULT,
-76.1187600004995,43.0317720004326,49,2018/01/05,1624,1700,1100 WESTCOTT ST,LARCENY,
-76.166707500558,43.0384860003076,50,2018/01/05,0001,2359,200 GRACE ST,LARCENY,
,,51,2018/01/05,1320,1320,0 DESTINY USA DR,LARCENY,
-76.1497020001766,43.0586009997243,52,2018/01/05,1718,1718,400 BUTTERNUT ST,LARCENY,
,,53,2018/01/05,2000,2005,0 DESTINY USA DR,LARCENY,
-76.1212259998022,43.0481520001474,54,2018/01/06,1830,1830,1700 E  FAYETTE ST,LARCENY,
-76.1496606477799,43.0363178604699,55,2018/01/05,1143,1143,1100 S  SALINA ST,LARCENY,
-76.1270445004273,43.0685280001852,56,2018/01/06,1119,1119,400 DURSTON AV,MV THEFT,
-76.1475600000209,43.0689959998738,57,2018/01/06,1040,1040,600 FIRST NORTH ST,ROBBERY,A
-76.1483393109883,43.0525057364793,58,2018/01/05,0621,0900,200 N  STATE ST,MV THEFT,
-76.147293670179,43.0507939274267,59,2018/01/05,1945,1945,400 ERIE BLVD E,ROBBERY,A
-76.1366685020805,43.0453145212424,60,2018/01/05,0334,0334,500 S  CROUSE AV,LARCENY,
-76.1357363023424,43.0275268732531,61,2018/01/06,1640,1640,100 JAMESVILLE AV,LARCENY,
-76.1528025001784,43.0466220003349,62,2018/01/08,1210,1210,400 N  SALINA ST,ROBBERY,
-76.1533429347134,43.0168186787818,63,2018/01/06,0000,1000,100 WIMAN AV,LARCENY,
-76.1363661788405,43.0685341469513,64,2018/01/06,1700,0100,1200 OAK ST,MV THEFT,
-76.1486939996795,43.0706879995579,65,2018/01/08,1956,1956,700 FIRST NORTH ST,LARCENY,
-76.1486939996795,43.0706879995579,66,2018/01/08,2131,2131,700 FIRST NORTH ST,LARCENY,
-76.0876295143776,43.0551829482268,67,2018/01/06,1220,1220,3000 ERIE BLVD E,LARCENY,
,,68,2018/01/06,1307,1307,9500 DESTINY USA DR,LARCENY,
,,69,2018/01/07,2205,2205,UNKNOWN,MV THEFT,
,,70,2018/01/07,1651,1651,0 DESTINY USA DR,LARCENY,
-76.1431004999451,43.068600000066,71,2018/01/09,1818,1818,1300 BUTTERNUT ST,BURGLARY,
-76.1182165426111,43.0454990403271,72,2018/01/07,0100,0100,100 CAMBRIDGE ST,LARCENY,
-76.1708003083938,43.0746926863027,73,2018/01/07,1600,1600,100 NBT BANK PKWY,LARCENY,
-76.1606414999787,43.016336999729,74,2018/01/09,1310,1310,300 VALLEY DR,LARCENY,
-76.1245364732836,43.0598965808195,75,2018/01/07,1201,1200,100 SCHULER ST,LARCENY,
-76.1085249887295,43.066197261998,76,2018/01/07,1200,1200,500 NORTHCLIFFE RD,MV THEFT,
,,77,2018/01/08,0414,0414,UNKNOWN,AGGRAVATED ASSAULT,
,,78,2018/01/08,1643,1643,0 DESTINY USA DR,LARCENY,
-76.1702175004734,43.0332660001288,79,2018/01/10,2107,2107,1000 BELLEVUE AV,LARCENY,
-76.1515561324878,43.0659866637113,80,2018/01/08,1600,1100,1200 PARK ST,BURGLARY,
-76.1169229197799,43.036839481703,81,2018/01/08,0818,0818,200 STRONG AV,LARCENY,
-76.1583050787841,43.0127346573926,82,2018/01/08,1809,1809,500 VALLEY DR,AGGRAVATED ASSAULT,
-76.1442345005792,43.0415549998065,83,2018/01/10,2123,2123,1000 S  MCBRIDE ST,ROBBERY,
-76.1660984031931,43.0587711372324,84,2018/01/08,1730,0700,700 VANRENSSELAER ST,BURGLARY,
,,85,2018/01/09,1020,1020,0 DESTINY USA DR,LARCENY,
-76.1497020001766,43.0586009997243,86,2018/01/10,1533,1533,400 BUTTERNUT ST,LARCENY,
,,87,2018/01/09,1845,1845,0 DESTINY USA DR,LARCENY,
,,88,2018/01/09,2250,2250,0 DESTINY USA DR,MV THEFT,
-76.1186609996391,43.0578000003322,89,2018/01/10,0839,0839,600 ROBINSON ST,LARCENY,
-76.1459759999894,43.0588169996462,90,2018/01/10,0503,0503,700 CATHERINE ST,BURGLARY,
-76.1707439169381,43.0481622688442,91,2018/01/09,1230,1200,100 N  GEDDES ST,LARCENY,
-76.1486939996795,43.0706879995579,92,2018/01/10,1504,1504,700 FIRST NORTH ST,LARCENY,
-76.1506955542569,43.0495250120093,93,2018/01/09,1510,1510,200 E  WASHINGTON ST,LARCENY,
-76.1486939996795,43.0706879995579,94,2018/01/10,1810,1810,700 FIRST NORTH ST,LARCENY,
-76.1663520001201,43.0349669999219,95,2018/01/10,1322,1322,900 ONONDAGA AV,MV THEFT,
-76.1039998841633,43.0534777826209,96,2018/01/09,1955,1955,2500 ERIE BLVD E,AGGRAVATED ASSAULT,
-76.1669121121807,43.0431026284382,97,2018/01/09,1736,1736,600 GIFFORD ST,ROBBERY,A
,,98,2018/01/09,1100,1100,9600 DESTINY USA DR,LARCENY,
-76.1190885003357,43.0548300002798,99,2018/01/11,1000,1419,1400 BURNET AV,BURGLARY,
,,100,2018/01/10,1555,1555,0 DESTINY USA DR,LARCENY,
,,101,2018/01/10,1914,1914,0 DESTINY USA DR,LARCENY,
-76.18419449992,43.0435530000903,102,2018/01/11,1200,1344,300 COLERIDGE AV,LARCENY,
-76.1662495039439,43.0317815203734,103,2018/01/10,0823,0823,100 RUSKIN AV,BURGLARY,
-76.1627610002179,43.0206930000867,104,2018/01/11,1100,1100,300 HILLVIEW AV,LARCENY,
-76.1344417208952,43.0591972289888,105,2018/01/10,1300,1900,1000 JAMES ST,LARCENY,
-76.1320697388939,43.0452772405637,106,2018/01/10,1944,1944,1000 MADISON ST,BURGLARY,
-76.1529235525295,43.0641597882623,107,2018/01/10,0001,0830,200 LILAC ST,MV THEFT,
-76.1546654994494,43.0168320000794,108,2018/01/11,1130,1130,600 W  NEWELL ST,BURGLARY,A
-76.1487180140885,43.073863151071,109,2018/01/10,1130,1400,2400 GRANT BLVD,LARCENY,
-76.1586558261929,43.0519151647084,110,2018/01/10,0700,1626,300 N  WEST ST,MV THEFT,
-76.0876295143776,43.0551829482268,111,2018/01/10,0011,0011,3000 ERIE BLVD E,LARCENY,
-76.1221080005771,43.0460910004506,112,2018/01/12,1333,1334,1800 W  GENESEE ST,LARCENY,
-76.1169624752807,43.0454729730214,113,2018/01/10,1930,1930,400 ALLEN ST,AGGRAVATED ASSAULT,
-76.1175000001408,43.0643430004177,114,2018/01/12,1900,1900,400 MELROSE AV,LARCENY,
-76.1449310420018,43.0617658958733,115,2018/01/10,2312,2312,400 S  ALVORD ST,AGGRAVATED ASSAULT,
-76.1405745185588,43.0631088914985,116,2018/01/10,2200,0800,500 PARK ST,BURGLARY,
-76.1742939589018,43.0503080299856,117,2018/01/10,1351,1351,500 RICHMOND AV,LARCENY,
-76.1410710002967,43.0471799997188,118,2018/01/13,2305,2305,700 W  GENESEE ST,ROBBERY,
-76.142096301058,43.0426578422063,119,2018/01/10,1300,1300,700 E  ADAMS ST,LARCENY,
-76.1034285003373,43.0488179995801,120,2018/01/14,1600,1600,100 W  FAYETTE ST,LARCENY,
-76.131742499432,43.0343730000138,121,2018/01/14,1513,1513,200 MOUNT OLYMPUS DR,LARCENY,
,,122,2018/01/11,1607,1607,0 DESTINY USA DR,LARCENY,
-76.1164289996421,43.0451819996352,123,2018/01/15,2104,2104,2200 E  GENESEE ST,MV THEFT,
-76.1764680001231,43.0513019998333,124,2018/01/15,0000,1443,300 APPLE ST,LARCENY,
-76.128238905987,43.0379377781136,125,2018/01/11,1200,1120,100 CLARENDON ST,LARCENY,
-76.1221080005771,43.0460910004506,126,2018/01/16,2015,2015,1800 W  GENESEE ST,LARCENY,
-76.1712525002557,43.0539839999006,127,2018/01/16,1530,1600,1000 W  GENESEE ST,LARCENY,
-76.1513975126473,43.0719719032081,128,2018/01/11,1300,1400,100 SECOND NORTH ST,LARCENY,
-76.1344417208952,43.0591972289888,129,2018/01/11,1855,1855,1000 JAMES ST,LARCENY,
-76.1948757836903,43.056059117669,130,2018/01/11,1950,1950,200 ESSEX ST,BURGLARY,
-76.1349330000851,43.0480080003463,131,2018/01/17,2204,2204,300 UNIVERSITY PL,LARCENY,
-76.1460811085691,43.0733501113802,132,2018/01/11,0830,1100,2300 GRANT BLVD,MV THEFT,
-76.1412284995318,43.0614629997104,133,2018/01/17,0935,0935,600 HIGHLAND ST,BURGLARY,
-76.1528025001784,43.0466220003349,134,2018/01/17,1706,1725,400 S  SALINA ST,LARCENY,
-76.1611139999469,43.0776000002201,135,2018/01/17,1600,2030,700 HIAWATHA BLVD E,LARCENY,
-76.1630923601778,43.0395834572907,136,2018/01/01,1206,1206,200 KELLOGG ST,AGGRAVATED ASSAULT,
-76.1615977616344,43.0357362274632,137,2018/01/01,0029,0029,200 RICH ST,LARCENY,
-76.1228954995142,43.053858000009,138,2018/01/18,1037,1503,1200 BURNET AV,MV THEFT,
-76.1289714797133,43.044086000382,139,2018/01/11,0404,0404,300 OSTROM AV,BURGLARY,
-76.1537429994783,43.047863999968,140,2018/01/17,0009,0009,400 S  CLINTON ST,LARCENY,
-76.1553423632019,43.001098516482,141,2018/01/01,2101,2101,200 RIVERDALE DR,BURGLARY,
-76.1181975005201,43.0434810003491,142,2018/01/18,2300,0600,200 CAMBRIDGE ST,MV THEFT,
-76.1092649998789,43.0419510002551,143,2018/01/18,1400,1400,300 SCOTTHOLM BLVD,LARCENY,
-76.1430450980222,43.020628999578,144,2018/01/11,1538,1538,2800 S  SALINA ST,LARCENY,
-76.1154341008981,43.0536853742151,145,2018/01/11,1700,1300,300 PEAT ST,LARCENY,
-76.1441895004902,43.0425539996755,146,2018/01/18,2218,2218,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,
-76.1589197381367,43.0673542214352,147,2018/01/11,1600,1100,300 COURT ST,BURGLARY,
-76.140282605939,43.0563266796512,148,2018/01/11,2100,0914,800 JAMES ST,LARCENY,
-76.1510204997179,43.044687000192,149,2018/01/19,2030,2030,100 ONONDAGA AV,LARCENY,
,,150,2018/01/12,1216,1216,0 DESTINY USA DR,LARCENY,
-76.1431725001842,43.0651080002985,151,2018/01/19,1200,1630,1100 BUTTERNUT ST,BURGLARY,
,,152,2018/01/12,1853,1853,0 DESTINY USA DR,LARCENY,
-76.183227000367,43.052661000403,153,2018/01/19,0215,0218,1800 E  FAYETTE ST,AGGRAVATED ASSAULT,
-76.1411932973129,43.015356667967,154,2018/01/12,0123,0123,100 W  LYNHURST AV,AGGRAVATED ASSAULT,
-76.1509125442604,43.0241322568384,155,2018/01/12,1400,1640,1500 MIDLAND AV,LARCENY,
-76.1462324995125,43.0674210002017,156,2018/01/19,0930,1130,200 GILBERT AV,BURGLARY,
-76.0876573417829,43.0551655644806,157,2018/01/01,0105,0105,100 HEADSON DR,LARCENY,
-76.1313914994164,43.0438140002323,158,2018/01/19,1700,1100,300 COMSTOCK AV,LARCENY,
-76.1508939078276,43.0312304697251,159,2018/01/12,1954,1954,200 FURMAN ST,ROBBERY,
-76.1421154142789,43.0115428239654,160,2018/01/11,1232,1232,3800 S  SALINA ST,LARCENY,
-76.1039998841633,43.0534777826209,161,2018/01/12,0858,0858,2500 ERIE BLVD E,LARCENY,
-76.153725000362,43.0684019996987,162,2018/01/19,1600,1600,600 KIRKPATRICK ST,BURGLARY,
-76.1585489995324,43.0401510004512,163,2018/01/19,1449,1449,500 W  ONONDAGA ST,LARCENY,
-76.1486939996795,43.0706879995579,164,2018/01/19,1213,1213,700 FIRST NORTH ST,LARCENY,
-76.1493787598522,43.029152318947,165,2018/01/13,0330,0336,200 KIRK AV,AGGRAVATED ASSAULT,
-76.1486939996795,43.0706879995579,166,2018/01/19,1404,1404,700 FIRST NORTH ST,LARCENY,
-76.1398003536722,43.0043230356743,167,2018/01/13,0530,0600,200 SENECA DR,MV THEFT,
,,168,2018/01/13,1428,1428,0 DESTINY USA DR,LARCENY,
-76.1125808679504,43.0481511651332,169,2018/01/13,1550,1615,2200 E  FAYETTE ST,LARCENY,
-76.1336935241935,43.0634410310818,170,2018/01/13,1400,2330,300 DEWITT ST,BURGLARY,
-76.1497020001766,43.0586009997243,171,2018/01/20,2020,2020,400 BUTTERNUT ST,LARCENY,
-76.1145750005127,43.0480890001038,172,2018/01/20,1430,1430,2000 E  FAYETTE ST,LARCENY,
-76.1561639996985,43.0488720004429,173,2018/01/20,0130,0200,300 W  FAYETTE ST,LARCENY,
,,174,2018/01/13,1910,1910,0 DESTINY USA DR,LARCENY,
,,175,2018/01/14,0455,0720,0 DESTINY USA DR,LARCENY,
,,176,2018/01/14,1333,1333,0 DESTINY USA DR,LARCENY,
-76.1196330002054,43.0314570002741,177,2018/01/20,1200,0100,400 KENSINGTON RD,LARCENY,
-76.1196150003833,43.046964000379,178,2018/01/19,2142,2142,300 LEXINGTON AV,AGGRAVATED ASSAULT,
-76.1590702958974,43.0370588699402,179,2018/01/14,0136,0136,200 SOUTH AV,LARCENY,
-76.1476032616729,43.0442253422868,180,2018/01/12,2121,2121,800 S  STATE ST,MV THEFT,
-76.1282512273389,43.0363008459866,181,2018/01/14,1300,1750,800 OSTROM AV,BURGLARY,
-76.142735999486,42.9973379998031,182,2018/01/21,0654,0654,100 BYRNE PL,MV THEFT,
-76.1437409151192,43.0763490219389,183,2018/01/15,0720,0920,200 DALE ST,BURGLARY,
-76.1232780002185,43.0481879997238,184,2018/01/21,2255,2255,1600 E  FAYETTE ST,BURGLARY,
,,185,2018/01/15,1636,1636,0 DESTINY USA DR,ROBBERY,A
,,186,2018/01/15,1910,1910,0 DESTINY USA DR,LARCENY,
-76.153725000362,43.0684019996987,187,2018/01/21,1609,1609,600 KIRKPATRICK ST,BURGLARY,A
-76.1322393263217,43.0251680897327,188,2018/01/15,1200,0300,1000 E  COLVIN ST,BURGLARY,
-76.159548000462,43.0393680000069,189,2018/01/21,2225,2225,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-76.1408076302753,43.0596910824143,190,2018/01/15,1755,1755,300 DOUGLAS ST,LARCENY,
-76.1486939996795,43.0706879995579,191,2018/01/21,1236,1236,700 FIRST NORTH ST,LARCENY,
-76.1408076302753,43.0596910824143,192,2018/01/15,1200,0630,300 DOUGLAS ST,LARCENY,
-76.1367959996937,43.0425540001852,193,2018/01/21,0130,0200,700 S  CROUSE AV,LARCENY,
-76.1422810451779,43.0612852263941,194,2018/01/15,0400,0850,400 SEWARD ST,BURGLARY,
-76.127456583372,43.0528114012059,195,2018/01/15,2142,2142,300 N  BEECH ST,ROBBERY,
-76.1421154142789,43.0115428239654,196,2018/01/14,1359,1359,3800 S  SALINA ST,LARCENY,
-76.1507637573798,43.0018057767934,197,2018/01/15,1200,1200,300 W  SENECA TPKE,BURGLARY,
-76.1254316616306,43.0460911428389,198,2018/01/01,1635,1635,100 MAPLE TER,LARCENY,
-76.1586774648806,43.0303972721731,199,2018/01/15,1600,1800,800 SOUTH AV,LARCENY,
-76.1481570380074,43.0646010002936,200,2018/01/16,0110,0110,1000 PARK ST,AGGRAVATED ASSAULT,
-76.1456355459796,43.0750692308468,201,2018/01/16,1800,1800,200 HOOD AV,LARCENY,
-76.1489009999973,43.0674840000203,202,2018/01/22,1841,1841,200 HERBERT ST,BURGLARY,A
-76.1934011228831,43.0323602482976,203,2018/01/15,1830,1830,4700 ONONDAGA BLVD,LARCENY,A
-76.1332669691329,43.0670775124925,204,2018/01/16,1423,1423,900 RUGBY RD,BURGLARY,
-76.158454499696,43.0437059999514,205,2018/01/22,1138,1138,300 GIFFORD ST,AGGRAVATED ASSAULT,
-76.1534348604243,43.0513411252076,206,2018/01/16,1510,1510,200 N  CLINTON ST,LARCENY,
-76.1039998841633,43.0534777826209,207,2018/01/16,1050,1100,2500 ERIE BLVD E,LARCENY,
-76.1481180000247,43.0491060000958,208,2018/01/22,1737,1737,300 W  WASHINGTON ST,LARCENY,
-76.1406584273825,43.0357252945144,209,2018/01/17,1800,1230,200 HENRY ST,LARCENY,
-76.1604087616454,43.0272149124841,210,2018/01/17,2137,2137,0 CENTENNIAL DR,BURGLARY,
-76.1475645004692,43.0590329999115,211,2018/01/22,0648,0648,500 BUTTERNUT ST,LARCENY,
-76.1469429138017,43.0012929482239,212,2018/01/17,1230,1225,200 W  SENECA TPKE,LARCENY,
-76.1486939996795,43.0706879995579,213,2018/01/22,1916,1916,700 FIRST NORTH ST,LARCENY,
,,214,2018/01/17,1238,1238,0 DESTINY USA DR,ROBBERY,
-76.1556375005704,43.0104959999775,215,2018/01/23,1832,1832,100 GROVE ST,AGGRAVATED ASSAULT,
-76.1549355002425,43.0632630004234,216,2018/01/22,0030,0036,900 S  SALINA ST,BURGLARY,
-76.17544741955,43.0319255875752,217,2018/01/17,1112,1112,300 GRANT AV,LARCENY,
-76.1361596662581,43.063307189725,218,2018/01/17,1519,1519,300 PARK ST,LARCENY,
-76.1696623138051,43.0737389028293,219,2018/01/17,1345,1345,2100 PARK ST,LARCENY,
-76.1247899998536,43.0379730004241,220,2018/01/23,1550,1550,700 ACKERMAN AV,BURGLARY,
-76.1480955000433,43.066097999956,221,2018/01/23,1020,1020,500 CARBON ST,BURGLARY,
-76.1556214874115,43.0475582393138,222,2018/01/17,2145,2145,300 W  JEFFERSON ST,LARCENY,
-76.1378652825771,43.0453233573754,223,2018/01/18,2150,2350,500 IRVING AV,LARCENY,
-76.1229494997201,43.0363350002408,224,2018/01/23,1500,1500,700 EUCLID AV,BURGLARY,
-76.1486939996795,43.0706879995579,225,2018/01/23,1527,1615,700 FIRST NORTH ST,LARCENY,
,,226,2018/01/19,1045,1045,0 DESTINY USA DR,LARCENY,
-76.1660984031931,43.0587711372324,227,2018/01/17,1530,1230,700 VAN RENSSELAER ST,LARCENY,
-76.151016000334,43.0403850004194,228,2018/01/23,1045,1045,700 S  SALINA ST,ROBBERY,A
-76.1516063753396,43.0389125727166,229,2018/01/01,0910,0910,1000 S  CLINTON ST,LARCENY,
-76.1712525002557,43.0539839999006,230,2018/01/24,1924,1924,1000 W  GENESEE ST,ROBBERY,
-76.1423171115281,43.0403659810202,231,2018/01/19,2000,2015,100 DYER CT,BURGLARY,
-76.1453190001476,43.0133399997076,232,2018/01/24,0900,0900,200 W  MATSON AV,BURGLARY,
-76.1386410001839,43.037378999716,233,2018/01/24,0134,0134,900 IRVING AV,LARCENY,
-76.128238905987,43.0379377781136,234,2018/01/19,1440,1740,100 CLARENDON ST,LARCENY,
,,235,2018/01/19,1530,1800,100 SIMS DR,LARCENY,
,,236,2018/01/19,1837,1837,0 DESTINY USA DR,LARCENY,
-76.1581259995839,43.0763760000604,237,2018/01/24,0425,0425,900 LEMOYNE AV,MV THEFT,
-76.1607805195718,43.0192513521378,238,2018/01/19,0755,0755,1900 SOUTH AV,MV THEFT,
-76.1437409151192,43.0763490219389,239,2018/01/19,0300,0300,200 DALE ST,ROBBERY,
-76.1146121686018,43.0451944646677,240,2018/01/17,1700,1730,500 WESTMORELAND AV,LARCENY,
-76.1411294995453,43.0414560001104,241,2018/01/25,0841,0841,100 FRISBIE CT,BURGLARY,
-76.1859585002728,43.0526699997754,242,2018/01/25,1300,1600,1600 E  GENESEE ST,BURGLARY,
-76.1829209997188,43.0280459999301,243,2018/01/25,2330,0615,500 WOLCOTT AV,MV THEFT,
-76.1200875005727,43.0365690002388,244,2018/01/25,1800,1500,800 EUCLID AV,LARCENY,
-76.1604775436575,43.0424992684949,245,2018/01/19,2230,2230,300 SEYMOUR ST,MV THEFT,
-76.1386410001839,43.037378999716,246,2018/01/25,1440,1440,900 IRVING AV,LARCENY,
-76.1155466845718,43.0683459638401,247,2018/01/19,0905,0905,2300 JAMES ST,LARCENY,
-76.1547524654401,43.0672365431304,248,2018/01/19,1705,2105,500 KIRKPATRICK ST,LARCENY,
-76.1507693376961,43.0326082108891,249,2018/01/19,2145,2230,200 MLK    WEST,LARCENY,
-76.1342884756522,43.0452950713451,250,2018/01/19,0935,1135,900 MADISON ST,LARCENY,
-76.1431004999451,43.068600000066,251,2018/01/26,1200,2200,1300 BUTTERNUT ST,LARCENY,
-76.1285186361494,43.0525144342544,252,2018/01/20,0200,0200,100 MATHER ST,LARCENY,
-76.1118749994474,43.1139419997827,253,2018/01/26,1110,1110,1000 COL EILEEN COLLINS BLVD,LARCENY,
,,254,2018/01/20,2030,2030,0 DESTINY USA DR,LARCENY,
-76.1086484996908,43.0638480000047,255,2018/01/26,1727,1739,300 HILLSDALE AV,LARCENY,
-76.1052959999569,43.0709670001349,256,2018/01/26,1600,1100,200 N  MIDLER AV,BURGLARY,
-76.1056771996512,43.0501856991673,257,2018/01/20,2335,2335,100 MOUNTAINVIEW AV,LARCENY,
-76.1500266853675,43.0217745219719,258,2018/01/20,1830,1900,1800 MIDLAND AV,LARCENY,
-76.1050529994843,43.073820000249,259,2018/01/26,0115,0130,300 N  MIDLER AV,LARCENY,
-76.1458895571213,43.0269849622645,260,2018/01/20,1300,1115,100 E  BEARD AV,BURGLARY,
-76.1023980003893,43.0361549999927,261,2018/01/26,0001,2359,400 BRADFORD PKWY,LARCENY,
-76.12446248704,43.0364900114652,262,2018/01/20,0200,1045,800 ACKERMAN AV,LARCENY,
,,263,2018/01/21,1700,1705,0 DES DR,LARCENY,
-76.12446248704,43.0364900114652,264,2018/01/20,0200,0625,800 ACKERMAN AV,LARCENY,
-76.1725980004972,43.0402770001326,265,2018/01/26,0144,0144,700 S  GEDDES ST,LARCENY,
-76.1522624994055,43.0438229999158,266,2018/01/26,1209,1209,500 S  SALINA ST,ROBBERY,
-76.142096301058,43.0426578422063,267,2018/01/20,0055,0055,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-76.1771930187492,43.033923910382,268,2018/01/20,2330,2338,1400 W  ONONDAGA ST,BURGLARY,
-76.13658798217,43.0415690707995,269,2018/01/21,2035,2036,100 MARSHALL ST,LARCENY,
-76.1071589997024,43.0427429999159,270,2018/01/27,2130,2145,100 BRADFORD ST,MV THEFT,
-76.1344417208952,43.0591972289888,271,2018/01/21,0550,0550,1000 JAMES ST,ROBBERY,
-76.1406584273825,43.0357252945144,272,2018/01/21,1406,1406,200 HENRY ST,LARCENY,
-76.1486939996795,43.0706879995579,273,2018/01/27,1632,1632,700 FIRST NORTH ST,LARCENY,
-76.1475645004692,43.0590329999115,274,2018/01/27,1237,1237,500 BUTTERNUT ST,LARCENY,
-76.1193204399564,43.0550343083793,275,2018/01/21,2225,2239,300 GREENWAY AV,LARCENY,
-76.1067720002016,43.0616519997234,276,2018/01/27,0344,0344,700 SUNNYCREST RD,LARCENY,
-76.1534919137624,43.0531154479561,277,2018/01/22,1132,1132,0 CLINTON ST,LARCENY,
-76.129227000294,43.0461090001125,278,2018/01/28,1910,1910,100 OSTROM AV,ROBBERY,
-76.1704741037806,43.0537244200815,279,2018/01/21,1500,1714,500 N  GEDDES ST,BURGLARY,
