X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8473991.76688969,5317676.8299321,2023/09/22 00:00:00+00,0100,800,100 REDFIELD PL     ,,From Motor Vehicle,LARCENY,43.0374695190001,-76.123163217,1774
-8473991.76688969,5317676.8299321,2023/10/01 00:00:00+00,2100,100,100 REDFIELD PL     ,,From Building,BURGLARY,43.0374695190001,-76.123163217,1775
-8473991.76688969,5317676.8299321,2023/11/07 00:00:00+00,0750,1750,100 REDFIELD PL     ,,All Other,LARCENY,43.0374695190001,-76.123163217,1776
-8473991.76688969,5317676.8299321,2023/10/10 00:00:00+00,2205,2205,100 REDFIELD PL     ,Yes,,ROBBERY,43.0374695190001,-76.123163217,1777
-8480523.04238251,5316928.83685384,2023/08/19 00:00:00+00,2109,2109,100 REED AV   ,Yes,,AGGRAVATED ASSAULT,43.032558109,-76.181834663,1778
-8473991.76688969,5317676.8299321,2023/12/12 00:00:00+00,0200,600,100 REDFIELD PL     ,,From Building,BURGLARY,43.0374695190001,-76.123163217,1779
-8480523.04238251,5316928.83685384,2023/02/22 00:00:00+00,1720,1720,100 REED AVE    ,,From Building,LARCENY,43.032558109,-76.181834663,1780
-8474443.86684521,5320692.8391133,2023/11/22 00:00:00+00,2000,115,100 ROBINSON ST     ,,Motor Vehicle,MV THEFT,43.0572690000001,-76.1272245,1781
-8475122.68664354,5314787.95851495,2023/09/17 00:00:00+00,0400,400,100 REMINGTON AV   ,Yes,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1782
-8471572.49189969,5317982.42822272,2023/04/15 00:00:00+00,1700,700,100 ROCKFORD DR     ,,From Motor Vehicle,BURGLARY,43.039476,-76.1014304999999,1783
-8475122.68664354,5314787.95851495,2023/11/20 00:00:00+00,1900,919,100 REMINGTON AV ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1784
-8475122.68664354,5314787.95851495,2023/07/09 00:00:00+00,2100,1000,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1785
-8475122.68664354,5314787.95851495,2023/11/08 00:00:00+00,0051,51,100 REMINGTON AV   ,Yes,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1786
-8475122.68664354,5314787.95851495,2023/10/14 00:00:00+00,2200,600,100 REMINGTON AV   ,,From Motor Vehicle,LARCENY,43.0184986790001,-76.133322442,1787
-8475122.68664354,5314787.95851495,2023/09/17 00:00:00+00,2200,0,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1788
-8475122.68664354,5314787.95851495,2023/05/08 00:00:00+00,1032,1032,100 REMINGTON AV   ,,,AGGRAVATED ASSAULT,43.0184986790001,-76.133322442,1789
-8475122.68664354,5314787.95851495,2023/02/22 00:00:00+00,1600,750,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1790
-8475122.68664354,5314787.95851495,2023/07/03 00:00:00+00,1800,1400,100 REMINGTON AV   ,,From Motor Vehicle,LARCENY,43.0184986790001,-76.133322442,1791
-8475122.68664354,5314787.95851495,2023/08/23 00:00:00+00,0016,100,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1792
-8475122.68664354,5314787.95851495,2023/07/08 00:00:00+00,1730,530,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1793
-8475122.68664354,5314787.95851495,2023/12/13 00:00:00+00,2200,1000,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1794
-8475122.68664354,5314787.95851495,2023/12/18 00:00:00+00,2300,50,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1795
-8475122.68664354,5314787.95851495,2023/10/31 00:00:00+00,2000,800,100 REMINGTON AV   ,,Of MV Parts/Accessories,LARCENY,43.0184986790001,-76.133322442,1796
-8475122.68664354,5314787.95851495,2023/11/17 00:00:00+00,2200,630,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1797
-8479336.52544481,5317329.96314505,2023/04/30 00:00:00+00,0048,48,100 ROWLAND ST     ,Yes,,AGGRAVATED ASSAULT,43.0351920000001,-76.1711759999999,1798
-8479336.52544481,5317329.96314505,2023/08/29 00:00:00+00,0005,17,100 ROWLAND ST     ,Yes,,AGGRAVATED ASSAULT,43.0351920000001,-76.1711759999999,1799
-8475122.68664354,5314787.95851495,2023/08/06 00:00:00+00,1500,1500,100 REMINGTON AVE    ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1800
-8479336.52544481,5317329.96314505,2023/11/02 00:00:00+00,1409,1409,100 ROWLAND ST     ,,All Other,LARCENY,43.0351920000001,-76.1711759999999,1801
-8475122.68664354,5314787.95851495,2023/02/17 00:00:00+00,1554,1554,100 REMINGTON AVE    ,,From Building,BURGLARY,43.0184986790001,-76.133322442,1802
-8472144.56276288,5322383.64534196,2023/08/04 00:00:00+00,0000,1030,100 S EDWARDS AV   ,,Motor Vehicle,MV THEFT,43.068366,-76.1065695,1803
-8475122.68664354,5314787.95851495,2023/12/18 00:00:00+00,1146,1146,100 REMINGTON AVE    ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,1804
-8477249.61895092,5319600.08013928,2023/10/13 00:00:00+00,2215,1000,100 S  SALINA ST     ,,From Motor Vehicle,LARCENY,43.0500960000001,-76.152429,1805
-8480509.72155828,5319260.07581403,2023/07/27 00:00:00+00,1800,600,100 S LOWELL AV   ,,Motor Vehicle,MV THEFT,43.0478640000001,-76.1817149999999,1806
-8478339.59361495,5317602.74055085,2023/09/02 00:00:00+00,0330,330,100 RICH ST     ,,Motor Vehicle,MV THEFT,43.036983057,-76.162220409,1807
-8478339.59361495,5317602.74055085,2023/10/09 00:00:00+00,0815,815,100 RICH ST     ,,From Motor Vehicle,LARCENY,43.036983057,-76.162220409,1808
-8477249.61895092,5319600.08013928,2023/09/03 00:00:00+00,0000,430,100 S SALINA ST     ,,Motor Vehicle,MV THEFT,43.0500960000001,-76.152429,1809
-8477249.61895092,5319600.08013928,2023/11/06 00:00:00+00,0345,645,100 S SALINA ST     ,,From Motor Vehicle,LARCENY,43.0500960000001,-76.152429,1810
-8477310.67479731,5314788.83596658,2023/05/13 00:00:00+00,1830,930,100 RICHARDSON AV   ,,From Building,BURGLARY,43.0185044420001,-76.152977474,1811
-8477310.67479731,5314788.83596658,2023/12/09 00:00:00+00,0510,510,100 RICHARDSON AV   ,,From Building,BURGLARY,43.0185044420001,-76.152977474,1812
-8477310.67479731,5314788.83596658,2023/02/22 00:00:00+00,2258,2258,100 RICHARDSON AV   ,Yes,,AGGRAVATED ASSAULT,43.0185044420001,-76.152977474,1813
-8472800.79116111,5318762.43049965,2023/03/11 00:00:00+00,1500,1500,100 SCOTTHOLM BLVD   ,,From Building,BURGLARY,43.0445970000001,-76.1124645,1814
-8472800.79116111,5318762.43049965,2023/10/24 00:00:00+00,2000,2300,100 SCOTTHOLM TER    ,,From Building,BURGLARY,43.0445970000001,-76.1124645,1815
-8472800.79116111,5318762.43049965,2023/09/28 00:00:00+00,1406,1406,100 SCOTTHOLM TER    ,,,ROBBERY,43.0445970000001,-76.1124645,1816
-8477310.67479731,5314788.83596658,2023/12/25 00:00:00+00,0215,215,100 RICHARDSON AVE    ,Yes,,AGGRAVATED ASSAULT,43.0185044420001,-76.152977474,1817
-8472800.79116111,5318762.43049965,2023/10/01 00:00:00+00,0810,848,100 SCOTTHOLM TER    ,,From Building,LARCENY,43.0445970000001,-76.1124645,1818
-8478793.22009465,5319596.46920398,2023/02/23 00:00:00+00,0700,1700,100 RICHMOND AV   ,,Motor Vehicle,MV THEFT,43.0500722960001,-76.166295405,1819
-8474613.18379072,5321497.75086921,2023/05/21 00:00:00+00,1055,719,100 SEDGWICK DR     ,,From Motor Vehicle,LARCENY,43.062552,-76.1287455,1820
-8478793.22009465,5319596.46920398,2023/03/25 00:00:00+00,0945,1800,100 RICHMOND AV   ,Yes,Motor Vehicle,MV THEFT,43.0500722960001,-76.166295405,1821
-8472327.38142678,5319471.0281519,2023/10/11 00:00:00+00,0215,215,100 RIDGEWAY AV   ,,From Building,BURGLARY,43.049248832,-76.1082117879999,1822
-8471640.61942806,5320999.98635326,2023/08/15 00:00:00+00,2200,530,100 SHERIDAN PL   ,,Motor Vehicle,MV THEFT,43.059285,-76.1020425,1823
-8472049.38459825,5317645.22419671,2023/01/17 00:00:00+00,1400,1400,100 SHIRLEY RD     ,,All Other,LARCENY,43.0372620000001,-76.1057145,1824
-8471863.70379893,5322484.62756154,2023/11/28 00:00:00+00,1449,1600,100 RIGI AV   ,,,AGGRAVATED ASSAULT,43.0690286970001,-76.104046501,1825
-8472049.38459825,5317645.22419671,2023/09/23 00:00:00+00,0030,30,100 SHIRLEY RD     ,,All Other,LARCENY,43.0372620000001,-76.1057145,1826
-8477873.78733579,5318379.960791,2023/03/12 00:00:00+00,0745,959,100 SHONNARD ST     ,,All Other,LARCENY,43.042086,-76.158036,1827
-8477873.78733579,5318379.960791,2023/03/29 00:00:00+00,1500,1500,100 SHONNARD ST     ,,Motor Vehicle,MV THEFT,43.042086,-76.158036,1828
-8477873.78733579,5318379.960791,2023/06/30 00:00:00+00,1820,1820,100 SHONNARD ST     ,Yes,,AGGRAVATED ASSAULT,43.042086,-76.158036,1829
-8472327.38142678,5319471.0281519,2023/10/08 00:00:00+00,2130,30,100 RIDGEWAY AV   ,,Motor Vehicle,MV THEFT,43.049248832,-76.1082117879999,1830
-8473147.44005544,5322271.18968493,2023/06/30 00:00:00+00,1731,1731,100 SHOTWELL PK     ,,From Motor Vehicle,LARCENY,43.0676280000001,-76.1155785,1831
-8471863.70379893,5322484.62756154,2023/08/08 00:00:00+00,1800,2000,100 RIGI AV   ,,All Other,LARCENY,43.0690286970001,-76.104046501,1832
-8471863.70379893,5322484.62756154,2023/02/08 00:00:00+00,1104,1104,100 RIGI AVE    ,,All Other,LARCENY,43.0690286970001,-76.104046501,1833
-8471863.70379893,5322484.62756154,2023/04/23 00:00:00+00,1100,1400,100 RIGI ST     ,,All Other,LARCENY,43.0690286970001,-76.104046501,1834
-8477534.4109438,5312316.7016386,2023/09/18 00:00:00+00,0939,939,100 RIVERDALE DR     ,,All Other,LARCENY,43.002265606,-76.15498733,1835
-8477534.4109438,5312316.7016386,2023/12/18 00:00:00+00,0900,930,100 RIVERDALE DR     ,,,AGGRAVATED ASSAULT,43.002265606,-76.15498733,1836
-8477534.4109438,5312316.7016386,2023/05/27 00:00:00+00,1400,1600,100 RIVERDALE DR     ,Yes,,AGGRAVATED ASSAULT,43.002265606,-76.15498733,1837
-8473204.54706553,5315146.72951538,2023/05/01 00:00:00+00,2315,1357,100 SLOCUM DR     ,,From Motor Vehicle,LARCENY,43.020855,-76.116091501,1838
-8477534.4109438,5312316.7016386,2023/09/06 00:00:00+00,2300,2300,100 RIVERDALE DR     ,,Motor Vehicle,MV THEFT,43.002265606,-76.15498733,1839
-8477567.71439586,5312688.6322306,2023/05/26 00:00:00+00,0945,947,100 SMITH DR     ,,Of Bicycle,LARCENY,43.004709,-76.1552865,1840
-8477534.4109438,5312316.7016386,2023/06/02 00:00:00+00,1800,2145,100 RIVERDALE DR     ,,All Other,LARCENY,43.002265606,-76.15498733,1841
-8477567.71439586,5312688.6322306,2023/01/23 00:00:00+00,1700,1435,100 SMITH DR     ,,From Building,LARCENY,43.004709,-76.1552865,1842
-8477567.71439586,5312688.6322306,2023/09/24 00:00:00+00,1900,1134,100 SMITH DR     ,,All Other,LARCENY,43.004709,-76.1552865,1843
-8477567.71439586,5312688.6322306,2023/11/10 00:00:00+00,2240,2345,100 SMITH DR     ,,Of Bicycle,LARCENY,43.004709,-76.1552865,1844
-8477534.4109438,5312316.7016386,2023/07/12 00:00:00+00,2207,2207,100 RIVERDALE DR     ,Yes,From Building,BURGLARY,43.002265606,-76.15498733,1845
-8477567.71439586,5312688.6322306,2023/09/05 00:00:00+00,1800,1000,100 SMITH LN     ,Yes,From Building,BURGLARY,43.004709,-76.1552865,1846
-8477567.71439586,5312688.6322306,2023/07/15 00:00:00+00,0054,54,100 SMITH LN     ,Yes,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1847
-8477567.71439586,5312688.6322306,2023/07/16 00:00:00+00,2103,2103,100 SMITH LN     ,,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1848
-8477567.71439586,5312688.6322306,2023/09/03 00:00:00+00,1830,1330,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1849
-8477534.4109438,5312316.7016386,2023/12/16 00:00:00+00,0526,526,100 RIVERDALE DR     ,,,AGGRAVATED ASSAULT,43.002265606,-76.15498733,1850
-8477567.71439586,5312688.6322306,2023/06/04 00:00:00+00,1604,1604,100 SMITH LN     ,Yes,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1851
-8477567.71439586,5312688.6322306,2023/04/02 00:00:00+00,1917,1917,100 SMITH LN     ,,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1852
-8477567.71439586,5312688.6322306,2023/05/29 00:00:00+00,1800,1800,100 SMITH LN     ,,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1853
-8477534.4109438,5312316.7016386,2023/01/13 00:00:00+00,1120,1120,100 RIVERDALE DR     ,Yes,All Other,LARCENY,43.002265606,-76.15498733,1854
-8477567.71439586,5312688.6322306,2023/05/16 00:00:00+00,2000,930,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1855
-8477567.71439586,5312688.6322306,2023/08/21 00:00:00+00,2000,1100,100 SMITH LN     ,,All Other,BURGLARY,43.004709,-76.1552865,1856
-8477567.71439586,5312688.6322306,2023/06/28 00:00:00+00,1419,1419,100 SMITH LN     ,Yes,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1857
-8477567.71439586,5312688.6322306,2023/03/16 00:00:00+00,1900,1900,100 SMITH LN     ,Yes,All Other,LARCENY,43.004709,-76.1552865,1858
-8477534.4109438,5312316.7016386,2023/03/19 00:00:00+00,0000,0,100 RIVERDALE DR     ,,From Building,BURGLARY,43.002265606,-76.15498733,1859
-8477567.71439586,5312688.6322306,2023/04/13 00:00:00+00,2000,1730,100 SMITH LN     ,,Of MV Parts/Accessories,LARCENY,43.004709,-76.1552865,1860
-8477567.71439586,5312688.6322306,2023/04/15 00:00:00+00,1906,1906,100 SMITH LN     ,Yes,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1861
-8477567.71439586,5312688.6322306,2023/05/28 00:00:00+00,1530,1530,100 SMITH LN     ,Yes,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1862
-8477567.71439586,5312688.6322306,2023/08/29 00:00:00+00,0400,400,100 SMITH LN     ,,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1863
-8477534.4109438,5312316.7016386,2023/08/02 00:00:00+00,1900,2045,100 RIVERDALE DR     ,,,BURGLARY,43.002265606,-76.15498733,1864
-8477567.71439586,5312688.6322306,2023/09/07 00:00:00+00,1900,1000,100 SMITH LN     ,,All Other,BURGLARY,43.004709,-76.1552865,1865
-8477567.71439586,5312688.6322306,2023/07/23 00:00:00+00,0900,2200,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1866
-8477567.71439586,5312688.6322306,2023/02/18 00:00:00+00,2225,2225,100 SMITH LN   ,Yes,,ROBBERY,43.004709,-76.1552865,1867
-8477567.71439586,5312688.6322306,2023/07/09 00:00:00+00,0800,2100,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1868
-8477534.4109438,5312316.7016386,2023/01/18 00:00:00+00,0230,1430,100 RIVERDALE DR     ,,Motor Vehicle,MV THEFT,43.002265606,-76.15498733,1869
-8477567.71439586,5312688.6322306,2023/07/09 00:00:00+00,1000,2329,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1870
-8477567.71439586,5312688.6322306,2023/11/26 00:00:00+00,0900,1130,100 SMITH LN     ,,From Building,BURGLARY,43.004709,-76.1552865,1871
-8477567.71439586,5312688.6322306,2023/05/04 00:00:00+00,0543,543,100 SMITH LN     ,,,AGGRAVATED ASSAULT,43.004709,-76.1552865,1872
-8477534.4109438,5312316.7016386,2023/07/03 00:00:00+00,2300,800,100 RIVERDALE DR   ,,From Motor Vehicle,MV THEFT,43.002265606,-76.15498733,1873
-8477567.71439586,5312688.6322306,2023/09/29 00:00:00+00,0845,845,100 SMITH RD     ,,From Motor Vehicle,LARCENY,43.004709,-76.1552865,1874
-8475422.64903399,5315291.62091939,2023/07/05 00:00:00+00,1534,1534,100 RONEY LN     ,Yes,,BURGLARY,43.021806586,-76.13601705,1875
-8475422.64903399,5315291.62091939,2023/07/21 00:00:00+00,2300,615,100 RONEY LN     ,,All Other,LARCENY,43.021806586,-76.13601705,1876
-8475422.64903399,5315291.62091939,2023/02/20 00:00:00+00,0127,127,100 RONEY LN     ,Yes,,AGGRAVATED ASSAULT,43.021806586,-76.13601705,1877
-8475422.64903399,5315291.62091939,2023/08/08 00:00:00+00,2302,2302,100 RONEY LN     ,,,BURGLARY,43.021806586,-76.13601705,1878
-8475422.64903399,5315291.62091939,2023/07/05 00:00:00+00,1200,1200,100 RONEY LN     ,,All Other,LARCENY,43.021806586,-76.13601705,1879
-8476660.51620564,5324136.48292589,2023/08/21 00:00:00+00,1903,1413,100 ST MARYS TER    ,,All Other,LARCENY,43.079868,-76.147137,1880
-8475422.64903399,5315291.62091939,2023/08/08 00:00:00+00,0200,200,100 RONEY LN     ,,,BURGLARY,43.021806586,-76.13601705,1881
-8475422.64903399,5315291.62091939,2023/08/19 00:00:00+00,1145,1147,100 RONEY LN     ,Yes,,AGGRAVATED ASSAULT,43.021806586,-76.13601705,1882
-8475422.64903399,5315291.62091939,2023/09/02 00:00:00+00,0800,2100,100 RONEY LN     ,,Motor Vehicle,MV THEFT,43.021806586,-76.13601705,1883
-8475422.64903399,5315291.62091939,2023/07/22 00:00:00+00,0600,1200,100 RONEY LN     ,,From Building,BURGLARY,43.021806586,-76.13601705,1884
-8476189.13382187,5318142.81001696,2023/08/13 00:00:00+00,1725,646,100 STEWART CT     ,,All Other,LARCENY,43.040529,-76.1429024999999,1885
-8476189.13382187,5318142.81001696,2023/08/07 00:00:00+00,0000,800,100 STEWART CT     ,,From Motor Vehicle,LARCENY,43.040529,-76.1429024999999,1886
-8475422.64903399,5315291.62091939,2023/06/07 00:00:00+00,1400,1800,100 RONEY LN     ,,From Building,BURGLARY,43.021806586,-76.13601705,1887
-8475422.64903399,5315291.62091939,2023/07/31 00:00:00+00,0005,10,100 RONEY LN     ,,All Other,LARCENY,43.021806586,-76.13601705,1888
-8478824.06605763,5316994.15328703,2023/08/13 00:00:00+00,1700,700,100 SUMMIT AV   ,,Motor Vehicle,MV THEFT,43.032987,-76.166572499,1889
-8479128.63640708,5315518.10363736,2023/08/12 00:00:00+00,0300,300,100 STRATHMORE DR     ,,Motor Vehicle,MV THEFT,43.0232940000001,-76.169308501,1890
-8475422.64903399,5315291.62091939,2023/05/28 00:00:00+00,0915,915,100 RONEY LN   ,,,AGGRAVATED ASSAULT,43.021806586,-76.13601705,1891
-8472977.62217223,5321296.17361336,2023/03/28 00:00:00+00,2130,2130,100 SUNNYCREST RD     ,,From Building,LARCENY,43.061229,-76.114053,1892
-8475422.64903399,5315291.62091939,2023/07/15 00:00:00+00,1330,1330,100 RONEY LN     ,Yes,,AGGRAVATED ASSAULT,43.021806586,-76.13601705,1893
-8472977.62217223,5321296.17361336,2023/03/18 00:00:00+00,1940,2215,100 SUNNYCREST RD     ,,Motor Vehicle,MV THEFT,43.061229,-76.114053,1894
-8472977.62217223,5321296.17361336,2023/04/29 00:00:00+00,2130,1200,100 SUNNYCREST RD   ,,From Building,LARCENY,43.061229,-76.114053,1895
-8475422.64903399,5315291.62091939,2023/07/14 00:00:00+00,2345,2345,100 RONEY LN     ,Yes,,ROBBERY,43.021806586,-76.13601705,1896
-8475422.64903399,5315291.62091939,2023/04/23 00:00:00+00,1626,1626,100 RONEY LN     ,,,BURGLARY,43.021806586,-76.13601705,1897
-8475422.64903399,5315291.62091939,2023/04/20 00:00:00+00,0431,431,100 RONEY LN     ,,Shoplifting,LARCENY,43.021806586,-76.13601705,1898
-8475422.64903399,5315291.62091939,2023/05/04 00:00:00+00,0800,800,100 RONEY LN     ,,All Other,BURGLARY,43.021806586,-76.13601705,1899
-8475422.64903399,5315291.62091939,2023/05/16 00:00:00+00,0230,313,100 RONEY LN     ,,,AGGRAVATED ASSAULT,43.021806586,-76.13601705,1900
-8477296.70709552,5321478.55284792,2023/12/23 00:00:00+00,1600,1600,1100 S  TOWNSEND ST     ,,,AGGRAVATED ASSAULT,43.0624260000001,-76.1528519999999,1901
-8476467.21336078,5315863.2173696,2023/12/20 00:00:00+00,1253,1304,100 W  COLVIN ST     ,,All Other,LARCENY,43.0255604480001,-76.145400531,1902
-8476109.89171027,5314845.73255428,2023/01/14 00:00:00+00,0946,946,100 W  CORNING AV   ,,Motor Vehicle,MV THEFT,43.0188781310001,-76.142190656,1903
-8476328.89544256,5318090.71990164,2023/05/23 00:00:00+00,1500,1500,1100 S MCBRIDE ST     ,,,AGGRAVATED ASSAULT,43.0401870000001,-76.1441579999999,1904
-8476908.49539951,5321811.27278697,2023/04/15 00:00:00+00,0000,1800,100 NEUTRAL CT     ,,From Building,LARCENY,43.0646096630001,-76.149364635,1905
-8476328.89544256,5318090.71990164,2023/08/12 00:00:00+00,2022,2022,1100 S MCBRIDE ST     ,Yes,,ROBBERY,43.0401870000001,-76.1441579999999,1906
-8479288.42618528,5319305.51091776,2023/10/19 00:00:00+00,1435,1438,100 N GEDDES ST     ,,,AGGRAVATED ASSAULT,43.048162269,-76.170743917,1907
-8476328.89544256,5318090.71990164,2023/07/22 00:00:00+00,1350,1350,1100 S MCBRIDE ST     ,Yes,,AGGRAVATED ASSAULT,43.0401870000001,-76.1441579999999,1908
-8476328.89544256,5318090.71990164,2023/05/31 00:00:00+00,0048,48,1100 S MCBRIDE ST     ,,,AGGRAVATED ASSAULT,43.0401870000001,-76.1441579999999,1909
-8476153.89018241,5314971.91470813,2023/10/06 00:00:00+00,1208,1208,100 W  LAFAYETTE AVE    ,,All Other,LARCENY,43.0197068700001,-76.142585901,1910
-8476153.89018241,5314971.91470813,2023/09/23 00:00:00+00,0700,1530,100 W  LAFAYETTE AVE    ,,All Other,LARCENY,43.0197068700001,-76.142585901,1911
-8477296.70709552,5321478.55284792,2023/10/21 00:00:00+00,1003,1003,1100 S TOWNSEND ST     ,,All Other,LARCENY,43.0624260000001,-76.1528519999999,1912
-8477296.70709552,5321478.55284792,2023/06/03 00:00:00+00,2100,2100,1100 S TOWNSEND ST   ,,,AGGRAVATED ASSAULT,43.0624260000001,-76.1528519999999,1913
-8476177.25380582,5312090.41898376,2023/07/03 00:00:00+00,2119,2119,100 W  SENECA TPKE   ,,All Other,LARCENY,43.0007789970001,-76.14279578,1914
-8476177.25380582,5312090.41898376,2023/02/13 00:00:00+00,0611,611,100 W  SENECA TPKE   ,,Motor Vehicle,MV THEFT,43.0007789970001,-76.14279578,1915
-8477296.70709552,5321478.55284792,2023/12/01 00:00:00+00,2230,2230,1100 S TOWNSEND ST     ,,,AGGRAVATED ASSAULT,43.0624260000001,-76.1528519999999,1916
-8476543.81185712,5316090.99184772,2023/12/08 00:00:00+00,1330,1330,100 W BEARD AV   ,,All Other,LARCENY,43.0270562540001,-76.146088627,1917
-8476543.81185712,5316090.99184772,2023/06/18 00:00:00+00,1330,1330,100 W BEARD AV   ,,,AGGRAVATED ASSAULT,43.0270562540001,-76.146088627,1918
-8477971.62258535,5315912.23968633,2023/08/21 00:00:00+00,1200,1200,100 W BISSELL ST     ,,,AGGRAVATED ASSAULT,43.0258823830001,-76.1589148689999,1919
-8475203.78934911,5319028.38640624,2023/07/27 00:00:00+00,1230,1230,1100 W GENESEE ST   ,,From Motor Vehicle,LARCENY,43.046343,-76.1340509999999,1920
-8476006.36246876,5314446.62465928,2023/03/19 00:00:00+00,0315,315,100 W CALTHROP AV   ,,From Building,BURGLARY,43.016256797,-76.141260637,1921
-8476209.72280697,5315130.56236206,2023/07/21 00:00:00+00,1200,1350,100 W BRIGHTON AV ,,,MURDER,43.0207488200001,-76.143087454,1922
-8476006.36246876,5314446.62465928,2023/06/04 00:00:00+00,0420,641,100 W CALTHROP AV   ,,From Motor Vehicle,LARCENY,43.016256797,-76.141260637,1923
-8477763.0801022,5315467.39855179,2023/01/28 00:00:00+00,0330,330,100 RANDALL AV   ,Yes,,AGGRAVATED ASSAULT,43.0229610000001,-76.1570414999999,1924
-8476006.36246876,5314446.62465928,2023/07/16 00:00:00+00,1312,1312,100 W CALTHROP AV   ,,From Building,LARCENY,43.016256797,-76.141260637,1925
-8476467.21336078,5315863.2173696,2023/10/07 00:00:00+00,0247,247,100 W COLVIN ST     ,,Motor Vehicle,MV THEFT,43.0255604480001,-76.145400531,1926
-8476109.89171027,5314845.73255428,2023/11/11 00:00:00+00,1800,700,100 W CORNING AV   ,,From Motor Vehicle,LARCENY,43.0188781310001,-76.142190656,1927
-8473961.96476957,5320173.17994887,2023/09/07 00:00:00+00,1931,1931,1200 BURNET AV   ,Yes,,AGGRAVATED ASSAULT,43.053858,-76.1228955,1928
-8476109.89171027,5314845.73255428,2023/07/07 00:00:00+00,1635,1635,100 W CORNING AV   ,,,AGGRAVATED ASSAULT,43.0188781310001,-76.142190656,1929
-8473961.96476957,5320173.17994887,2023/09/06 00:00:00+00,0412,412,1200 BURNET AV   ,,All Other,LARCENY,43.053858,-76.1228955,1930
-8473961.96476957,5320173.17994887,2023/11/15 00:00:00+00,2103,2103,1200 BURNET AV   ,Yes,From Building,BURGLARY,43.053858,-76.1228955,1931
-8477591.16072965,5321045.68892789,2023/08/08 00:00:00+00,1000,2030,100 W DIVISION ST     ,,From Motor Vehicle,LARCENY,43.0595849690001,-76.155497122,1932
-8473961.96476957,5320173.17994887,2023/05/16 00:00:00+00,1311,1057,1200 BURNET AV   ,,Motor Vehicle,MV THEFT,43.053858,-76.1228955,1933
-8477591.16072965,5321045.68892789,2023/11/11 00:00:00+00,1530,1604,100 W DIVISION ST     ,,From Motor Vehicle,LARCENY,43.0595849690001,-76.155497122,1934
-8476222.19571064,5322105.25149323,2023/01/11 00:00:00+00,1012,1012,1200 BUTTERNUT ST     ,Yes,From Building,BURGLARY,43.066539,-76.1431995,1935
-8476222.19571064,5322105.25149323,2023/10/17 00:00:00+00,1958,1958,1200 BUTTERNUT ST     ,,All Other,LARCENY,43.066539,-76.1431995,1936
-8476206.52448668,5313073.40419701,2023/03/26 00:00:00+00,1055,1055,100 W FLORENCE AV   ,Yes,,AGGRAVATED ASSAULT,43.0072366530001,-76.143058723,1937
-8476222.19571064,5322105.25149323,2023/04/11 00:00:00+00,1355,1355,1200 BUTTERNUT ST   ,,,AGGRAVATED ASSAULT,43.066539,-76.1431995,1938
-8476736.0845514,5316646.23182033,2023/09/10 00:00:00+00,0317,317,100 W KENNEDY ST     ,,From Motor Vehicle,LARCENY,43.0307023890001,-76.1478158419999,1939
-8476222.19571064,5322105.25149323,2023/08/22 00:00:00+00,1100,1200,1200 BUTTERNUT ST     ,Yes,From Building,BURGLARY,43.066539,-76.1431995,1940
-8476222.19571064,5322105.25149323,2023/05/23 00:00:00+00,0815,815,1200 BUTTERNUT ST     ,Yes,,ROBBERY,43.066539,-76.1431995,1941
