X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8479620.05618786,5322321.931704,2023/11/28 00:00:00+00,1800,1900,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,39
-8478260.40471406,5318952.18469559,2023/03/25 00:00:00+00,0220,220,0 STONE CT     ,,,AGGRAVATED ASSAULT,43.0458427410001,-76.161509043,40
-8479620.05618786,5322321.931704,2023/11/07 00:00:00+00,1224,1224,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,41
-8478260.40471406,5318952.18469559,2023/08/26 00:00:00+00,0500,1300,0 STONE CT     ,,Motor Vehicle,MV THEFT,43.0458427410001,-76.161509043,42
-8479620.05618786,5322321.931704,2023/08/16 00:00:00+00,2050,2050,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,43
,,2023/06/04 00:00:00+00,1410,1410,0 UNKNOWN    ,,Unknown,LARCENY,,,44
-8479620.05618786,5322321.931704,2023/08/22 00:00:00+00,2014,2014,1 DESTINY USA DR,Yes,From Building,BURGLARY,43.067961,-76.1737229999999,45
-8479620.05618786,5322321.931704,2023/06/14 00:00:00+00,1545,1545,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,46
-8479620.05618786,5322321.931704,2023/04/23 00:00:00+00,2030,821,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,47
-8479620.05618786,5322321.931704,2023/04/12 00:00:00+00,1630,2100,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,48
-8479620.05618786,5322321.931704,2023/04/12 00:00:00+00,1330,1019,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,49
-8479620.05618786,5322321.931704,2023/04/24 00:00:00+00,1451,1451,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,50
-8479620.05618786,5322321.931704,2023/05/04 00:00:00+00,1200,1200,1 DESTINY USA DR,,Of MV Parts/Accessories,LARCENY,43.067961,-76.1737229999999,51
-8479620.05618786,5322321.931704,2023/04/14 00:00:00+00,1400,1400,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,52
-8479620.05618786,5322321.931704,2023/04/21 00:00:00+00,2109,2109,1 DESTINY USA DR,,From Building,BURGLARY,43.067961,-76.1737229999999,53
-8479620.05618786,5322321.931704,2023/05/05 00:00:00+00,1410,1410,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,54
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1435,1435,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,55
-8479620.05618786,5322321.931704,2023/04/14 00:00:00+00,1617,1618,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,56
-8479620.05618786,5322321.931704,2023/05/05 00:00:00+00,1220,1220,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,57
-8479620.05618786,5322321.931704,2023/04/25 00:00:00+00,1422,1422,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,58
-8479620.05618786,5322321.931704,2023/04/23 00:00:00+00,1800,1830,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,59
-8479620.05618786,5322321.931704,2023/11/29 00:00:00+00,1334,1334,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,60
-8479620.05618786,5322321.931704,2023/04/16 00:00:00+00,1528,1528,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,61
-8479620.05618786,5322321.931704,2023/04/27 00:00:00+00,1853,1853,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,62
-8479620.05618786,5322321.931704,2023/05/01 00:00:00+00,1500,1517,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,63
-8479620.05618786,5322321.931704,2023/08/19 00:00:00+00,1415,1415,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,64
-8479620.05618786,5322321.931704,2023/04/20 00:00:00+00,1007,1007,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,65
-8479620.05618786,5322321.931704,2023/12/02 00:00:00+00,1653,1653,1 DESTINY USA DR,,Shoplifting,BURGLARY,43.067961,-76.1737229999999,66
-8479620.05618786,5322321.931704,2023/08/25 00:00:00+00,1500,1530,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,67
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1250,1250,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,68
-8479620.05618786,5322321.931704,2023/04/28 00:00:00+00,1515,1515,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,69
-8479620.05618786,5322321.931704,2023/04/27 00:00:00+00,1314,1314,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,70
-8479620.05618786,5322321.931704,2023/08/22 00:00:00+00,1300,1300,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,71
-8479620.05618786,5322321.931704,2023/08/25 00:00:00+00,1930,2000,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,72
-8479620.05618786,5322321.931704,2023/04/21 00:00:00+00,1251,1251,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,73
-8479620.05618786,5322321.931704,2023/04/19 00:00:00+00,1145,1145,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,74
-8479620.05618786,5322321.931704,2023/08/24 00:00:00+00,1901,1901,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,75
-8479620.05618786,5322321.931704,2023/12/02 00:00:00+00,1536,1536,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,76
-8479620.05618786,5322321.931704,2023/11/05 00:00:00+00,0313,1500,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,77
-8479620.05618786,5322321.931704,2023/12/02 00:00:00+00,1635,1635,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,78
-8479620.05618786,5322321.931704,2023/04/20 00:00:00+00,2005,2010,1 DESTINY USA DR,Yes,All Other,LARCENY,43.067961,-76.1737229999999,79
-8479620.05618786,5322321.931704,2023/08/25 00:00:00+00,1646,1700,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,80
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1620,1620,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,81
-8479620.05618786,5322321.931704,2023/04/20 00:00:00+00,1502,1502,1 DESTINY USA DR,Yes,,AGGRAVATED ASSAULT,43.067961,-76.1737229999999,82
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1242,1242,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,83
-8479620.05618786,5322321.931704,2023/04/28 00:00:00+00,1927,1927,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,84
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1027,1035,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,85
-8479620.05618786,5322321.931704,2023/04/16 00:00:00+00,1603,1603,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,86
-8479620.05618786,5322321.931704,2023/04/17 00:00:00+00,1409,1422,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,87
-8479620.05618786,5322321.931704,2023/08/19 00:00:00+00,0845,850,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,88
-8479620.05618786,5322321.931704,2023/05/02 00:00:00+00,1445,1445,1 DESTINY USA DR,,,BURGLARY,43.067961,-76.1737229999999,89
-8479620.05618786,5322321.931704,2023/05/01 00:00:00+00,1845,1900,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,90
-8479620.05618786,5322321.931704,2023/12/01 00:00:00+00,1112,1112,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,91
-8479620.05618786,5322321.931704,2023/04/19 00:00:00+00,1745,1750,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,92
-8479620.05618786,5322321.931704,2023/08/25 00:00:00+00,2130,2350,1 DESTINY USA DR,,Of MV Parts/Accessories,LARCENY,43.067961,-76.1737229999999,93
-8479620.05618786,5322321.931704,2023/08/19 00:00:00+00,1530,1530,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,94
-8479620.05618786,5322321.931704,2023/08/19 00:00:00+00,1700,1700,1 DESTINY USA DR,Yes,All Other,BURGLARY,43.067961,-76.1737229999999,95
-8479620.05618786,5322321.931704,2023/05/02 00:00:00+00,1529,1529,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,96
-8479620.05618786,5322321.931704,2023/11/30 00:00:00+00,2121,2121,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,97
-8479620.05618786,5322321.931704,2023/08/20 00:00:00+00,1520,1520,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,98
-8479620.05618786,5322321.931704,2023/11/30 00:00:00+00,1618,1618,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,99
-8479620.05618786,5322321.931704,2023/11/30 00:00:00+00,1330,1420,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,100
-8479620.05618786,5322321.931704,2023/12/01 00:00:00+00,1845,1900,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,101
-8479620.05618786,5322321.931704,2023/04/27 00:00:00+00,1115,1200,1 DESTINY USA DR,,All Other,BURGLARY,43.067961,-76.1737229999999,102
-8479620.05618786,5322321.931704,2023/12/01 00:00:00+00,1706,1706,1 DESTINY USA DR,,All Other,LARCENY,43.067961,-76.1737229999999,103
-8479620.05618786,5322321.931704,2023/08/04 00:00:00+00,1351,1351,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,104
-8479620.05618786,5322321.931704,2023/06/19 00:00:00+00,1649,1649,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,105
-8479620.05618786,5322321.931704,2023/11/06 00:00:00+00,1929,1929,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,106
-8479620.05618786,5322321.931704,2023/11/21 00:00:00+00,1611,1611,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,107
-8479620.05618786,5322321.931704,2023/07/24 00:00:00+00,0230,238,1 DESTINY USA DR,,,BURGLARY,43.067961,-76.1737229999999,108
-8479620.05618786,5322321.931704,2023/06/17 00:00:00+00,1917,1917,1 DESTINY USA DR,,,AGGRAVATED ASSAULT,43.067961,-76.1737229999999,109
-8479620.05618786,5322321.931704,2023/07/23 00:00:00+00,2200,400,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,110
-8479620.05618786,5322321.931704,2023/06/17 00:00:00+00,1750,1756,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,111
-8479620.05618786,5322321.931704,2023/06/15 00:00:00+00,1435,1653,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,112
-8479620.05618786,5322321.931704,2023/11/20 00:00:00+00,1726,1726,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,113
-8479620.05618786,5322321.931704,2023/11/14 00:00:00+00,1246,1246,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,114
-8479620.05618786,5322321.931704,2023/06/15 00:00:00+00,1424,1424,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,115
-8479620.05618786,5322321.931704,2023/07/22 00:00:00+00,1130,703,1 DESTINY USA DR,,From Motor Vehicle,LARCENY,43.067961,-76.1737229999999,116
-8479620.05618786,5322321.931704,2023/11/14 00:00:00+00,1440,1445,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,117
-8479620.05618786,5322321.931704,2023/11/14 00:00:00+00,1544,1544,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,118
-8479620.05618786,5322321.931704,2023/06/21 00:00:00+00,1300,1300,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,119
-8479620.05618786,5322321.931704,2023/07/22 00:00:00+00,1300,1329,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,120
-8479620.05618786,5322321.931704,2023/07/26 00:00:00+00,1926,2000,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,121
-8479620.05618786,5322321.931704,2023/07/23 00:00:00+00,1421,1421,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,122
-8479620.05618786,5322321.931704,2023/11/22 00:00:00+00,1800,1815,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,123
-8477108.52839814,5322683.35130911,2023/12/16 00:00:00+00,1851,1853,100 CULBERT ST     ,,All Other,LARCENY,43.070332803,-76.151161562,124
-8478260.40471406,5318952.18469559,2023/08/26 00:00:00+00,0140,140,0 STONE CT     ,,,AGGRAVATED ASSAULT,43.0458427410001,-76.161509043,125
-8477108.52839814,5322683.35130911,2023/02/04 00:00:00+00,2155,2355,100 CULBERT ST     ,,Of MV Parts/Accessories,MV THEFT,43.070332803,-76.151161562,126
,,2023/06/25 00:00:00+00,0100,740,0 UNKNOWN    ,,From Motor Vehicle,LARCENY,,,127
-8477108.52839814,5322683.35130911,2023/02/26 00:00:00+00,1511,1511,100 CULBERT ST     ,Yes,,AGGRAVATED ASSAULT,43.070332803,-76.151161562,128
,,2023/01/18 00:00:00+00,1040,1400,0 UNKNOWN    ,,All Other,LARCENY,,,129
-8478199.12266646,5322130.84098151,2023/12/06 00:00:00+00,2150,1050,100 CUMMINGS AV   ,,All Other,LARCENY,43.066706937,-76.1609585369999,130
,,2023/03/17 00:00:00+00,0245,245,0 UNKNOWN        ,,,AGGRAVATED ASSAULT,,,131
-8472912.41789369,5318824.00303601,2023/05/28 00:00:00+00,1700,1030,100 CUMBERLAND AV   ,,From Building,BURGLARY,43.045001228,-76.1134672599999,132
-8477869.77983413,5322854.05380448,2023/12/09 00:00:00+00,1238,1320,0 TURTLE ST & SPRING ST        ,Yes,,ROBBERY,43.0714530000001,-76.158,133
-8478199.12266646,5322130.84098151,2023/12/06 00:00:00+00,2100,1056,100 CUMMINGS AV   ,,All Other,LARCENY,43.066706937,-76.1609585369999,134
-8472912.41789369,5318824.00303601,2023/12/23 00:00:00+00,2326,2326,100 CUMBERLAND AVE    ,,From Building,BURGLARY,43.045001228,-76.1134672599999,135
,,2023/04/04 00:00:00+00,2200,2200,0 UNKNOWN    ,,,AGGRAVATED ASSAULT,,,136
-8476841.06584435,5322069.08071107,2023/08/03 00:00:00+00,1640,1640,100 CURTIS ST     ,Yes,,AGGRAVATED ASSAULT,43.06630162,-76.148758905,137
,,2023/05/30 00:00:00+00,0334,334,0 UNKNOWN    ,Yes,All Other,LARCENY,,,138
-8476841.06584435,5322069.08071107,2023/06/20 00:00:00+00,1200,1200,100 CURTIS ST     ,,,BURGLARY,43.06630162,-76.148758905,139
,,2023/05/26 00:00:00+00,0840,840,0 UNKNOWN    ,Yes,All Other,LARCENY,,,140
-8476841.06584435,5322069.08071107,2023/11/05 00:00:00+00,1206,1206,100 CURTIS ST     ,,Motor Vehicle,MV THEFT,43.06630162,-76.148758905,141
,,2023/09/29 00:00:00+00,2304,2304,0 UNKNOWN    ,,,AGGRAVATED ASSAULT,,,142
-8477771.09510554,5323036.46346069,2023/11/26 00:00:00+00,1700,1715,0 TURTLE ST & FIRST NORTH ST        ,,,ROBBERY,43.0726500000001,-76.1571135,143
-8476156.08952159,5323432.83302908,2023/11/25 00:00:00+00,2215,2215,100 DALE ST     ,,Motor Vehicle,MV THEFT,43.075250957,-76.142605658,144
,,2023/07/20 00:00:00+00,1036,1219,0 UNKNOWN    ,,From Motor Vehicle,LARCENY,,,145
-8476841.06584435,5322069.08071107,2023/11/11 00:00:00+00,2145,2145,100 CURTIS ST     ,,All Other,LARCENY,43.06630162,-76.148758905,146
-8479620.05618786,5322321.931704,2023/11/13 00:00:00+00,1836,1836,1 DESTINY USA DR,Yes,All Other,LARCENY,43.067961,-76.1737229999999,147
-8476156.08952159,5323432.83302908,2023/09/24 00:00:00+00,1900,1400,100 DALE ST     ,,From Motor Vehicle,LARCENY,43.075250957,-76.142605658,148
,,2023/04/02 00:00:00+00,1920,1930,0 UNKNOWN    ,,All Other,LARCENY,,,149
-8476156.08952159,5323432.83302908,2023/07/27 00:00:00+00,2000,700,100 DALE ST     ,,From Motor Vehicle,LARCENY,43.075250957,-76.142605658,150
,,2023/02/10 00:00:00+00,1354,1354,0 UNKNOWN    ,,All Other,LARCENY,,,151
-8476156.08952159,5323432.83302908,2023/05/26 00:00:00+00,0920,614,100 DALE ST     ,,All Other,LARCENY,43.075250957,-76.142605658,152
,,2023/01/19 00:00:00+00,2230,2230,0 UNKNOWN    ,,All Other,LARCENY,,,153
-8476569.21162533,5317538.47028326,2023/09/17 00:00:00+00,0415,430,100 DANFORTH TER    ,,All Other,LARCENY,43.0365610630001,-76.1463167969999,154
,,2023/02/09 00:00:00+00,0000,0,0 UNKNOWN    ,,All Other,LARCENY,,,155
-8477817.94168685,5316658.69265639,2023/02/26 00:00:00+00,2045,2045,100 DEARBORN PL     ,,Motor Vehicle,MV THEFT,43.0307842140001,-76.15753433,156
,,2023/02/13 00:00:00+00,1709,1709,0 UNKNOWN    ,,Pocket Picking,LARCENY,,,157
-8475435.01384643,5323011.38672199,2023/10/23 00:00:00+00,1000,1500,100 DARLINGTON RD     ,,From Building,BURGLARY,43.0724854440001,-76.136128125,158
,,2023/09/13 00:00:00+00,2049,2049,0 UNKNOWN    ,,,AGGRAVATED ASSAULT,,,159
-8477004.84197351,5322625.7755008,2023/11/17 00:00:00+00,2158,2158,100 DELONG AV   ,,,AGGRAVATED ASSAULT,43.06995497,-76.1502301309999,160
,,2023/10/14 00:00:00+00,1512,1542,0 UNKNOWN        ,Yes,Motor Vehicle,MV THEFT,,,161
-8480196.467398,5320015.22269792,2023/12/25 00:00:00+00,1635,1635,100 DEWEY AVE    ,,,AGGRAVATED ASSAULT,43.0528211440001,-76.17890099,162
,,2023/03/13 00:00:00+00,1730,1730,0 UNKNOWN    ,,Unknown,LARCENY,,,163
-8480196.467398,5320015.22269792,2023/12/05 00:00:00+00,1630,700,100 DEWEY AV   ,,Motor Vehicle,MV THEFT,43.0528211440001,-76.17890099,164
,,2023/04/02 00:00:00+00,0000,1803,0 UNKNOWN    ,,Pocket Picking,LARCENY,,,165
-8471824.66449879,5319535.77236889,2023/06/19 00:00:00+00,2300,2300,100 DELRAY AV   ,,Motor Vehicle,MV THEFT,43.04967385,-76.103695805,166
,,2023/03/12 00:00:00+00,0300,300,0 UNKNOWN    ,,All Other,LARCENY,,,167
-8477382.0499605,5318739.12727371,2023/05/23 00:00:00+00,1318,1318,100 DICKERSON ST     ,Yes,,BURGLARY,43.044444012,-76.153618648,168
,,2023/10/16 00:00:00+00,0915,915,0 UNKNOWN    ,,Motor Vehicle,MV THEFT,,,169
-8477382.0499605,5318739.12727371,2023/05/19 00:00:00+00,2323,2323,100 DICKERSON ST     ,Yes,All Other,LARCENY,43.044444012,-76.153618648,170
,,2023/04/07 00:00:00+00,0000,2359,0 UNKNOWN    ,,All Other,LARCENY,,,171
-8477382.0499605,5318739.12727371,2023/04/29 00:00:00+00,0730,1200,100 DICKERSON ST     ,,All Other,LARCENY,43.044444012,-76.153618648,172
,,2023/03/07 00:00:00+00,0000,2227,0 UNKNOWN    ,,All Other,LARCENY,,,173
-8477382.0499605,5318739.12727371,2023/12/16 00:00:00+00,0937,937,100 DICKERSON ST ,Yes,,MURDER,43.044444012,-76.153618648,174
,,2023/03/07 00:00:00+00,2004,2004,0 UNKNOWN    ,,All Other,LARCENY,,,175
-8477382.0499605,5318739.12727371,2023/05/26 00:00:00+00,2200,400,100 DICKERSON ST     ,,From Building,LARCENY,43.044444012,-76.153618648,176
,,2023/04/15 00:00:00+00,1927,1927,0 UNKNOWN    ,,,AGGRAVATED ASSAULT,,,177
-8477382.0499605,5318739.12727371,2023/05/24 00:00:00+00,1505,1505,100 DICKERSON ST     ,Yes,All Other,LARCENY,43.044444012,-76.153618648,178
,,2023/10/22 00:00:00+00,0224,224,0 UNKNOWN    ,,,AGGRAVATED ASSAULT,,,179
