ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_DATEEND,USER_TIMESTART,USER_TIMEEND,USER_ADDRESS,USER_CODE_DEFINED,USER_Arrest,USER_LarcenyCode
1,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/12/31 00:00:00+00,0432,0432,1 DESTINY USA DR,BURGLARY,,From Building
2,SyrPoints,M,91.43,A,"500 BUTTERNUT, 13208","500 BUTTERNUT, 13208",500 BUTTERNUT,PointAddress,,,"500 BUTTERNUT, 13208",,,20,BOOST MOBILE,500,,,,,,,BUTTERNUT,,,,,,,,,,500 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,936667.987144077,1114889.49568739,936667.987144077,1114889.49568739,936402.625488643,936933.340079794,1114523.65112526,1115255.34350463,ST,500 BUTTERNUT ST,2022/12/31 00:00:00+00,2135,2135,500 BUTTERNUT ST,LARCENY,,Shoplifting
3,SyrPoints,M,90.77,A,"500 S CLINTON, 13202","500 S CLINTON, 13202",500 S CLINTON,PointAddress,,,"500 S CLINTON, 13202",,,20,JEFFERSON CLINTON COMMONS,500,,,,,S,,CLINTON,,,,,,,,,,500 S CLINTON,,,,,,,,,,,,13202,,,ENG,0,934924.277086025,1110393.18448733,934924.277086025,1110393.18448733,934658.832836577,935189.712618303,1110027.36182405,1110759.01040556,ST,500 S  CLINTON ST,2022/12/31 00:00:00+00,1303,1303,500 S  CLINTON ST,LARCENY,,From Building
4,SyrStreets,M,100,A,4700 ONONDAGA BLVD,4700 ONONDAGA BLVD,4700 ONONDAGA BLVD,StreetAddress,,,4700 ONONDAGA BLVD,,,20,,4700,4670,4730,4670-4730,R,,,ONONDAGA,BLVD,,,,,,,,,4700 ONONDAGA BLVD,,,,,,,,,,,,,,,ENG,0,924463.317209133,1105108.14805164,924463.317209133,1105108.14805164,924197.639918679,924728.985787859,1104742.45139373,1105473.84796385,,4700 ONONDAGA BLVD,2022/12/31 00:00:00+00,1840,1840,4700 ONONDAGA BLVD,LARCENY,,From Building
5,SyrPoints,M,90,A,"600 S GEDDES, 13204","600 S GEDDES, 13204",600 S GEDDES,PointAddress,,,"600 S GEDDES, 13204",,,20,CHINA HOUSE,600,,,,,S,,GEDDES,,,,,,,,,,600 S GEDDES,,,,,,,,,,,,13204,,,ENG,0,930083.416719405,1108512.36567581,930083.416719405,1108512.36567581,929817.871439629,930348.953284282,1108146.60119523,1108878.13341105,ST,600 S  GEDDES ST,2022/12/31 00:00:00+00,1106,1106,600 S  GEDDES ST,AGGRAVATED ASSAULT,Yes,
6,SyrStreets,M,100,A,600 PARK ST,600 PARK ST,600 PARK ST,StreetAddress,,,600 PARK ST,,,20,,600,600,698,600-698,R,,,PARK,ST,,,,,,,,,600 PARK ST,,,,,,,,,,,,,,,ENG,0,938262.629460168,1116363.76478929,938262.629460168,1116363.76478929,937997.311445449,938527.938754033,1115997.90084222,1116729.63199155,,600 PARK ST,2022/12/31 00:00:00+00,1101,1101,600 PARK ST,LARCENY,,From Mailbox
7,SyrPoints,M,89.09,A,"600 SEELEY, 13224","600 SEELEY, 13224",600 SEELEY,PointAddress,,,"600 SEELEY, 13224",,,20,,600,,,,,,,SEELEY,,,,,,,,,,600 SEELEY,,,,,,,,,,,,13224,,,ENG,0,948359.145820709,1111085.86055339,948359.145820709,1111085.86055339,948093.927195225,948624.35572478,1110719.87748905,1111451.84687344,RD,600 SEELEY RD,2022/12/31 00:00:00+00,2210,2210,600 SEELEY RD,AGGRAVATED ASSAULT,,
8,SyrPoints,M,92.5,A,"700 KIRKPATRICK, 13208","700 KIRKPATRICK, 13208",700 KIRKPATRICK,PointAddress,,,"700 KIRKPATRICK, 13208",,,20,,700,,,,,,,KIRKPATRICK,,,,,,,,,,700 KIRKPATRICK,,,,,,,,,,,,13208,,,ENG,0,935230.304090788,1118739.60887138,935230.304090788,1118739.60887138,934964.965751087,935495.633709452,1118373.78051607,1119105.44048175,ST,700 KIRKPATRICK ST,2022/12/31 00:00:00+00,2327,2327,700 KIRKPATRICK ST,AGGRAVATED ASSAULT,,
9,SyrPoints,M,88,A,"100 DAVIS, 13204","100 DAVIS, 13204",100 DAVIS,PointAddress,,,"100 DAVIS, 13204",,,20,,100,,,,,,,DAVIS,,,,,,,,,,100 DAVIS,,,,,,,,,,,,13204,,,ENG,0,931528.456547,1107735.52076302,931528.456547,1107735.52076302,931262.925248685,931793.979130337,1107369.73924034,1108101.30554042,ST,100 DAVIS ST,2022/12/30 00:00:00+00,1033,1033,100 DAVIS ST,AGGRAVATED ASSAULT,Yes,
10,SyrPoints,M,90,A,"300 HERBERT, 13208","300 HERBERT, 13208",300 HERBERT,PointAddress,,,"300 HERBERT, 13208",,,20,,300,,,,,,,HERBERT,,,,,,,,,,300 HERBERT,,,,,,,,,,,,13208,,,ENG,0,936447.296688501,1118253.85287214,936447.296688501,1118253.85287214,936181.972169086,936712.61248674,1117888.01011673,1118619.69888269,ST,300 HERBERT ST,2022/12/30 00:00:00+00,2200,2200,300 HERBERT ST,BURGLARY,,From Building
11,SyrPoints,M,88,A,"400 JAMES, 13203","400 JAMES, 13203",400 JAMES,PointAddress,,,"400 JAMES, 13203",,,20,SNOWDON APTS,400,,,,,,,JAMES,,,,,,,,,,400 JAMES,,,,,,,,,,,,13203,,,ENG,0,936606.984509707,1112507.74495746,936606.984509707,1112507.74495746,936341.593053236,936872.36724756,1112141.90170779,1112873.59146221,ST,400 JAMES ST,2022/12/30 00:00:00+00,0130,0130,400 JAMES ST,LARCENY,,From Motor Vehicle
12,SyrStreets,M,100,A,1200 S GEDDES ST,1200 S GEDDES ST,1200 S GEDDES ST,StreetAddress,,,1200 S GEDDES ST,,,20,,1200,1200,1214,1200-1214,R,S,,GEDDES,ST,,,,,,,,,1200 S GEDDES ST,,,,,,,,,,,,,,,ENG,0,929620.435249194,1106432.00170808,929620.435249194,1106432.00170808,929354.857344304,929886.004440268,1106066.24325017,1106797.76342059,,1200 S  GEDDES ST,2022/12/30 00:00:00+00,0601,0601,1200 S  GEDDES ST,LARCENY,,All Other
13,SyrStreets,M,100,A,300 CANNON ST,300 CANNON ST,300 CANNON ST,StreetAddress,,,300 CANNON ST,,,20,,300,300,398,300-398,R,,,CANNON,ST,,,,,,,,,300 CANNON ST,,,,,,,,,,,,,,,ENG,0,936921.762187829,1101775.80784709,936921.762187829,1101775.80784709,936656.246028627,937187.269633189,1101409.96348035,1102141.65546877,,300 CANNON ST,2022/12/30 00:00:00+00,1358,1358,300 CANNON ST,BURGLARY,,
14,SyrStreets,M,100,A,400 TALLMAN ST,400 TALLMAN ST,400 TALLMAN ST,StreetAddress,,,400 TALLMAN ST,,,20,,400,400,418,400-418,R,,,TALLMAN,ST,,,,,,,,,400 TALLMAN ST,,,,,,,,,,,,,,,ENG,0,935272.472335345,1106666.57916531,935272.472335345,1106666.57916531,935006.98865337,935537.947301737,1106300.75326175,1107032.4083238,,400 TALLMAN ST,2022/12/30 00:00:00+00,1800,2306,400 TALLMAN ST,LARCENY,,From Motor Vehicle
15,SyrStreets,M,100,A,600 BUTTERNUT ST,600 BUTTERNUT ST,600 BUTTERNUT ST,StreetAddress,,,600 BUTTERNUT ST,,,20,,600,600,698,600-698,R,,,BUTTERNUT,ST,,,,,,,,,600 BUTTERNUT ST,,,,,,,,,,,,,,,ENG,0,936851.460123008,1115191.40635452,936851.460123008,1115191.40635452,936586.10508889,937116.806437222,1114825.55952969,1115557.25643446,,600 BUTTERNUT ST,2022/12/30 00:00:00+00,1343,1343,600 BUTTERNUT ST,BURGLARY,,Shoplifting
16,SyrPoints,M,90.77,A,"900 S MCBRIDE, 13202","900 S MCBRIDE, 13202",900 S MCBRIDE,PointAddress,,,"900 S MCBRIDE, 13202",,,20,,900,,,,,S,,MCBRIDE,,,,,,,,,,900 S MCBRIDE,,,,,,,,,,,,13202,,,ENG,0,937601.379639446,1108888.2958336,937601.379639446,1108888.2958336,937335.96048138,937866.790080239,1108522.44161473,1109254.15330756,ST,900 S  MCBRIDE ST,2022/12/30 00:00:00+00,1611,1611,900 S  MCBRIDE ST,LARCENY,,All Other
17,SyrStreets,M,100,A,700 ERIE BLVD E,700 ERIE BLVD E,700 ERIE BLVD E,StreetAddress,,,700 ERIE BLVD E,,,20,,700,700,798,700-798,R,,,ERIE,BLVD,E,,,,,,,,700 ERIE BLVD E,,,,,,,,,,,,,,,ENG,0,938160.876035448,1111871.39204475,938160.876035448,1111871.39204475,937895.502014132,938426.241337985,1111505.53041873,1112237.25692593,,700 ERIE BLVD E,2022/12/30 00:00:00+00,1837,1837,700 ERIE BLVD E,MV THEFT,,Motor Vehicle
18,SyrStreets,M,100,A,800 HIGHLAND ST,800 HIGHLAND ST,800 HIGHLAND ST,StreetAddress,,,800 HIGHLAND ST,,,20,,800,800,898,800-898,R,,,HIGHLAND,ST,,,,,,,,,800 HIGHLAND ST,,,,,,,,,,,,,,,ENG,0,938304.97199723,1116366.45305743,938304.97199723,1116366.45305743,938039.654700179,938570.28057341,1116000.58860459,1116732.32076548,,800 HIGHLAND ST,2022/12/30 00:00:00+00,2139,2139,800 HIGHLAND ST,AGGRAVATED ASSAULT,,
19,SyrStreets,M,100,A,100 BISHOP AVE,100 BISHOP AVE,100 BISHOP AVE,StreetAddress,,,100 BISHOP AVE,,,20,,100,100,198,100-198,R,,,BISHOP,AVE,,,,,,,,,100 BISHOP AVE,,,,,,,,,,,,,,,ENG,0,933902.655290328,1101773.20309423,933902.655290328,1101773.20309423,933637.090311902,934168.211555783,1101407.39471699,1102139.01472626,,100 BISHOP AV,2022/12/29 00:00:00+00,0530,1435,100 BISHOP AV,LARCENY,,All Other
20,SyrStreets,M,100,A,100 EDGEHILL RD,100 EDGEHILL RD,100 EDGEHILL RD,StreetAddress,,,100 EDGEHILL RD,,,20,,100,100,184,100-184,R,,,EDGEHILL,RD,,,,,,,,,100 EDGEHILL RD,,,,,,,,,,,,,,,ENG,0,948261.964008786,1110235.10282599,948261.964008786,1110235.10282599,947996.733505978,948527.185790603,1109869.12113555,1110601.08777213,,100 EDGEHILL RD,2022/12/29 00:00:00+00,1330,1330,100 EDGEHILL RD,BURGLARY,,
21,SyrStreets,M,100,A,100 S ALVORD ST,100 S ALVORD ST,100 S ALVORD ST,StreetAddress,,,100 S ALVORD ST,,,20,,100,100,116,100-116,R,S,,ALVORD,ST,,,,,,,,,100 S ALVORD ST,,,,,,,,,,,,,,,ENG,0,938279.001883136,1115395.21934339,938279.001883136,1115395.21934339,938013.672412169,938544.322633704,1115029.35543979,1115761.0865022,,100 S  ALVORD ST,2022/12/29 00:00:00+00,0120,0233,100 S  ALVORD ST,ROBBERY,,
22,SyrStreets,M,100,A,1100 S SALINA ST,1100 S SALINA ST,1100 S SALINA ST,StreetAddress,,,1100 S SALINA ST,,,20,,1100,1100,1198,1100-1198,R,S,,SALINA,ST,,,,,,,,,1100 S SALINA ST,,,,,,,,,,,,,,,ENG,0,936150.565947143,1106607.88667755,936150.565947143,1106607.88667755,935885.095751677,936416.027426797,1106242.0503186,1106973.72629147,,1100 S  SALINA ST,2022/12/29 00:00:00+00,1121,1121,1100 S  SALINA ST,AGGRAVATED ASSAULT,Yes,
23,SyrStreets,M,100,A,1100 WOLF ST,1100 WOLF ST,1100 WOLF ST,StreetAddress,,,1100 WOLF ST,,,20,,1100,1100,1198,1100-1198,R,,,WOLF,ST,,,,,,,,,1100 WOLF ST,,,,,,,,,,,,,,,ENG,0,934090.843916926,1122705.55596088,934090.843916926,1122705.55596088,933825.53511432,934356.143997034,1122339.74023197,1123071.37494485,,1100 WOLF ST,2022/12/29 00:00:00+00,2228,2228,1100 WOLF ST,AGGRAVATED ASSAULT,,
24,SyrStreets,M,100,A,1200 ALMOND ST,1200 ALMOND ST,1200 ALMOND ST,StreetAddress,,,1200 ALMOND ST,,,20,,1200,1200,1218,1200-1218,R,,,ALMOND,ST,,,,,,,,,1200 ALMOND ST,,,,,,,,,,,,,,,ENG,0,938112.958491047,1107761.81384286,938112.958491047,1107761.81384286,937847.53397799,938378.374287205,1107395.9538011,1108127.67713971,,1200 ALMOND ST,2022/12/29 00:00:00+00,2332,2332,1200 ALMOND ST,AGGRAVATED ASSAULT,Yes,
25,SyrStreets,M,100,A,1300 OAK ST,1300 OAK ST,1300 OAK ST,StreetAddress,,,1300 OAK ST,,,20,,1300,1300,1398,1300-1398,R,,,OAK,ST,,,,,,,,,1300 OAK ST,,,,,,,,,,,,,,,ENG,0,939623.851877967,1118695.80958798,939623.851877967,1118695.80958798,939358.58411765,939889.11091598,1118329.92882557,1119061.69360569,,1300 OAK ST,2022/12/29 00:00:00+00,2200,1427,1300 OAK ST,LARCENY,,From Motor Vehicle
26,SyrStreets,M,100,A,1400 GRANT BLVD,1400 GRANT BLVD,1400 GRANT BLVD,StreetAddress,,,1400 GRANT BLVD,,,20,,1400,1400,1412,1400-1412,R,,,GRANT,BLVD,,,,,,,,,1400 GRANT BLVD,,,,,,,,,,,,,,,ENG,0,939656.516760169,1119805.99396376,939656.516760169,1119805.99396376,939391.2629685,939921.761829027,1119440.11253705,1120171.8786458,,1400 GRANT BLVD,2022/12/29 00:00:00+00,0613,0613,1400 GRANT BLVD,BURGLARY,Yes,
27,SyrStreets,M,100,A,1600 W ONONDAGA ST,1600 W ONONDAGA ST,1600 W ONONDAGA ST,StreetAddress,,,1600 W ONONDAGA ST,,,20,,1600,1600,1636,1600-1636,R,W,,ONONDAGA,ST,,,,,,,,,1600 W ONONDAGA ST,,,,,,,,,,,,,,,ENG,0,928156.266348601,1105665.6785796,928156.266348601,1105665.6785796,927890.655509618,928421.868474528,1105299.93776251,1106031.42265123,,1600 W  ONONDAGA ST,2022/12/29 00:00:00+00,0441,0441,1600 W  ONONDAGA ST,LARCENY,,All Other
28,SyrStreets,M,100,A,200 CANNON ST,200 CANNON ST,200 CANNON ST,StreetAddress,,,200 CANNON ST,,,20,,200,200,298,200-298,R,,,CANNON,ST,,,,,,,,,200 CANNON ST,,,,,,,,,,,,,,,ENG,0,936831.270763175,1102057.80568285,936831.270763175,1102057.80568285,936565.756551322,937096.776261073,1101691.96232554,1102423.65229513,,200 CANNON ST,2022/12/29 00:00:00+00,2115,2115,200 CANNON ST,BURGLARY,,From Building
29,SyrPoints,M,95.99,A,"200 W BORDEN, 13205","200 W BORDEN, 13205",200 W BORDEN,PointAddress,,,"200 W BORDEN, 13205",,,20,,200,,,,,W,,BORDEN,,,,,,,,,,200 W BORDEN,,,,,,,,,,,,13205,,,ENG,0,936416.132791616,1103371.39087299,936416.132791616,1103371.39087299,936150.627753513,936681.629115295,1103005.55214198,1103737.23285895,,200 W  BORDEN AV,2022/12/29 00:00:00+00,2330,2330,200 W  BORDEN AV,BURGLARY,Yes,
30,SyrPoints,M,91.43,A,"2500 E GENESEE, 13224","2500 E GENESEE, 13224",2500 E GENESEE,PointAddress,,,"2500 E GENESEE, 13224",,,20,,2500,,,,,E,,GENESEE,,,,,,,,,,2500 E GENESEE,,,,,,,,,,,,13224,,,ENG,0,945877.853044388,1109756.45532987,945877.853044388,1109756.45532987,945612.578204284,946143.119164406,1109390.50219397,1110122.41172133,ST,2500 E  GENESEE ST,2022/12/29 00:00:00+00,0000,1400,2500 E  GENESEE ST,BURGLARY,,From Building
31,SyrPoints,M,95.89,A,"300 MIDLAND, 13202","300 MIDLAND, 13202",300 MIDLAND,PointAddress,,,"300 MIDLAND, 13202",,,20,,300,,,,,,,MIDLAND,,,,,,,,,,300 MIDLAND,,,,,,,,,,,,13202,,,ENG,0,934382.101332011,1107254.54695077,934382.101332011,1107254.54695077,934116.610363406,934647.583585032,1106888.73151969,1107620.36563673,,300 MIDLAND AV,2022/12/29 00:00:00+00,1026,1456,300 MIDLAND AV,LARCENY,,All Other
32,SyrPoints,M,91.43,A,"500 BUTTERNUT, 13208","500 BUTTERNUT, 13208",500 BUTTERNUT,PointAddress,,,"500 BUTTERNUT, 13208",,,20,BOOST MOBILE,500,,,,,,,BUTTERNUT,,,,,,,,,,500 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,936667.987144077,1114889.49568739,936667.987144077,1114889.49568739,936402.625488643,936933.340079794,1114523.65112526,1115255.34350463,ST,500 BUTTERNUT ST,2022/12/29 00:00:00+00,0806,0806,500 BUTTERNUT ST,LARCENY,,From Building
33,SyrPoints,M,91.43,A,"500 BUTTERNUT, 13208","500 BUTTERNUT, 13208",500 BUTTERNUT,PointAddress,,,"500 BUTTERNUT, 13208",,,20,BOOST MOBILE,500,,,,,,,BUTTERNUT,,,,,,,,,,500 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,936667.987144077,1114889.49568739,936667.987144077,1114889.49568739,936402.625488643,936933.340079794,1114523.65112526,1115255.34350463,ST,500 BUTTERNUT ST,2022/12/29 00:00:00+00,1431,1431,500 BUTTERNUT ST,LARCENY,,From Building
34,SyrPoints,M,95.89,A,"600 BURNET, 13203","600 BURNET, 13203",600 BURNET,PointAddress,,,"600 BURNET, 13203",,,20,OOMPA LOOMPYAS,600,,,,,,,BURNET,,,,,,,,,,600 BURNET,,,,,,,,,,,,13203,,,ENG,0,939696.490600602,1112366.53853559,939696.490600602,1112366.53853559,939431.147407364,939961.825074383,1112000.65847221,1112732.42185421,,600 BURNET AV,2022/12/29 00:00:00+00,1050,1439,600 BURNET AV,LARCENY,,All Other
35,SyrPoints,M,95.99,A,"600 W OSTRANDER, 13205","600 W OSTRANDER, 13205",600 W OSTRANDER,PointAddress,,,"600 W OSTRANDER, 13205",,,20,,600,,,,,W,,OSTRANDER,,,,,,,,,,600 W OSTRANDER,,,,,,,,,,,,13205,,,ENG,0,935203.306117628,1098421.90049835,935203.306117628,1098421.90049835,934937.721650386,935468.881873044,1098056.07743717,1098787.72681436,,600 W  OSTRANDER AV,2022/12/29 00:00:00+00,2017,2017,600 W  OSTRANDER AV,AGGRAVATED ASSAULT,,
36,SyrStreets,M,100,A,700 HAWLEY AVE,700 HAWLEY AVE,700 HAWLEY AVE,StreetAddress,,,700 HAWLEY AVE,,,20,,700,700,798,700-798,R,,,HAWLEY,AVE,,,,,,,,,700 HAWLEY AVE,,,,,,,,,,,,,,,ENG,0,940514.797924825,1113505.92941923,940514.797924825,1113505.92941923,940249.481756974,940780.105372466,1113140.03931337,1113871.8227804,,700 HAWLEY AV,2022/12/29 00:00:00+00,2220,1449,700 HAWLEY AV,LARCENY,,All Other
37,SyrPoints,M,90.77,A,"900 E GENESEE, 13210","900 E GENESEE, 13210",900 E GENESEE,PointAddress,,,"900 E GENESEE, 13210",,,20,PHOEBES GARDEN CAFE,900,,,,,E,,GENESEE,,,,,,,,,,900 E GENESEE,,,,,,,,,,,,13210,,,ENG,0,939362.726945891,1110439.27814535,939362.726945891,1110439.27814535,939097.355033208,939628.090140088,1110073.40253919,1110805.15700673,ST,900 E  GENESEE ST,2022/12/29 00:00:00+00,0900,1509,900 E  GENESEE ST,LARCENY,,From Motor Vehicle
38,SyrStreets,M,100,A,800 E WILLOW ST,800 E WILLOW ST,800 E WILLOW ST,StreetAddress,,,800 E WILLOW ST,,,20,,800,800,898,800-898,R,E,,WILLOW,ST,,,,,,,,,800 E WILLOW ST,,,,,,,,,,,,,,,ENG,0,937714.610097945,1113721.44222414,937714.610097945,1113721.44222414,937449.251242538,937979.960233857,1113355.58546509,1114087.30223834,,800 E  WILLOW ST,2022/12/29 00:00:00+00,2200,2237,800 E  WILLOW ST,BURGLARY,,From Building
39,SyrPoints,M,90,A,"900 N SALINA, 13208","900 N SALINA, 13208",900 N SALINA,PointAddress,,,"900 N SALINA, 13208",,,20,KEEGAN-OSBELT-KNIGHT,900,,,,,N,,SALINA,,,,,,,,,,900 N SALINA,,,,,,,,,,,,13208,,,ENG,0,934690.218074111,1116421.01245059,934690.218074111,1116421.01245059,934424.842943603,934955.584484793,1116055.19110538,1116786.83705083,ST,900 N  SALINA ST,2022/12/29 00:00:00+00,1928,1928,900 N  SALINA ST,AGGRAVATED ASSAULT,,
40,SyrStreets,M,100,A,100 HOOD AVE,100 HOOD AVE,100 HOOD AVE,StreetAddress,,,100 HOOD AVE,,,20,,100,100,170,100-170,R,,,HOOD,AVE,,,,,,,,,100 HOOD AVE,,,,,,,,,,,,,,,ENG,0,937998.910935005,1120105.18778617,937998.910935005,1120105.18778617,937733.633935062,938264.179212483,1119739.32606339,1120471.05276422,,100 HOOD AV,2022/12/28 00:00:00+00,1424,1508,100 HOOD AV,BURGLARY,,From Building
41,SyrStreets,M,100,A,100 MATHER ST,100 MATHER ST,100 MATHER ST,StreetAddress,,,100 MATHER ST,,,20,,100,100,198,100-198,R,,,MATHER,ST,,,,,,,,,100 MATHER ST,,,,,,,,,,,,,,,ENG,0,941770.867247109,1112540.7596872,941770.867247109,1112540.7596872,941505.559711676,942036.166062403,1112174.85483896,1112906.66779079,,100 MATHER ST,2022/12/28 00:00:00+00,1900,0300,100 MATHER ST,MV THEFT,,Motor Vehicle
42,SyrPoints,M,90,A,"100 S SALINA, 13202","100 S SALINA, 13202",100 S SALINA,PointAddress,,,"100 S SALINA, 13202",,,20,ATRIUM,100,,,,,S,,SALINA,,,,,,,,,,100 S SALINA,,,,,,,,,,,,13202,,,ENG,0,935384.673841516,1111625.62037821,935384.673841516,1111625.62037821,935119.25194359,935650.087021578,1111259.79192277,1111991.45208865,ST,100 S  SALINA ST,2022/12/28 00:00:00+00,1845,1906,100 S  SALINA ST,LARCENY,,All Other
43,SyrStreets,M,100,A,100 SECOND NORTH ST,100 SECOND NORTH ST,100 SECOND NORTH ST,StreetAddress,,,100 SECOND NORTH ST,,,20,,100,100,198,100-198,R,,,SECOND NORTH,ST,,,,,,,,,100 SECOND NORTH ST,,,,,,,,,,,,,,,ENG,0,935619.33998085,1119599.89685163,935619.33998085,1119599.89685163,935354.018347426,935884.652892735,1119234.06364423,1119965.73331413,,100 SECOND NORTH ST,2022/12/28 00:00:00+00,2356,2356,100 SECOND NORTH ST,AGGRAVATED ASSAULT,,
44,SyrStreets,M,100,A,1000 MONTGOMERY ST,1000 MONTGOMERY ST,1000 MONTGOMERY ST,StreetAddress,,,1000 MONTGOMERY ST,,,20,,1000,1000,1048,1000-1048,R,,,MONTGOMERY,ST,,,,,,,,,1000 MONTGOMERY ST,,,,,,,,,,,,,,,ENG,0,936382.150773638,1107269.09601445,936382.150773638,1107269.09601445,936116.692318305,936647.600512791,1106903.25673197,1107634.93855193,,1000 MONTGOMERY ST,2022/12/28 00:00:00+00,0000,0130,1000 MONTGOMERY ST,BURGLARY,,From Building
45,SyrStreets,M,100,A,1200 SOUTH AVE,1200 SOUTH AVE,1200 SOUTH AVE,StreetAddress,,,1200 SOUTH AVE,,,20,,1200,1200,1224,1200-1224,R,,,SOUTH,AVE,,,,,,,,,1200 SOUTH AVE,,,,,,,,,,,,,,,ENG,0,933678.695736091,1102749.49264321,933678.695736091,1102749.49264321,933413.138937848,933944.243820984,1102383.68669756,1103115.30184364,,1200 SOUTH AV,2022/12/28 00:00:00+00,2054,2054,1200 SOUTH AV,BURGLARY,Yes,
46,SyrStreets,M,100,A,1700 N SALINA ST,1700 N SALINA ST,1700 N SALINA ST,StreetAddress,,,1700 N SALINA ST,,,20,,1700,1700,1798,1700-1798,R,N,,SALINA,ST,,,,,,,,,1700 N SALINA ST,,,,,,,,,,,,,,,ENG,0,931914.670609126,1118843.01402796,931914.670609126,1118843.01402796,931649.279848526,932180.052649609,1118477.22520394,1119208.80610687,,1700 N  SALINA ST,2022/12/28 00:00:00+00,1657,1657,1700 N  SALINA ST,LARCENY,Yes,All Other
47,SyrStreets,M,100,A,1700 N SALINA ST,1700 N SALINA ST,1700 N SALINA ST,StreetAddress,,,1700 N SALINA ST,,,20,,1700,1700,1798,1700-1798,R,N,,SALINA,ST,,,,,,,,,1700 N SALINA ST,,,,,,,,,,,,,,,ENG,0,931914.670609126,1118843.01402796,931914.670609126,1118843.01402796,931649.279848526,932180.052649609,1118477.22520394,1119208.80610687,,1700 N  SALINA ST,2022/12/28 00:00:00+00,1730,0630,1700 N  SALINA ST,BURGLARY,,From Building
48,SyrStreets,M,100,A,2500 ERIE BLVD E,2500 ERIE BLVD E,2500 ERIE BLVD E,StreetAddress,,,2500 ERIE BLVD E,,,20,,2500,2500,2580,2500-2580,R,,,ERIE,BLVD,E,,,,,,,,2500 ERIE BLVD E,,,,,,,,,,,,,,,ENG,0,948322.191150459,1112928.33021326,948322.191150459,1112928.33021326,948056.994249367,948587.379329328,1112562.34712447,1113294.31655777,,2500 ERIE BLVD E,2022/12/28 00:00:00+00,1909,1909,2500 ERIE BLVD E,LARCENY,,Shoplifting
49,SyrPoints,M,90,A,"300 HERBERT, 13208","300 HERBERT, 13208",300 HERBERT,PointAddress,,,"300 HERBERT, 13208",,,20,,300,,,,,,,HERBERT,,,,,,,,,,300 HERBERT,,,,,,,,,,,,13208,,,ENG,0,936447.296688501,1118253.85287214,936447.296688501,1118253.85287214,936181.972169086,936712.61248674,1117888.01011673,1118619.69888269,ST,300 HERBERT ST,2022/12/28 00:00:00+00,1937,1937,300 HERBERT ST,LARCENY,,From Building
50,SyrStreets,M,100,A,300 PROSPECT AVE,300 PROSPECT AVE,300 PROSPECT AVE,StreetAddress,,,300 PROSPECT AVE,,,20,,300,300,318,300-318,R,,,PROSPECT,AVE,,,,,,,,,300 PROSPECT AVE,,,,,,,,,,,,,,,ENG,0,936230.049918729,1113705.95288294,936230.049918729,1113705.95288294,935964.666859594,936495.424258814,1113340.11383499,1114071.79518598,,300 PROSPECT AV,2022/12/28 00:00:00+00,1129,1129,300 PROSPECT AV,ROBBERY,Yes,
51,SyrPoints,M,90.77,A,"300 SHONNARD, 13204","300 SHONNARD, 13204",300 SHONNARD,PointAddress,,,"300 SHONNARD, 13204",,,20,,300,,,,,,,SHONNARD,,,,,,,,,,300 SHONNARD,,,,,,,,,,,,13204,,,ENG,0,932208.11355405,1108470.38609139,932208.11355405,1108470.38609139,931942.602129242,932473.616263354,1108104.59628628,1108836.17915129,ST,300 SHONNARD ST,2022/12/28 00:00:00+00,2309,2309,300 SHONNARD ST,ROBBERY,,
52,SyrPoints,M,90,A,"400 VELASKO, 13204","400 VELASKO, 13204",400 VELASKO,PointAddress,,,"400 VELASKO, 13204",,,20,DUNKIN,400,,,,,,,VELASKO,,,,,,,,,,400 VELASKO,,,,,,,,,,,,13204,,,ENG,0,926012.916432214,1105360.22810992,926012.916432214,1105360.22810992,925747.267244689,926278.556907453,1104994.51291849,1105725.94655573,RD,400 VELASKO RD,2022/12/28 00:00:00+00,1341,1341,400 VELASKO RD,AGGRAVATED ASSAULT,,
