ObjectID,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,AddBldg,AddNum,AddNumFrom,AddNumTo,AddRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddr,StAddr,Block,Sector,Nbrhd,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ExInfo,IN_SingleLine,USER_DATEEND,USER_TIMESTART,USER_TIMEEND,USER_ADDRESS,USER_CODE_DEFINED,USER_Arrest,USER_LarcenyCode
2994,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/06/23 00:00:00+00,1249,1249,1 DESTINY USA DR,LARCENY,Yes,Shoplifting
2995,SyrStreets,T,99.06,A,700 ERIE BLVD W,700 ERIE BLVD W,700 ERIE BLVD W,StreetAddress,,,700 ERIE BLVD W,,,20,,700,700,798,700-798,R,,,ERIE,BLVD,W,,,,,,,,700 ERIE BLVD W,,,,,,,,,,,,,,,ENG,0,931662.163163892,1111111.87963769,931662.163163892,1111111.87963769,931396.674839232,931927.642771997,1110746.09570164,1111477.66682852,,700 ERIE BLVD,2022/06/29 00:00:00+00,0800,0800,700 ERIE BLVD,LARCENY,,From Motor Vehicle
2996,SyrPoints,M,90.77,A,"800 DANFORTH, 13208","800 DANFORTH, 13208",800 DANFORTH,PointAddress,,,"800 DANFORTH, 13208",,,20,,800,,,,,,,DANFORTH,,,,,,,,,,800 DANFORTH,,,,,,,,,,,,13208,,,ENG,0,934805.879457307,1118967.05055926,934805.879457307,1118967.05055926,934540.536999304,935071.213194291,1118601.22721193,1119332.87716165,ST,800 DANFORTH ST,2022/06/23 00:00:00+00,1300,1620,800 DANFORTH ST,BURGLARY,,
2997,SyrPoints,M,88.56,A,"700 E GENESEE, 13210","700 E GENESEE, 13210",700 E GENESEE,PointAddress,,,"700 E GENESEE, 13210",,,20,FORMAN PARK,700,,,,,E,,GENESEE,,,,,,,,,,700 E GENESEE,,,,,,,,,,,,13210,,,ENG,0,938426.138436964,1110578.65300114,938426.138436964,1110578.65300114,938160.753064884,938691.515090768,1110212.78853023,1110944.52072719,ST,700 W  GENESEE ST,2022/06/23 00:00:00+00,1615,1615,700 W  GENESEE ST,AGGRAVATED ASSAULT,,
2998,SyrStreets,M,100,A,700 E LAUREL ST,700 E LAUREL ST,700 E LAUREL ST,StreetAddress,,,700 E LAUREL ST,,,20,,700,700,798,700-798,R,E,,LAUREL,ST,,,,,,,,,700 E LAUREL ST,,,,,,,,,,,,,,,ENG,0,937278.485955847,1114901.0513068,937278.485955847,1114901.0513068,937013.134317644,937543.828874152,1114535.1994596,1115266.90640915,,700 E  LAUREL ST,2022/06/29 00:00:00+00,1805,1805,700 E  LAUREL ST,AGGRAVATED ASSAULT,,
2999,SyrStreets,M,100,A,800 LANCASTER AVE,800 LANCASTER AVE,800 LANCASTER AVE,StreetAddress,,,800 LANCASTER AVE,,,20,,800,800,898,800-898,R,,,LANCASTER,AVE,,,,,,,,,800 LANCASTER AVE,,,,,,,,,,,,,,,ENG,0,943215.224904309,1106731.19673942,943215.224904309,1106731.19673942,942949.87039868,943480.570692,1106365.27611292,1107097.12062128,,800 LANCASTER AV,2022/06/29 00:00:00+00,2130,0800,800 LANCASTER AV,LARCENY,,From Motor Vehicle
3000,SyrStreets,M,100,A,700 ERIE BLVD E,700 ERIE BLVD E,700 ERIE BLVD E,StreetAddress,,,700 ERIE BLVD E,,,20,,700,700,798,700-798,R,,,ERIE,BLVD,E,,,,,,,,700 ERIE BLVD E,,,,,,,,,,,,,,,ENG,0,938160.876035448,1111871.39204475,938160.876035448,1111871.39204475,937895.502014132,938426.241337985,1111505.53041873,1112237.25692593,,700 ERIE BLVD E,2022/06/29 00:00:00+00,0445,0445,700 ERIE BLVD E,MV THEFT,,Motor Vehicle
3001,SyrStreets,M,90,A,STONE CT,STONE CT,STONE CT,StreetName,,,STONE CT,,,20,,,,,,,,,STONE,CT,,,,,,,,,STONE CT,,,,,,,,,,,,,,,ENG,0,932965.471927177,1110063.1586672,932965.471927177,1110063.1586672,932699.992005875,933230.943132028,1109697.35944366,1110428.96114559,0,0 STONE CT,2022/06/28 00:00:00+00,0900,0942,0 STONE CT,BURGLARY,,
3002,SyrStreets,M,90,A,STONE CT,STONE CT,STONE CT,StreetName,,,STONE CT,,,20,,,,,,,,,STONE,CT,,,,,,,,,STONE CT,,,,,,,,,,,,,,,ENG,0,932965.471927177,1110063.1586672,932965.471927177,1110063.1586672,932699.992005875,933230.943132028,1109697.35944366,1110428.96114559,0,0 STONE CT,2022/06/28 00:00:00+00,2320,2320,0 STONE CT,MURDER,,
3003,SyrStreets,M,97.53,A,100 LAKEVIEW AVE,100 LAKEVIEW AVE,100 LAKEVIEW AVE,StreetAddress,,,100 LAKEVIEW AVE,,,20,,100,100,198,100-198,R,,,LAKEVIEW,AVE,,,,,,,,,100 LAKEVIEW AVE,,,,,,,,,,,,,,,ENG,0,929530.693435372,1111342.17669285,929530.693435372,1111342.17669285,929265.173412557,929796.204742171,1110976.41811989,1111707.93852048,,100 LAKEVIEW,2022/06/28 00:00:00+00,1118,1118,100 LAKEVIEW,AGGRAVATED ASSAULT,Yes,
3004,SyrStreets,M,100,A,100 STRONG AVE,100 STRONG AVE,100 STRONG AVE,StreetAddress,,,100 STRONG AVE,,,20,,100,100,198,100-198,R,,,STRONG,AVE,,,,,,,,,100 STRONG AVE,,,,,,,,,,,,,,,ENG,0,944557.529201801,1107595.06764452,944557.529201801,1107595.06764452,944292.206848948,944822.842835943,1107229.13079591,1107961.00774858,,100 STRONG AV,2022/06/28 00:00:00+00,2230,0845,100 STRONG AV,MV THEFT,,Motor Vehicle
3005,SyrPoints,M,90,A,"200 HOEFLER, 13204","200 HOEFLER, 13204",200 HOEFLER,PointAddress,,,"200 HOEFLER, 13204",,,20,,200,,,,,,,HOEFLER,,,,,,,,,,200 HOEFLER,,,,,,,,,,,,13204,,,ENG,0,928082.785929924,1106521.42515924,928082.785929924,1106521.42515924,927817.184239918,928348.378906505,1106155.68501239,1106887.16856064,ST,200 HOEFLER ST,2022/06/22 00:00:00+00,0019,0019,200 HOEFLER ST,AGGRAVATED ASSAULT,,
3006,SyrStreets,M,100,A,1000 EUCLID AVE,1000 EUCLID AVE,1000 EUCLID AVE,StreetAddress,,,1000 EUCLID AVE,,,20,,1000,1000,1012,1000-1012,R,,,EUCLID,AVE,,,,,,,,,1000 EUCLID AVE,,,,,,,,,,,,,,,ENG,0,944927.773628957,1106855.31805182,944927.773628957,1106855.31805182,944662.44830435,945193.09023508,1106489.37697342,1107221.26238568,,1000 EUCLID AV,2022/06/28 00:00:00+00,1600,1000,1000 EUCLID AV,LARCENY,,All Other
3007,SyrStreets,M,100,A,200 HAWLEY AVE,200 HAWLEY AVE,200 HAWLEY AVE,StreetAddress,,,200 HAWLEY AVE,,,20,,200,200,298,200-298,R,,,HAWLEY,AVE,,,,,,,,,200 HAWLEY AVE,,,,,,,,,,,,,,,ENG,0,937707.39377211,1112803.92405297,937707.39377211,1112803.92405297,937442.023698644,937972.755126499,1112438.06760588,1113169.7837552,,200 HAWLEY AV,2022/06/28 00:00:00+00,0100,0110,200 HAWLEY AV,LARCENY,,From Motor Vehicle
3008,SyrStreets,M,100,A,100 PARK AVE,100 PARK AVE,100 PARK AVE,StreetAddress,,,100 PARK AVE,,,20,,100,100,198,100-198,R,,,PARK,AVE,,,,,,,,,100 PARK AVE,,,,,,,,,,,,,,,ENG,0,933626.643391194,1112334.93020493,933626.643391194,1112334.93020493,933361.201633019,933892.076431707,1111969.12254307,1112700.74112169,,100 PARK AV,2022/06/28 00:00:00+00,0421,0421,100 PARK AV,LARCENY,,All Other
3009,SyrStreets,M,100,A,100 NEUTRAL CT,100 NEUTRAL CT,100 NEUTRAL CT,StreetAddress,,,100 NEUTRAL CT,,,20,,100,100,198,100-198,R,,,NEUTRAL,CT,,,,,,,,,100 NEUTRAL CT,,,,,,,,,,,,,,,ENG,0,936176.390362278,1116919.46526565,936176.390362278,1116919.46526565,935911.045312702,936441.726691365,1116553.62606952,1117285.30771689,,100 NEUTRAL CT,2022/06/28 00:00:00+00,1200,1428,100 NEUTRAL CT,LARCENY,,All Other
3010,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/06/22 00:00:00+00,1114,1114,1 DESTINY USA DR,LARCENY,,Shoplifting
3011,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/06/22 00:00:00+00,1700,1730,1 DESTINY USA DR,LARCENY,,All Other
3012,SyrPoints,M,89.09,A,"400 BOYDEN, 13206","400 BOYDEN, 13206",400 BOYDEN,PointAddress,,,"400 BOYDEN, 13206",,,20,,400,,,,,,,BOYDEN,,,,,,,,,,400 BOYDEN,,,,,,,,,,,,13206,,,ENG,0,943507.957244541,1115683.78970416,943507.957244541,1115683.78970416,943242.715860161,943773.189906856,1115317.86335214,1116049.71931168,ST,400 BOYDEN ST,2022/06/22 00:00:00+00,0200,0231,400 BOYDEN ST,LARCENY,,All Other
3013,SyrStreets,M,100,A,400 GRANT BLVD,400 GRANT BLVD,400 GRANT BLVD,StreetAddress,,,400 GRANT BLVD,,,20,,400,338,404,338-404,R,,,GRANT,BLVD,,,,,,,,,400 GRANT BLVD,,,,,,,,,,,,,,,ENG,0,943590.205946613,1119497.07779984,943590.205946613,1119497.07779984,943325.012076358,943855.391093037,1119131.14951456,1119863.00934068,,400 GRANT BLVD,2022/06/28 00:00:00+00,0235,0235,400 GRANT BLVD,ROBBERY,,All Other
3014,SyrPoints,M,90,A,"400 HARVARD, 13210","400 HARVARD, 13210",400 HARVARD,PointAddress,,,"400 HARVARD, 13210",,,20,,400,,,,,,,HARVARD,,,,,,,,,,400 HARVARD,,,,,,,,,,,,13210,,,ENG,0,945360.028121948,1108562.8413686,945360.028121948,1108562.8413686,945094.730457625,945625.317066879,1108196.89470766,1108928.79128505,PL,400 HARVARD PL,2022/06/22 00:00:00+00,2030,2030,400 HARVARD PL,LARCENY,,
3015,SyrPoints,M,91.43,A,"400 W ONONDAGA, 13202","400 W ONONDAGA, 13202",400 W ONONDAGA,PointAddress,,,"400 W ONONDAGA, 13202",,,20,,400,,,,,W,,ONONDAGA,,,,,,,,,,400 W ONONDAGA,,,,,,,,,,,,13202,,,ENG,0,933994.64734449,1108216.95761944,933994.64734449,1108216.95761944,933729.161746698,934260.124226373,1107851.14657335,1108582.77192042,ST,400 W  ONONDAGA ST,2022/06/22 00:00:00+00,2230,0215,400 W  ONONDAGA ST,BURGLARY,,From Building
3016,SyrStreets,M,100,A,300 GREEN ST,300 GREEN ST,300 GREEN ST,StreetAddress,,,300 GREEN ST,,,20,,300,300,300,300-300,R,,,GREEN,ST,,,,,,,,,300 GREEN ST,,,,,,,,,,,,,,,ENG,0,939237.755054357,1113521.07078733,939237.755054357,1113521.07078733,938972.418413214,939503.08297566,1113155.19591005,1113886.94891985,,300 GREEN ST,2022/06/28 00:00:00+00,1000,1000,300 GREEN ST,AGGRAVATED ASSAULT,,
3017,SyrPoints,M,90,A,"400 S SALINA, 13202","400 S SALINA, 13202",400 S SALINA,PointAddress,,,"400 S SALINA, 13202",,,20,RED HOUSE THEATRE,400,,,,,S,,SALINA,,,,,,,,,,400 S SALINA,,,,,,,,,,,,13202,,,ENG,0,935291.335949067,1110358.98195595,935291.335949067,1110358.98195595,935025.897222558,935556.765958319,1109993.15492369,1110724.81224317,ST,400 S  SALINA ST,2022/06/22 00:00:00+00,0420,0420,400 S  SALINA ST,BURGLARY,,From Building
3018,SyrStreets,M,100,A,700 HIXSON AVE,700 HIXSON AVE,700 HIXSON AVE,StreetAddress,,,700 HIXSON AVE,,,20,,700,700,798,700-798,R,,,HIXSON,AVE,,,,,,,,,700 HIXSON AVE,,,,,,,,,,,,,,,ENG,0,944053.68556843,1115176.15894644,944053.68556843,1115176.15894644,943788.446864184,944318.915550674,1114810.22621103,1115542.09493736,,700 HIXSON AV,2022/06/28 00:00:00+00,1115,1115,700 HIXSON AV,MV THEFT,,Motor Vehicle
3019,SyrPoints,M,92,A,"700 FIRST NORTH, 13208","700 FIRST NORTH, 13208",700 FIRST NORTH,PointAddress,,,"700 FIRST NORTH, 13208",,,20,TOPS,700,,,,,,,FIRST NORTH,,,,,,,,,,700 FIRST NORTH,,,,,,,,,,,,13208,,,ENG,0,936344.125375368,1119135.69729653,936344.125375368,1119135.69729653,936078.809856958,936609.432172244,1118769.85555561,1119501.5422926,ST,700 FIRST NORTH ST,2022/06/22 00:00:00+00,1113,1113,700 FIRST NORTH ST,LARCENY,Yes,Shoplifting
3020,SyrPoints,M,95.99,A,"900 E BRIGHTON, 13205","900 E BRIGHTON, 13205",900 E BRIGHTON,PointAddress,,,"900 E BRIGHTON, 13205",,,20,,900,,,,,E,,BRIGHTON,,,,,,,,,,900 E BRIGHTON,,,,,,,,,,,,13205,,,ENG,0,941223.903571809,1094979.80507813,941223.903571809,1094979.80507813,940958.374723196,941489.423708399,1094613.9111142,1095345.70229718,,900 E  BRIGHTON AV,2022/06/22 00:00:00+00,0800,1600,900 E  BRIGHTON AV,BURGLARY,,All Other
3021,SyrPoints,M,95.89,A,"900 LANCASTER, 13210","900 LANCASTER, 13210",900 LANCASTER,PointAddress,,,"900 LANCASTER, 13210",,,20,,900,,,,,,,LANCASTER,,,,,,,,,,900 LANCASTER,,,,,,,,,,,,13210,,,ENG,0,943249.20298167,1105848.27313562,943249.20298167,1105848.27313562,942983.838338657,943514.558907139,1105482.35232426,1106214.19720234,,900 LANCASTER AV,2022/06/22 00:00:00+00,2030,2030,900 LANCASTER AV,MV THEFT,,
3022,SyrStreets,M,100,A,3200 S SALINA ST,3200 S SALINA ST,3200 S SALINA ST,StreetAddress,,,3200 S SALINA ST,,,20,,3200,3200,3298,3200-3298,R,S,,SALINA,ST,,,,,,,,,3200 S SALINA ST,,,,,,,,,,,,,,,ENG,0,938380.158028108,1099636.89122045,938380.158028108,1099636.89122045,938114.639569275,938645.667773639,1099271.02999626,1100002.75569965,,3200 S  SALINA ST,2022/06/28 00:00:00+00,1015,1906,3200 S  SALINA ST,LARCENY,,All Other
3023,SyrStreets,M,100,A,700 IRVING AVE,700 IRVING AVE,700 IRVING AVE,StreetAddress,,,700 IRVING AVE,,,20,,700,700,708,700-708,R,,,IRVING,AVE,,,,,,,,,700 IRVING AVE,,,,,,,,,,,,,,,ENG,0,939277.294868153,1108922.52144079,939277.294868153,1108922.52144079,939011.903221948,939542.67779658,1108556.64722832,1109288.39890844,,700 IRVING AV,2022/06/28 00:00:00+00,0000,1441,700 IRVING AV,LARCENY,,All Other
3024,SyrStreets,M,100,A,200 S SALINA ST,200 S SALINA ST,200 S SALINA ST,StreetAddress,,,200 S SALINA ST,,,20,,200,200,298,200-298,R,S,,SALINA,ST,,,,,,,,,200 S SALINA ST,,,,,,,,,,,,,,,ENG,0,935423.429396303,1111428.04812099,935423.429396303,1111428.04812099,935158.005735688,935688.844339131,1111062.21925171,1111793.88024527,,200 S  SALINA ST,2022/06/28 00:00:00+00,0800,1500,200 S  SALINA ST,LARCENY,Yes,All Other
3025,SyrStreets,M,100,A,4100 S SALINA ST,4100 S SALINA ST,4100 S SALINA ST,StreetAddress,,,4100 S SALINA ST,,,20,,4100,4100,4198,4100-4198,R,S,,SALINA,ST,,,,,,,,,4100 S SALINA ST,,,,,,,,,,,,,,,ENG,0,938080.578214222,1096589.77427468,938080.578214222,1096589.77427468,937815.018075022,938346.129641591,1096223.91737225,1096955.63443206,,4100 S  SALINA ST,2022/06/28 00:00:00+00,1610,1610,4100 S  SALINA ST,LARCENY,,All Other
3026,SyrStreets,M,100,A,800 ALMOND ST,800 ALMOND ST,800 ALMOND ST,StreetAddress,,,800 ALMOND ST,,,20,,800,800,898,800-898,R,,,ALMOND,ST,,,,,,,,,800 ALMOND ST,,,,,,,,,,,,,,,ENG,0,938024.646103066,1109545.19095797,938024.646103066,1109545.19095797,937759.241735565,938290.04175288,1109179.33152986,1109911.05364119,,800 ALMOND ST,2022/06/28 00:00:00+00,1239,1239,800 ALMOND ST,AGGRAVATED ASSAULT,,
3027,SyrStreets,M,100,A,100 DICKERSON ST,100 DICKERSON ST,100 DICKERSON ST,StreetAddress,,,100 DICKERSON ST,,,20,,100,100,102,100-102,R,,,DICKERSON,ST,,,,,,,,,100 DICKERSON ST,,,,,,,,,,,,,,,ENG,0,935077.240109833,1109564.07974278,935077.240109833,1109564.07974278,934811.788307862,935342.683194967,1109198.25545818,1109929.90728234,,100 DICKERSON ST,2022/06/27 00:00:00+00,0800,0800,100 DICKERSON ST,LARCENY,,All Other
3028,SyrPoints,M,95.89,A,"200 LANDON, 13205","200 LANDON, 13205",200 LANDON,PointAddress,,,"200 LANDON, 13205",,,20,,200,,,,,,,LANDON,,,,,,,,,,200 LANDON,,,,,,,,,,,,13205,,,ENG,0,936270.607004105,1103823.30511582,936270.607004105,1103823.30511582,936005.105078159,936536.100215464,1103457.4680088,1104189.14547779,,200 LANDON AV,2022/06/21 00:00:00+00,1538,1538,200 LANDON AV,AGGRAVATED ASSAULT,Yes,
3029,SyrPoints,M,92,A,"1100 BUTTERNUT, 13208","1100 BUTTERNUT, 13208",1100 BUTTERNUT,PointAddress,,,"1100 BUTTERNUT, 13208",,,20,,1100,,,,,,,BUTTERNUT,,,,,,,,,,1100 BUTTERNUT,,,,,,,,,,,,13208,,,ENG,0,937830.134678724,1117109.70764096,937830.134678724,1117109.70764096,937564.818693009,938095.441943387,1116743.84866957,1117475.56986754,ST,1100 BUTTERNUT ST,2022/06/21 00:00:00+00,0348,0348,1100 BUTTERNUT ST,AGGRAVATED ASSAULT,,
3030,SyrPoints,M,91.43,A,"1000 W GENESEE, 13204","1000 W GENESEE, 13204",1000 W GENESEE,PointAddress,,,"1000 W GENESEE, 13204",,,20,7-ELEVEN,1000,,,,,W,,GENESEE,,,,,,,,,,1000 W GENESEE,,,,,,,,,,,,13204,,,ENG,0,930346.408850915,1113017.36623324,930346.408850915,1113017.36623324,930080.922272913,930611.886711904,1112651.5975274,1113383.13819383,ST,1000 W  GENESEE ST,2022/06/21 00:00:00+00,1145,0001,1000 W  GENESEE ST,MV THEFT,,Motor Vehicle
3031,SyrStreets,M,97.53,A,300 BAKER AVE,300 BAKER AVE,300 BAKER AVE,StreetAddress,,,300 BAKER AVE,,,20,,300,300,398,300-398,R,,,BAKER,AVE,,,,,,,,,300 BAKER AVE,,,,,,,,,,,,,,,ENG,0,937847.982775611,1103668.47521791,937847.982775611,1103668.47521791,937582.504470535,938113.452365721,1103302.61934393,1104034.33434692,,300 BAKER,2022/06/27 00:00:00+00,2341,2341,300 BAKER,AGGRAVATED ASSAULT,,
3032,SyrStreets,M,100,A,500 PLUM ST,500 PLUM ST,500 PLUM ST,StreetAddress,,,500 PLUM ST,,,20,,500,500,598,500-598,R,,,PLUM,ST,,,,,,,,,500 PLUM ST,,,,,,,,,,,,,,,ENG,0,933459.505300297,1113687.01389097,933459.505300297,1113687.01389097,933194.077188309,933724.92469406,1113321.20789303,1114052.82314383,,500 PLUM ST,2022/06/27 00:00:00+00,1130,1130,500 PLUM ST,LARCENY,Yes,
3033,SyrPoints,M,95.89,A,"300 HAWLEY, 13203","300 HAWLEY, 13203",300 HAWLEY,PointAddress,,,"300 HAWLEY, 13203",,,20,,300,,,,,,,HAWLEY,,,,,,,,,,300 HAWLEY,,,,,,,,,,,,13203,,,ENG,0,938214.045979014,1112709.6739834,938214.045979014,1112709.6739834,937948.682960427,938479.400278418,1112343.81151661,1113075.53970536,,300 HAWLEY AV,2022/06/21 00:00:00+00,0930,1030,300 HAWLEY AV,MV THEFT,Yes,Motor Vehicle
3034,SyrStreets,M,100,A,1400 N SALINA ST,1400 N SALINA ST,1400 N SALINA ST,StreetAddress,,,1400 N SALINA ST,,,20,,1400,1400,1498,1400-1498,R,N,,SALINA,ST,,,,,,,,,1400 N SALINA ST,,,,,,,,,,,,,,,ENG,0,933159.015089536,1118166.96984103,933159.015089536,1118166.96984103,932893.636295564,933424.385163333,1117801.16633632,1118532.77660071,,1400 N  SALINA ST,2022/06/27 00:00:00+00,0535,0537,1400 N  SALINA ST,BURGLARY,,From Building
3035,SyrStreets,M,100,A,100 GORDON AVE,100 GORDON AVE,100 GORDON AVE,StreetAddress,,,100 GORDON AVE,,,20,,100,100,126,100-126,R,,,GORDON,AVE,,,,,,,,,100 GORDON AVE,,,,,,,,,,,,,,,ENG,0,930600.810440744,1104017.87059915,930600.810440744,1104017.87059915,930335.219218509,930866.392949962,1103652.10103682,1104383.64341611,,100 GORDON AV,2022/06/26 00:00:00+00,1318,1318,100 GORDON AV,BURGLARY,Yes,
3036,SyrStreets,M,100,A,900 JAMES ST,900 JAMES ST,900 JAMES ST,StreetAddress,,,900 JAMES ST,,,20,,900,900,918,900-918,R,,,JAMES,ST,,,,,,,,,900 JAMES ST,,,,,,,,,,,,,,,ENG,0,939089.007044272,1114233.82145109,939089.007044272,1114233.82145109,938823.676622618,939354.328745802,1113867.94817197,1114599.69798545,,900 JAMES ST,2022/06/27 00:00:00+00,2100,2100,900 JAMES ST,BURGLARY,,From Building
3037,SyrStreets,M,100,A,1000 OAK ST,1000 OAK ST,1000 OAK ST,StreetAddress,,,1000 OAK ST,,,20,,1000,1000,1096,1000-1096,R,,,OAK,ST,,,,,,,,,1000 OAK ST,,,,,,,,,,,,,,,ENG,0,939699.530459035,1117328.49253874,939699.530459035,1117328.49253874,939434.247371548,939964.804824816,1116962.61121166,1117694.37712114,,1000 OAK ST,2022/06/26 00:00:00+00,0308,0308,1000 OAK ST,MV THEFT,Yes,
3038,SyrStreets,M,100,A,1100 N SALINA ST,1100 N SALINA ST,1100 N SALINA ST,StreetAddress,,,1100 N SALINA ST,,,20,,1100,1100,1198,1100-1198,R,N,,SALINA,ST,,,,,,,,,1100 N SALINA ST,,,,,,,,,,,,,,,ENG,0,934222.100817699,1117035.04654907,934222.100817699,1117035.04654907,933956.72553891,934487.467376517,1116669.23063812,1117400.86571502,,1100 N  SALINA ST,2022/06/28 00:00:00+00,0350,0352,1100 N  SALINA ST,BURGLARY,Yes,From Building
3039,SyrStreets,M,97.53,A,200 HARWOOD AVE,200 HARWOOD AVE,200 HARWOOD AVE,StreetAddress,,,200 HARWOOD AVE,,,20,,200,200,298,200-298,R,,,HARWOOD,AVE,,,,,,,,,200 HARWOOD AVE,,,,,,,,,,,,,,,ENG,0,949387.378978368,1111032.97281136,949387.378978368,1111032.97281136,949122.176334429,949652.57290062,1110666.97749635,1111398.97138212,,200 HARWOOD,2022/06/26 00:00:00+00,0400,0430,200 HARWOOD,BURGLARY,,Motor Vehicle
3040,SyrStreets,M,100,A,300 FOBES AVE,300 FOBES AVE,300 FOBES AVE,StreetAddress,,,300 FOBES AVE,,,20,,300,300,498,300-498,R,,,FOBES,AVE,,,,,,,,,300 FOBES AVE,,,,,,,,,,,,,,,ENG,0,946258.374777935,1120247.89928532,946258.374777935,1120247.89928532,945993.233180424,946523.5076505,1119881.9389751,1120613.86285124,,300 FOBES AV,2022/06/26 00:00:00+00,1500,2300,300 FOBES AV,BURGLARY,,From Building
3041,SyrStreets,M,100,A,200 MAGNOLIA ST,200 MAGNOLIA ST,200 MAGNOLIA ST,StreetAddress,,,200 MAGNOLIA ST,,,20,,200,200,298,200-298,R,,,MAGNOLIA,ST,,,,,,,,,200 MAGNOLIA ST,,,,,,,,,,,,,,,ENG,0,929464.114390901,1109539.53829524,929464.114390901,1109539.53829524,929198.571506777,929729.648559837,1109173.78095124,1109905.2988939,,200 MAGNOLIA ST,2022/06/26 00:00:00+00,1038,1038,200 MAGNOLIA ST,LARCENY,,All Other
3042,SyrStreets,M,100,A,200 WILKINSON ST,200 WILKINSON ST,200 WILKINSON ST,StreetAddress,,,200 WILKINSON ST,,,20,,200,200,210,200-210,R,,,WILKINSON,ST,,,,,,,,,200 WILKINSON ST,,,,,,,,,,,,,,,ENG,0,932806.003673893,1111903.24558988,932806.003673893,1111903.24558988,932540.543420311,933071.455210242,1111537.44782034,1112269.04661428,,200 WILKINSON ST,2022/06/26 00:00:00+00,0035,0620,200 WILKINSON ST,LARCENY,,Of Bicycle
3043,SyrStreets,M,100,A,600 ATLANTIC AVE,600 ATLANTIC AVE,600 ATLANTIC AVE,StreetAddress,,,600 ATLANTIC AVE,,,20,,600,600,698,600-698,R,,,ATLANTIC,AVE,,,,,,,,,600 ATLANTIC AVE,,,,,,,,,,,,,,,ENG,0,934567.233806062,1097444.0581093,934567.233806062,1097444.0581093,934301.62724625,934832.831654682,1097078.24286796,1097809.87660539,,600 ATLANTIC AV,2022/06/26 00:00:00+00,2330,0206,600 ATLANTIC AV,MV THEFT,,Of MV Parts/Accessories
3044,SyrStreets,M,100,A,300 W JEFFERSON ST,300 W JEFFERSON ST,300 W JEFFERSON ST,StreetAddress,,,300 W JEFFERSON ST,,,20,,300,300,320,300-320,R,W,,JEFFERSON,ST,,,,,,,,,300 W JEFFERSON ST,,,,,,,,,,,,,,,ENG,0,934536.071196106,1110696.34908437,934536.071196106,1110696.34908437,934270.624334038,934801.509340989,1110330.53097654,1111062.17044714,,300 W  JEFFERSON ST,2022/06/26 00:00:00+00,0200,0215,300 W  JEFFERSON ST,LARCENY,,From Motor Vehicle
3045,SyrPoints,M,85.33,A,"1 DESTINY USA, 13204","1 DESTINY USA, 13204",1 DESTINY USA,PointAddress,,,"1 DESTINY USA, 13204",,,20,AERIE,1,,,,,,,DESTINY USA,,,,,,,,,,1 DESTINY USA,,,,,,,,,,,,13204,,,ENG,0,929661.248759723,1118108.16963039,929661.248759723,1118108.16963039,929395.812633645,929926.676166684,1117742.40786717,1118473.93464837,DR,1 DESTINY USA DR,2022/06/20 00:00:00+00,1546,1546,1 DESTINY USA DR,LARCENY,Yes,Shoplifting
3046,SyrPoints,M,91.43,A,"1300 W FAYETTE, 13204","1300 W FAYETTE, 13204",1300 W FAYETTE,PointAddress,,,"1300 W FAYETTE, 13204",,,20,PARAGON SUPPLY,1300,,,,,W,,FAYETTE,,,,,,,,,,1300 W FAYETTE,,,,,,,,,,,,13204,,,ENG,0,928745.075234238,1110877.43266691,928745.075234238,1110877.43266691,928479.536885356,929010.604867532,1110511.68357471,1111243.18501374,ST,1300 W  FAYETTE ST,2022/06/20 00:00:00+00,1500,0730,1300 W  FAYETTE ST,LARCENY,,All Other
