X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8478042.10240587,5317965.97896355,2024/01/10 05:00:00+00,2200,1200,600 W ONONDAGA ST     ,,From Motor Vehicle,LARCENY,43.039368,-76.159548,340
-8478042.10240587,5317965.97896355,2024/01/04 05:00:00+00,1700,1428,600 W ONONDAGA ST     ,,From Building,BURGLARY,43.039368,-76.159548,341
-8478042.10240587,5317965.97896355,2024/01/18 05:00:00+00,2000,704,600 W ONONDAGA ST     ,,Motor Vehicle,MV THEFT,43.039368,-76.159548,342
-8477546.6750121,5322961.03046408,2024/01/15 05:00:00+00,500,625,700 COURT ST     ,,,AGGRAVATED ASSAULT,43.0721550000001,-76.1550975,343
-8475985.25217448,5319155.88341683,2024/01/22 05:00:00+00,1815,1815,700 E GENESEE ST     ,,From Motor Vehicle,LARCENY,43.04718,-76.141071,344
-8473967.97602207,5317504.04075871,2024/01/24 05:00:00+00,100,130,700 EUCLID AV   ,,From Motor Vehicle,LARCENY,43.0363350000001,-76.1229494999999,345
-8476833.8406528,5322737.47807061,2024/02/09 05:00:00+00,1248,1248,700 FIRST NORTH ST     ,,From Building,LARCENY,43.0706880000001,-76.148694,346
-8476833.8406528,5322737.47807061,2024/02/09 05:00:00+00,1216,1216,700 FIRST NORTH ST     ,,Shoplifting,LARCENY,43.0706880000001,-76.148694,347
-8476833.8406528,5322737.47807061,2024/01/29 05:00:00+00,920,920,700 FIRST NORTH ST     ,Yes,Shoplifting,LARCENY,43.0706880000001,-76.148694,348
-8476833.8406528,5322737.47807061,2024/02/20 05:00:00+00,1540,1540,700 FIRST NORTH ST     ,,Shoplifting,LARCENY,43.0706880000001,-76.148694,349
-8476833.8406528,5322737.47807061,2024/01/24 05:00:00+00,1643,1643,700 FIRST NORTH ST     ,Yes,Shoplifting,LARCENY,43.0706880000001,-76.148694,350
-8476833.8406528,5322737.47807061,2024/02/05 05:00:00+00,611,611,700 FIRST NORTH ST     ,,All Other,LARCENY,43.0706880000001,-76.148694,351
-8476833.8406528,5322737.47807061,2024/01/09 05:00:00+00,910,910,700 FIRST NORTH ST   ,,,ROBBERY,43.0706880000001,-76.148694,352
-8476833.8406528,5322737.47807061,2024/01/27 05:00:00+00,1323,1323,700 FIRST NORTH ST     ,,Shoplifting,BURGLARY,43.0706880000001,-76.148694,353
-8476833.8406528,5322737.47807061,2024/01/24 05:00:00+00,1724,1724,700 FIRST NORTH ST     ,Yes,From Building,LARCENY,43.0706880000001,-76.148694,354
-8476833.8406528,5322737.47807061,2024/02/24 05:00:00+00,1540,1540,700 FIRST NORTH ST   ,Yes,,BURGLARY,43.0706880000001,-76.148694,355
-8476833.8406528,5322737.47807061,2024/02/24 05:00:00+00,1624,1624,700 FIRST NORTH ST     ,,All Other,LARCENY,43.0706880000001,-76.148694,356
-8476833.8406528,5322737.47807061,2024/01/23 05:00:00+00,1354,1354,700 FIRST NORTH ST     ,,Shoplifting,BURGLARY,43.0706880000001,-76.148694,357
-8476005.79062054,5321453.86973564,2024/02/08 05:00:00+00,1600,120,700 HIGHLAND ST   ,,,BURGLARY,43.062264,-76.1412554999999,358
-8474026.08479626,5317787.78051173,2024/01/27 05:00:00+00,2349,2300,700 LANCASTER AVE  ,,From Building,LARCENY,43.0381980000001,-76.1234714999999,359
-8478070.65585526,5323250.42218409,2024/01/27 05:00:00+00,2100,800,700 LEMOYNE AV   ,,From Building,BURGLARY,43.074054,-76.1598045,360
-8473719.00998092,5317809.71244551,2024/01/27 05:00:00+00,1130,1200,700 MARYLAND AVE  ,,All Other,LARCENY,43.0383420000001,-76.120713,361
-8477319.2492924,5321213.89843244,2024/02/13 05:00:00+00,1738,1738,700 N  SALINA ST     ,,Shoplifting,LARCENY,43.060689,-76.1530544999999,362
-8477266.650833,5321857.03540366,2024/01/16 05:00:00+00,1325,1325,700 N ALVORD ST     ,,All Other,LARCENY,43.0649100000001,-76.1525819999999,363
-8477266.650833,5321857.03540366,2024/01/21 05:00:00+00,1828,1828,700 N ALVORD ST     ,,,AGGRAVATED ASSAULT,43.0649100000001,-76.1525819999999,364
-8477266.650833,5321857.03540366,2024/01/16 05:00:00+00,1315,1315,700 N ALVORD ST     ,,All Other,LARCENY,43.0649100000001,-76.1525819999999,365
-8477319.2492924,5321213.89843244,2024/02/08 05:00:00+00,229,229,700 N SALINA ST   ,,,AGGRAVATED ASSAULT,43.060689,-76.1530544999999,366
-8481810.61481999,5316898.70446869,2024/02/17 05:00:00+00,1137,1137,4700 ONONDAGA BLVD   ,,Shoplifting,LARCENY,43.032360248,-76.1934011229999,367
-8481810.61481999,5316898.70446869,2024/02/14 05:00:00+00,1447,1449,4700 ONONDAGA BLVD   ,Yes,Shoplifting,LARCENY,43.032360248,-76.1934011229999,368
-8481810.61481999,5316898.70446869,2024/01/23 05:00:00+00,1105,1105,4700 ONONDAGA BLVD   ,Yes,Shoplifting,LARCENY,43.032360248,-76.1934011229999,369
-8479996.98754592,5316954.81497965,2024/01/13 05:00:00+00,939,939,500 ARTHUR ST     ,,All Other,LARCENY,43.032728691,-76.177109032,370
-8476280.50652971,5317811.21341411,2024/01/19 05:00:00+00,1600,800,500 BURT ST     ,,From Motor Vehicle,LARCENY,43.038351855,-76.143723315,371
-8473738.21114592,5318658.59809787,2024/01/30 05:00:00+00,1715,1735,500 COLUMBUS AV ,,From Building,LARCENY,43.043915327,-76.120885487,372
-8473738.21114592,5318658.59809787,2024/01/15 05:00:00+00,1115,1500,500 COLUMBUS AVE    ,,All Other,LARCENY,43.043915327,-76.120885487,373
-8476178.08424922,5312070.97466587,2024/02/12 05:00:00+00,1730,1146,4800 S SALINA ST     ,,Of MV Parts/Accessories,LARCENY,43.0006512520001,-76.14280324,374
-8475192.53695235,5321988.27415377,2024/01/25 05:00:00+00,2100,2100,500 DEWITT ST     ,,,BURGLARY,43.0657713030001,-76.133949918,375
-8478041.29845651,5316428.40233798,2024/02/08 05:00:00+00,810,815,500 HUDSON ST     ,,Motor Vehicle,MV THEFT,43.0292719780001,-76.159540778,376
-8478951.95712442,5320530.37967509,2024/01/18 05:00:00+00,1337,1337,500 MARQUETTE ST     ,,From Coin Operated Machine/Device,LARCENY,43.05620265,-76.167721364,377
-8477298.64082639,5317873.86181961,2024/01/23 05:00:00+00,0,900,500 ONEIDA ST     ,,All Other,LARCENY,43.0387631880001,-76.152869371,378
-8478047.05167043,5320465.80650849,2024/01/31 05:00:00+00,1825,1825,500 PLUM ST   ,,From Building,LARCENY,43.0557788,-76.1595924599999,379
-8478047.05167043,5320465.80650849,2024/02/06 05:00:00+00,1830,2000,500 PLUM ST     ,,Motor Vehicle,MV THEFT,43.0557788,-76.1595924599999,380
-8478191.74262949,5316469.4418722,2024/01/22 05:00:00+00,1700,2000,500 RICH ST     ,,From Motor Vehicle,LARCENY,43.0295414730001,-76.1608922409999,381
-8481142.16075869,5319436.51229376,2024/02/22 05:00:00+00,1822,1822,500 SCHUYLER ST     ,,From Building,LARCENY,43.0490222490001,-76.187396298,382
-8475495.16833891,5318871.72451361,2024/02/11 05:00:00+00,1500,1520,500 S CROUSE AV   ,,,ROBBERY,43.0453145210001,-76.136668502,383
-8479645.64375206,5316394.05563226,2024/01/02 05:00:00+00,1200,1100,500 STINARD AV   ,,Motor Vehicle,MV THEFT,43.029046432,-76.173952857,384
-8481147.63845688,5318825.17271524,2024/01/02 05:00:00+00,1228,1230,500 TENNYSON AV   ,,All Other,LARCENY,43.0450089070001,-76.187445505,385
-8480398.81172322,5320972.73835883,2024/01/18 05:00:00+00,1600,830,500 STATE FAIR BLVD   ,,All Other,LARCENY,43.059106157,-76.18071868,386
-8477903.74107306,5313910.39250926,2024/02/15 05:00:00+00,0,0,500 VALLEY DR   ,,From Motor Vehicle,LARCENY,43.0127346570001,-76.1583050789999,387
-8478376.94252862,5323140.19442654,2024/02/19 05:00:00+00,1533,1541,500 WOLF ST     ,,From Motor Vehicle,LARCENY,43.0733306880001,-76.16255592,388
-8479988.96107667,5316806.77876283,2024/02/01 05:00:00+00,221,221,600 ARTHUR ST   ,,Motor Vehicle,MV THEFT,43.031756624,-76.1770369289999,389
-8469461.02509786,5320303.06399849,2024/02/03 05:00:00+00,2100,500,5800 THOMPSON RD   ,,From Building,LARCENY,43.054710566,-76.082462871,390
-8479988.96107667,5316806.77876283,2024/02/15 05:00:00+00,1050,1050,600 ARTHUR ST ,,Motor Vehicle,MV THEFT,43.031756624,-76.1770369289999,391
-8477985.42820596,5313151.43346385,2024/02/05 05:00:00+00,120,120,600 BARNES AV   ,Yes,Motor Vehicle,MV THEFT,43.007749232,-76.159038887,392
-8476995.62928377,5313570.7123097,2024/02/11 05:00:00+00,1859,1859,600 BALLANTYNE RD     ,,,AGGRAVATED ASSAULT,43.0105034270001,-76.1501473719999,393
-8477985.42820596,5313151.43346385,2024/02/15 05:00:00+00,2140,2142,600 BARNES AV ,,Motor Vehicle,MV THEFT,43.007749232,-76.159038887,394
-8476631.03001023,5321087.4006888,2024/02/21 05:00:00+00,1050,1052,600 BUTTERNUT ST   ,,Shoplifting,LARCENY,43.0598587430001,-76.1468721209999,395
-8476631.03001023,5321087.4006888,2024/02/16 05:00:00+00,1512,1512,600 BUTTERNUT ST   ,,From Building,LARCENY,43.0598587430001,-76.1468721209999,396
-8476631.03001023,5321087.4006888,2024/02/06 05:00:00+00,1812,1812,600 BUTTERNUT ST     ,,All Other,LARCENY,43.0598587430001,-76.1468721209999,397
-8476548.68419991,5314917.02807335,2024/01/26 05:00:00+00,1120,1120,200 W  LAFAYETTE AVE  ,,All Other,LARCENY,43.019346387,-76.146132396,398
-8479620.05618786,5322321.931704,2024/01/04 05:00:00+00,1916,1916,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,399
-8476116.2035254,5313612.55726969,2024/02/04 05:00:00+00,2205,2205,100 BALLANTYNE RD     ,Yes,,AGGRAVATED ASSAULT,43.0107782950001,-76.142247356,400
-8476504.12289643,5320482.09578466,2024/01/24 05:00:00+00,2300,2359,600 HICKORY ST   ,,From Motor Vehicle,LARCENY,43.055885721,-76.145732095,401
-8479620.05618786,5322321.931704,2024/01/24 05:00:00+00,1253,1253,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,402
-8474612.58366734,5320403.42972565,2024/01/23 05:00:00+00,0,1231,1000 HAWLEY AV   ,,From Building,BURGLARY,43.0553693640001,-76.128740109,403
-8479715.05189985,5321692.11934393,2024/02/14 05:00:00+00,2011,2011,600 HIAWATHA BLVD W ,,From Building,LARCENY,43.0638276600001,-76.1745763609999,404
-8476116.2035254,5313612.55726969,2024/01/07 05:00:00+00,1504,1504,100 BALLANTYNE RD   ,Yes,From Building,LARCENY,43.0107782950001,-76.142247356,405
-8477385.58479961,5319148.15982083,2024/01/03 05:00:00+00,201,201,200 W JEFFERSON ST     ,,,BURGLARY,43.047129296,-76.153650402,406
-8479620.05618786,5322321.931704,2024/02/01 05:00:00+00,1356,1356,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,407
-8474983.23638347,5318866.04592938,2024/02/25 05:00:00+00,1330,1530,1000 MADISON ST     ,,From Motor Vehicle,LARCENY,43.0452772410001,-76.132069739,408
-8478821.06210117,5318799.51474822,2024/01/29 05:00:00+00,445,504,600 OTISCO ST     ,,,AGGRAVATED ASSAULT,43.044840461,-76.1665455139999,409
-8476116.2035254,5313612.55726969,2024/02/13 05:00:00+00,1400,1400,100 BALLANTYNE RD   ,,From Building,BURGLARY,43.0107782950001,-76.142247356,410
-8476548.68419991,5314917.02807335,2024/01/25 05:00:00+00,1316,1316,200 W LAFAYETTE AV   ,,All Other,LARCENY,43.019346387,-76.146132396,411
-8479620.05618786,5322321.931704,2024/02/11 05:00:00+00,2040,1210,1 DESTINY USA DR,,From Building,LARCENY,43.067961,-76.1737229999999,412
-8475233.2006265,5318691.94675108,2024/02/25 05:00:00+00,1658,1658,1000 HARRISON ST     ,,,BURGLARY,43.0441342660001,-76.1343152059999,413
-8476040.66312082,5321574.40713318,2024/01/16 05:00:00+00,530,530,600 PARK ST     ,Yes,,AGGRAVATED ASSAULT,43.063055106,-76.141568765,414
-8476116.2035254,5313612.55726969,2024/02/18 05:00:00+00,555,600,100 BALLANTYNE RD     ,,,ROBBERY,43.0107782950001,-76.142247356,415
-8476520.4019248,5314245.11417724,2024/02/23 05:00:00+00,0,54,200 PRIMROSE AV   ,,Motor Vehicle,MV THEFT,43.014933237,-76.1458783319999,416
-8479620.05618786,5322321.931704,2024/02/19 05:00:00+00,1713,1713,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,417
-8477302.03139545,5316430.9288617,2024/01/24 05:00:00+00,2340,2340,1000 MIDLAND AV   ,,All Other,LARCENY,43.0292885690001,-76.152899829,418
-8476040.66312082,5321574.40713318,2024/01/07 05:00:00+00,1154,1200,600 PARK ST   ,,,AGGRAVATED ASSAULT,43.063055106,-76.141568765,419
-8477455.52961866,5314517.07670576,2024/01/31 05:00:00+00,414,414,100 BERGER AV ,,Motor Vehicle,MV THEFT,43.0167195330001,-76.154278727,420
-8479748.29624126,5318744.60898271,2024/01/04 05:00:00+00,800,1420,200 W MARCELLUS ST     ,,All Other,LARCENY,43.0444800000001,-76.174875,421
-8479620.05618786,5322321.931704,2024/01/15 05:00:00+00,1413,1413,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,422
-8471581.32109378,5322781.36355868,2024/02/05 05:00:00+00,1200,1200,1000 TYSON PL     ,,,ROBBERY,43.070975989,-76.1015098139999,423
-8472050.96377655,5318953.26208257,2024/01/13 05:00:00+00,2217,2217,600 SALT SPRINGS RD     ,,,AGGRAVATED ASSAULT,43.0458498140001,-76.105728686,424
-8476381.99483967,5318133.21444758,2024/01/13 05:00:00+00,219,219,100 DABLON CT     ,Yes,,AGGRAVATED ASSAULT,43.040466,-76.1446349999999,425
-8480391.216617,5316512.10691499,2024/01/03 05:00:00+00,1515,1530,200 RIDER AV   ,Yes,,ROBBERY,43.0298216410001,-76.180650452,426
-8479620.05618786,5322321.931704,2024/01/24 05:00:00+00,1346,1346,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,427
-8476193.36641155,5324207.74832625,2024/02/01 05:00:00+00,0,1230,1000 WADSWORTH ST   ,,From Building,LARCENY,43.080335593,-76.1429405219999,428
-8475509.36135134,5318451.24428097,2024/01/24 05:00:00+00,1557,1557,700 S CROUSE AV   ,,All Other,LARCENY,43.0425540000001,-76.1367959999999,429
-8473286.19980071,5322681.24794269,2024/01/08 05:00:00+00,0,100,100 EDTIM RD   ,,From Building,LARCENY,43.070319,-76.1168249999999,430
-8479620.05618786,5322321.931704,2024/02/09 05:00:00+00,1800,1800,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,431
-8479620.05618786,5322321.931704,2024/01/24 05:00:00+00,1346,1346,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,432
-8476445.60480047,5314359.46470715,2024/01/28 05:00:00+00,615,623,1100 CANNON ST   ,,Motor Vehicle,MV THEFT,43.0156843170001,-76.145206418,433
-8474308.11272619,5317750.77049019,2024/02/10 05:00:00+00,1930,830,700 SUMNER AV   ,,From Motor Vehicle,LARCENY,43.0379550000001,-76.126005,434
-8475991.7643647,5318284.00310549,2024/01/30 05:00:00+00,2130,1716,100 FRISBIE CT   ,,Unknown,LARCENY,43.041456,-76.1411295,435
-8475174.23402431,5318048.22554892,2024/02/06 05:00:00+00,1330,1800,200 WAVERLY AV   ,,From Building,LARCENY,43.039908,-76.1337855,436
-8479620.05618786,5322321.931704,2024/02/01 05:00:00+00,1428,1428,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,437
-8479571.57510247,5317752.72485934,2024/01/08 05:00:00+00,2302,2302,1000 S GEDDES ST   ,,From Building,BURGLARY,43.037967832,-76.173287487,438
-8475273.92062831,5318432.05251863,2024/02/12 05:00:00+00,1415,1620,700 UNIVERSITY AV   ,,All Other,LARCENY,43.042428,-76.1346809999999,439
-8479501.83488864,5318216.83331191,2024/01/24 05:00:00+00,920,920,100 GRAND AV   ,,Motor Vehicle,MV THEFT,43.0410150000001,-76.1726609999999,440
-8477618.80993081,5319295.72084822,2024/01/01 05:00:00+00,142,142,200 WALTON ST     ,Yes,,AGGRAVATED ASSAULT,43.048098,-76.155745499,441
-8478137.92199341,5316115.15188595,2024/01/26 05:00:00+00,1300,2144,0 CENTENNIAL DR     ,,Motor Vehicle,MV THEFT,43.027214912,-76.160408762,442
-8476445.60480047,5314359.46470715,2024/01/15 05:00:00+00,1735,1904,1100 CANNON ST     ,,All Other,LARCENY,43.0156843170001,-76.145206418,443
-8475985.25217448,5319155.88341683,2024/01/03 05:00:00+00,738,738,700 W GENESEE ST     ,,Of MV Parts/Accessories,LARCENY,43.04718,-76.141071,444
-8476439.74360663,5314126.10588283,2024/02/14 05:00:00+00,918,918,200 W OSTRANDER AV   ,,,AGGRAVATED ASSAULT,43.0141515540001,-76.145153766,445
-8481311.72282971,5320311.66149215,2024/02/01 05:00:00+00,1700,800,100 HERKIMER ST   ,,From Motor Vehicle,LARCENY,43.054767,-76.1889194999999,446
-8479620.05618786,5322321.931704,2024/01/02 05:00:00+00,1826,1826,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,447
-8479571.57510247,5317752.72485934,2024/01/03 05:00:00+00,1847,1847,1000 S GEDDES ST     ,,,ROBBERY,43.037967832,-76.173287487,448
-8478420.31037584,5317664.41434322,2024/02/20 05:00:00+00,47,47,700 W ONONDAGA ST     ,,,AGGRAVATED ASSAULT,43.0373880000001,-76.1629455,449
-8472972.28974598,5320922.70404886,2024/01/19 05:00:00+00,1140,1140,100 CALEB AVE    ,,,BURGLARY,43.0587777540001,-76.114005098,450
-8474814.59381144,5318864.50777698,2024/02/15 05:00:00+00,0,1630,1100 MADISON ST   ,,From Motor Vehicle,LARCENY,43.045267143,-76.1305547969999,451
-8479620.05618786,5322321.931704,2024/02/01 05:00:00+00,1543,1543,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,452
-8475174.23402431,5318048.22554892,2024/02/14 05:00:00+00,1640,1645,200 WAVERLY AV ,,Shoplifting,LARCENY,43.039908,-76.1337855,453
-8475030.96583966,5318551.3162517,2024/02/07 05:00:00+00,2229,2231,700 WALNUT AV   ,,All Other,LARCENY,43.043211,-76.1324984999999,454
-8473441.10565889,5318899.83096684,2024/02/19 05:00:00+00,1518,1518,100 CAMBRIDGE ST     ,,Motor Vehicle,MV THEFT,43.04549904,-76.118216543,455
-8479269.97831926,5320339.71910837,2024/01/02 05:00:00+00,1130,1130,1100 W  BELDEN AVE  ,,All Other,LARCENY,43.05495117,-76.1705781969999,456
-8479620.05618786,5322321.931704,2024/01/30 05:00:00+00,1357,1357,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,457
-8475174.23402431,5318048.22554892,2024/01/30 05:00:00+00,1509,1509,200 WAVERLY AV ,,From Building,LARCENY,43.039908,-76.1337855,458
-8475030.96583966,5318551.3162517,2024/02/07 05:00:00+00,2230,2232,700 WALNUT AV   ,,From Building,LARCENY,43.043211,-76.1324984999999,459
-8477311.90576823,5322328.1359633,2024/01/18 05:00:00+00,1051,1051,100 CARLISLE ST     ,,All Other,LARCENY,43.068001716,-76.1529885319999,460
-8473902.13310362,5321299.88622181,2024/01/19 05:00:00+00,1145,1515,1100 TEALL AV   ,,From Building,BURGLARY,43.0612533670001,-76.1223580229999,461
-8479620.05618786,5322321.931704,2024/02/15 05:00:00+00,1245,1245,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,462
-8474689.82737144,5322280.78950522,2024/01/29 05:00:00+00,1906,1926,200 WENDELL TER  ,,All Other,LARCENY,43.067691,-76.1294340009999,463
-8471873.05452483,5323179.10206499,2024/01/03 05:00:00+00,329,329,800 COUGHLIN AV   ,,Motor Vehicle,MV THEFT,43.073586,-76.1041304999999,464
-8473310.65057027,5322289.44078031,2024/01/26 05:00:00+00,100,100,100 CLIFTON PL   ,,All Other,LARCENY,43.067747775,-76.117044645,465
-8479629.14286394,5317552.53223169,2024/02/13 05:00:00+00,930,930,1100 S GEDDES ST     ,,Motor Vehicle,MV THEFT,43.0366533930001,-76.173804627,466
-8476144.04953942,5318478.66115266,2024/01/16 05:00:00+00,1437,1437,0 ALMOND ST & E ADAMS ST        ,,,AGGRAVATED ASSAULT,43.0427340000001,-76.142497501,467
-8475933.55863122,5320351.81984785,2024/01/14 05:00:00+00,1002,1518,200 WAYNE ST   ,,All Other,LARCENY,43.0550305990001,-76.1406066289999,468
-8475795.39689426,5319106.52952894,2024/02/23 05:00:00+00,1942,1942,800 E  GENESEE ST   ,,,AGGRAVATED ASSAULT,43.046856,-76.139365501,469
-8474847.780712,5319112.36089047,2024/01/16 05:00:00+00,350,1805,100 COMSTOCK AV   ,,From Building,BURGLARY,43.046894282,-76.1308529199999,470
-8482074.86179897,5320738.86500196,2024/02/07 05:00:00+00,1221,1221,1100 WILLIS AV ,,From Building,LARCENY,43.0575711010001,-76.195774894,471
-8479620.05618786,5322321.931704,2024/01/09 05:00:00+00,1852,1852,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,472
-8475830.96336025,5313606.57512241,2024/02/05 05:00:00+00,423,512,200 WALRATH RD   ,Yes,Motor Vehicle,MV THEFT,43.0107390000001,-76.139685,473
-8476711.1109142,5320824.47240816,2024/02/19 05:00:00+00,0,1225,800 N MCBRIDE ST     ,,From Building,BURGLARY,43.0581330000001,-76.1475915,474
-8474847.780712,5319112.36089047,2024/02/05 05:00:00+00,1413,1850,100 COMSTOCK AVE  ,,All Other,LARCENY,43.046894282,-76.1308529199999,475
-8476121.83773879,5317979.36347985,2024/02/13 05:00:00+00,0,1124,1200 ALMOND ST     ,,All Other,LARCENY,43.0394558780001,-76.142297969,476
-8479620.05618786,5322321.931704,2024/01/16 05:00:00+00,1548,1548,1 DESTINY USA DR,,,AGGRAVATED ASSAULT,43.067961,-76.1737229999999,477
-8474857.14045479,5322877.36912586,2024/02/01 05:00:00+00,800,1500,200 WOODLAWN TER  ,,All Other,LARCENY,43.071606,-76.130937,478
-8476711.1109142,5320824.47240816,2024/01/27 05:00:00+00,2022,2022,800 N MCBRIDE ST     ,,Purse Snatch,LARCENY,43.0581330000001,-76.1475915,479
-8473217.07050825,5322981.60303909,2024/02/06 05:00:00+00,0,645,100 LINWILL TER    ,,From Motor Vehicle,LARCENY,43.0722900000001,-76.116204001,480
-8476121.83773879,5317979.36347985,2024/01/30 05:00:00+00,1159,834,1200 ALMOND ST   ,,From Building,LARCENY,43.0394558780001,-76.142297969,481
-8479620.05618786,5322321.931704,2024/01/23 05:00:00+00,1047,1047,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,482
-8473087.95069692,5319641.52617203,2024/01/13 05:00:00+00,43,43,200 WESTMORELAND AV   ,Yes,,AGGRAVATED ASSAULT,43.050368072,-76.1150440979999,483
-8477417.934021,5321411.36008407,2024/01/19 05:00:00+00,2359,2359,800 N SALINA ST     ,,From Coin Operated Machine/Device,LARCENY,43.061985,-76.153941,484
-8473217.07050825,5322981.60303909,2024/02/16 05:00:00+00,2100,700,100 LINWILL TER  ,,Motor Vehicle,MV THEFT,43.0722900000001,-76.116204001,485
-8474968.79267954,5319677.57315207,2024/02/02 05:00:00+00,1900,730,1200 ERIE BLVD E ,,From Building,BURGLARY,43.0506047010001,-76.131939989,486
-8479620.05618786,5322321.931704,2024/01/03 05:00:00+00,1429,1429,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,487
-8473035.73105774,5319294.34988286,2024/01/04 05:00:00+00,1600,820,2000 E FAYETTE ST     ,,From Building,BURGLARY,43.0480890000001,-76.1145750009999,488
-8477417.934021,5321411.36008407,2024/01/20 05:00:00+00,221,221,800 N SALINA ST ,Yes,,MURDER,43.061985,-76.153941,489
-8473217.07050825,5322981.60303909,2024/01/16 05:00:00+00,1130,1530,100 LINWILL TER  ,,All Other,LARCENY,43.0722900000001,-76.116204001,490
-8476941.44741594,5317501.43033205,2024/02/09 05:00:00+00,1705,1705,1100 S SALINA ST     ,,Motor Vehicle,MV THEFT,43.0363178600001,-76.149660648,491
-8472898.47401428,5319247.73718003,2024/02/12 05:00:00+00,107,107,2100 E FAYETTE ST     ,,,AGGRAVATED ASSAULT,43.047783,-76.113342,492
-8479975.72196095,5318352.54420888,2024/01/02 05:00:00+00,830,1750,800 S WILBUR AV   ,,Motor Vehicle,MV THEFT,43.041906,-76.1769179999999,493
-8479620.05618786,5322321.931704,2024/01/03 05:00:00+00,1710,1710,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,494
-8473751.57093197,5319679.59906505,2024/01/09 05:00:00+00,1118,1118,100 LYNCH ST   ,,All Other,LARCENY,43.050618,-76.1210055,495
-8474802.89413296,5318686.46431138,2024/01/27 05:00:00+00,1019,1019,1200 HARRISON ST     ,,All Other,LARCENY,43.044098273,-76.130449697,496
-8479620.05618786,5322321.931704,2024/01/03 05:00:00+00,1545,1545,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,497
-8473138.92411439,5318846.0549946,2024/02/06 05:00:00+00,1105,1400,2300 E  GENESEE ST   ,,All Other,LARCENY,43.045146,-76.1155019999999,498
-8477199.02424235,5319753.63453536,2024/01/22 05:00:00+00,110,810,100 N SALINA ST     ,,From Motor Vehicle,LARCENY,43.0511040000001,-76.1519744999999,499
-8473862.77910327,5320882.06255792,2024/01/12 05:00:00+00,2115,2115,800 TEALL AV   ,,From Building,LARCENY,43.0585110000001,-76.1220044999999,500
-8474633.35020703,5318862.71966372,2024/01/25 05:00:00+00,1351,1351,1200 MADISON ST     ,Yes,All Other,LARCENY,43.045255404,-76.128926658,501
-8479620.05618786,5322321.931704,2024/01/29 05:00:00+00,1751,1751,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,502
-8476805.78825244,5314599.97306347,2024/01/28 05:00:00+00,2100,1245,2300 MIDLAND AV ,,From Motor Vehicle,MV THEFT,43.0172640000001,-76.148442001,503
-8477092.82544813,5318776.13938196,2024/01/02 05:00:00+00,2050,2051,100 ONONDAGA AV   ,,,ROBBERY,43.0446870000001,-76.1510205,504
-8474123.76764944,5317160.00072932,2024/01/17 05:00:00+00,1325,1325,900 ACKERMAN AV   ,,All Other,LARCENY,43.034076,-76.1243489999999,505
-8474802.89413296,5318686.46431138,2024/02/03 05:00:00+00,1130,1230,1200 HARRISON ST     ,,From Building,BURGLARY,43.044098273,-76.130449697,506
-8479620.05618786,5322321.931704,2024/01/22 05:00:00+00,1404,1404,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,507
-8480358.6959636,5318969.0104083,2024/01/10 05:00:00+00,451,500,200 WHITTIER AV   ,,From Motor Vehicle,LARCENY,43.045953201,-76.180358314,508
-8477092.82544813,5318776.13938196,2024/02/03 05:00:00+00,906,906,100 ONONDAGA AV   ,,,AGGRAVATED ASSAULT,43.0446870000001,-76.1510205,509
-8476278.80167171,5321571.80074955,2024/01/17 05:00:00+00,859,859,900 BUTTERNUT ST   ,Yes,,ROBBERY,43.0630380000001,-76.1437079999999,510
