X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8476977.10883745,5315178.24777937,2024/01/23 05:00:00+00,1730,2008,200 FOREST AV   ,,From Motor Vehicle,MV THEFT,43.021062,-76.149981,168
-8478839.09441153,5317831.64443076,2024/01/08 05:00:00+00,300,338,200 GRACE ST   ,,Motor Vehicle,MV THEFT,43.038486,-76.166707501,169
-8475389.13618997,5315888.12204787,2024/02/02 05:00:00+00,659,707,200 JAMESVILLE AV ,,Motor Vehicle,MV THEFT,43.025724,-76.135715999,170
-8477225.5739409,5314302.62771498,2024/02/23 05:00:00+00,2355,2355,200 KENMORE AVE  ,,,AGGRAVATED ASSAULT,43.0153110000001,-76.152213,171
-8477789.12886305,5317473.88534935,2024/01/30 05:00:00+00,2000,700,200 LINCOLN AVE  ,,Motor Vehicle,MV THEFT,43.0361370000001,-76.1572755,172
-8475835.97273733,5310161.32969638,2024/01/23 05:00:00+00,34,34,200 MAPLEWOOD AV   ,,,AGGRAVATED ASSAULT,42.9881040000001,-76.13973,173
-8477631.83442255,5315046.69399003,2024/01/01 05:00:00+00,1318,1318,200 MARGUERITE AV   ,Yes,,BURGLARY,43.0201980000001,-76.1558625,174
-8475704.72705768,5312307.78088312,2024/02/05 05:00:00+00,55,104,200 MONTICELLO DR   N ,,Motor Vehicle,MV THEFT,43.0022070000001,-76.1385509999999,175
-8482269.01479078,5320248.59043572,2024/02/12 05:00:00+00,1500,1900,200 MORTON ST     ,,From Building,BURGLARY,43.054353,-76.1975189999999,176
-8475704.72705768,5312307.78088312,2024/01/18 05:00:00+00,400,720,200 MONTICELLO DR   N ,,Motor Vehicle,MV THEFT,43.0022070000001,-76.1385509999999,177
-8482269.01479078,5320248.59043572,2024/02/13 05:00:00+00,1430,1900,200 MORTON ST     ,,From Building,BURGLARY,43.054353,-76.1975189999999,178
-8482269.01479078,5320248.59043572,2024/02/05 05:00:00+00,1300,1616,200 MORTON ST     ,,Motor Vehicle,MV THEFT,43.054353,-76.1975189999999,179
-8482269.01479078,5320248.59043572,2024/02/20 05:00:00+00,2014,1609,200 MORTON ST     ,,Motor Vehicle,MV THEFT,43.054353,-76.1975189999999,180
-8478412.79631022,5315697.62925918,2024/01/16 05:00:00+00,1800,830,200 PARKWAY DR     ,,Motor Vehicle,MV THEFT,43.0244730000001,-76.162878,181
-8477672.99792122,5321474.02623449,2024/01/30 05:00:00+00,2215,2215,100 ISABELLA ST   ,,All Other,LARCENY,43.062396291,-76.1562322779999,182
-8475391.39630959,5316162.65669871,2024/01/02 05:00:00+00,233,303,100 JAMESVILLE AV   ,,Motor Vehicle,MV THEFT,43.0275268730001,-76.1357363019999,183
-8475391.39630959,5316162.65669871,2024/01/02 05:00:00+00,1655,1655,100 JAMESVILLE AV   ,,From Motor Vehicle,LARCENY,43.0275268730001,-76.1357363019999,184
-8475391.39630959,5316162.65669871,2024/01/03 05:00:00+00,120,120,100 JAMESVILLE AV   ,,Motor Vehicle,MV THEFT,43.0275268730001,-76.1357363019999,185
-8475391.39630959,5316162.65669871,2024/02/02 05:00:00+00,1540,500,100 JAMESVILLE AV ,,From Motor Vehicle,LARCENY,43.0275268730001,-76.1357363019999,186
-8476016.86679855,5321425.68063465,2024/02/15 05:00:00+00,430,500,100 JASPER ST   ,,Motor Vehicle,MV THEFT,43.062078989,-76.141354999,187
-8476016.86679855,5321425.68063465,2024/02/15 05:00:00+00,2200,630,100 JASPER ST   ,,Motor Vehicle,MV THEFT,43.062078989,-76.141354999,188
-8476902.63843582,5321295.51190471,2024/02/09 05:00:00+00,900,1600,100 JOHN ST     ,,From Building,BURGLARY,43.061224657,-76.149312021,189
-8476902.63843582,5321295.51190471,2024/02/12 05:00:00+00,2024,2024,100 JOHN ST     ,,From Building,LARCENY,43.061224657,-76.149312021,190
-8476902.63843582,5321295.51190471,2024/02/12 05:00:00+00,2223,2223,100 JOHN ST     ,,From Building,LARCENY,43.061224657,-76.149312021,191
-8478252.31401346,5318185.21508837,2024/01/04 05:00:00+00,1354,1354,100 KELLOGG ST     ,,Of MV Parts/Accessories,LARCENY,43.0408074110001,-76.161436363,192
-8476229.30256957,5322076.70417403,2024/02/16 05:00:00+00,1335,1335,100 KNAUL ST   ,,All Other,LARCENY,43.066351651,-76.143263342,193
-8478287.31831603,5322714.59114861,2024/01/19 05:00:00+00,930,930,100 LACY PL     ,,Motor Vehicle,MV THEFT,43.070537809,-76.161750812,194
-8478287.31831603,5322714.59114861,2024/01/22 05:00:00+00,1756,1756,100 LACY PL     ,,,BURGLARY,43.070537809,-76.161750812,195
-8474674.4606063,5312165.99367544,2024/02/01 05:00:00+00,2000,2300,100 LAFAYETTE RD ,,Motor Vehicle,MV THEFT,43.001275504,-76.129295959,196
-8474674.4606063,5312165.99367544,2024/01/03 05:00:00+00,0,2239,100 LAFAYETTE RD     ,,From Building,BURGLARY,43.001275504,-76.129295959,197
-8474674.4606063,5312165.99367544,2024/01/26 05:00:00+00,1530,1000,100 LAFAYETTE RD     ,,From Building,BURGLARY,43.001275504,-76.129295959,198
-8476915.91885107,5322457.22041685,2024/02/08 05:00:00+00,1852,1852,100 LAWRENCE ST     ,,,AGGRAVATED ASSAULT,43.0688488380001,-76.149431321,199
-8476915.91885107,5322457.22041685,2024/01/30 05:00:00+00,1200,1200,100 LAWRENCE ST   ,,All Other,LARCENY,43.0688488380001,-76.149431321,200
-8476915.91885107,5322457.22041685,2024/01/09 05:00:00+00,1100,1230,100 LAWRENCE ST   ,,Motor Vehicle,MV THEFT,43.0688488380001,-76.149431321,201
-8476102.21957096,5323785.34242024,2024/01/17 05:00:00+00,1420,1610,100 LOMA AV ,,Motor Vehicle,MV THEFT,43.077564013,-76.142121736,202
-8476021.58552045,5323870.38307245,2024/01/18 05:00:00+00,2100,820,100 MALVERNE DR     ,,Motor Vehicle,MV THEFT,43.0781220100001,-76.141397388,203
-8474996.6863383,5315824.67959994,2024/02/12 05:00:00+00,1715,745,100 LORRAINE AV N ,,Motor Vehicle,MV THEFT,43.0253073650001,-76.1321905619999,204
-8474244.28903198,5318990.02233264,2024/01/22 05:00:00+00,1000,1400,100 MAPLE TER    ,,From Building,BURGLARY,43.0460911430001,-76.125431662,205
-8475489.13404327,5323857.26139211,2024/01/17 05:00:00+00,1400,1900,100 MAPLEHURST AVE    ,,All Other,LARCENY,43.0780359120001,-76.136614295,206
-8480290.09788775,5316939.79388737,2024/02/01 05:00:00+00,240,240,100 MARKLAND AV ,,Motor Vehicle,MV THEFT,43.0326300570001,-76.179742087,207
-8475486.20489351,5318301.22530509,2024/01/20 05:00:00+00,0,130,100 MARSHALL ST     ,,From Building,LARCENY,43.041569071,-76.136587982,208
-8477092.49160098,5321436.74533155,2024/01/28 05:00:00+00,1700,1710,100 MARY ST   ,,All Other,LARCENY,43.0621516090001,-76.151017501,209
-8474587.92940575,5319968.49823689,2024/01/23 05:00:00+00,1853,1853,100 MATHER ST     ,,From Mailbox,LARCENY,43.052514434,-76.128518636,210
-8475538.67143931,5312173.52519536,2024/01/10 05:00:00+00,0,1030,100 MAYWOOD DR     ,,From Motor Vehicle,LARCENY,43.0013249840001,-76.137059297,211
-8476364.60484278,5315618.34550778,2024/01/18 05:00:00+00,1849,1849,100 MCKINLEY AV   ,,All Other,LARCENY,43.0239523220001,-76.144478783,212
-8476364.60484278,5315618.34550778,2024/02/06 05:00:00+00,2100,700,100 MCKINLEY AV   ,,Motor Vehicle,MV THEFT,43.0239523220001,-76.144478783,213
-8476525.99951407,5323138.48306229,2024/02/22 05:00:00+00,136,136,100 MCCHESNEY PARK DR   ,,Motor Vehicle,MV THEFT,43.0733194580001,-76.1459286159999,214
-8476912.70015932,5319689.88173418,2024/02/11 05:00:00+00,2203,2203,100 MONTGOMERY ST     ,,Motor Vehicle,MV THEFT,43.0506855,-76.149402407,215
-8477771.2696545,5323522.72954197,2024/02/07 05:00:00+00,1230,1230,100 MURRAY AVE  ,,All Other,LARCENY,43.075840838,-76.1571150679999,216
-8475718.59802283,5312027.74904708,2024/01/22 05:00:00+00,1200,925,100 MONTICELLO DR   N ,,All Other,MV THEFT,43.000367268,-76.1386756049999,217
-8479288.42618528,5319305.51091776,2024/01/02 05:00:00+00,2300,2301,100 N GEDDES ST     ,,,ROBBERY,43.048162269,-76.170743917,218
,,2024/02/18 05:00:00+00,2312,2312,100 NEWBURY HOLLOW LN     ,,Motor Vehicle,MV THEFT,,,219
-8473408.4286016,5317366.97150019,2024/02/10 05:00:00+00,300,730,200 ROOSEVELT AV   ,,From Motor Vehicle,LARCENY,43.0354350000001,-76.117923,220
-8479353.55732691,5318943.38936565,2024/02/15 05:00:00+00,115,115,200 S GEDDES ST     ,,,BURGLARY,43.0457850000001,-76.171329,221
-8478888.18619564,5317945.41743032,2024/02/21 05:00:00+00,2100,515,200 SABINE ST   ,,All Other,LARCENY,43.0392330000001,-76.1671484999999,222
-8473390.39484409,5322934.97193411,2024/01/13 05:00:00+00,1020,1027,200 VILLAGE DR     ,Yes,,AGGRAVATED ASSAULT,43.071984,-76.117761,223
-8476574.85596879,5315089.17469879,2024/02/06 05:00:00+00,0,545,200 W BRIGHTON AV   ,,Motor Vehicle,MV THEFT,43.020477,-76.146367501,224
-8471409.68725573,5319420.47953876,2024/01/12 05:00:00+00,1900,726,200 W FAYETTE ST     ,,Motor Vehicle,MV THEFT,43.0489170000001,-76.099968001,225
,,2024/01/02 05:00:00+00,300,300,100 NEWBURY HOLLOW LN     ,,Motor Vehicle,MV THEFT,,,226
,,2024/01/31 05:00:00+00,1830,720,100 NEWBURY HOLLOW LN   ,,Motor Vehicle,MV THEFT,,,227
,,2024/01/31 05:00:00+00,1500,559,100 NEWBURY HOLLOW LN   ,,Motor Vehicle,MV THEFT,,,228
,,2024/02/04 05:00:00+00,600,545,100 NEWBURY HOLLOW LN     ,,Motor Vehicle,MV THEFT,,,229
-8472309.60782292,5319198.47176647,2024/01/24 05:00:00+00,1800,1800,100 NIVEN ST     ,,From Motor Vehicle,MV THEFT,43.0474595840001,-76.108052125,230
-8472309.60782292,5319198.47176647,2024/01/27 05:00:00+00,1611,1806,100 NIVEN ST     ,,Motor Vehicle,MV THEFT,43.0474595840001,-76.108052125,231
-8476500.85767312,5317958.08728944,2024/01/05 05:00:00+00,1440,1440,100 OAKWOOD AV   ,,From Motor Vehicle,MV THEFT,43.0393161860001,-76.145702763,232
-8481812.799465,5320594.86903809,2024/01/26 05:00:00+00,1041,1041,100 OLIVE ST     ,,All Other,LARCENY,43.056625947,-76.1934207479999,233
-8481812.799465,5320594.86903809,2024/01/17 05:00:00+00,640,1540,100 OLIVE ST     ,,All Other,LARCENY,43.056625947,-76.1934207479999,234
-8475122.68664354,5314787.95851495,2024/02/05 05:00:00+00,439,439,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,235
-8475122.68664354,5314787.95851495,2024/02/02 05:00:00+00,1830,615,100 REMINGTON AV ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,236
-8478041.9906411,5315732.78196727,2024/01/03 05:00:00+00,1846,1846,100 PARKWAY DR     ,,,AGGRAVATED ASSAULT,43.024703856,-76.159546996,237
-8475122.68664354,5314787.95851495,2024/02/01 05:00:00+00,1500,2339,100 REMINGTON AV ,Yes,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,238
-8475122.68664354,5314787.95851495,2024/01/02 05:00:00+00,1630,730,100 REMINGTON AV   ,,Motor Vehicle,MV THEFT,43.0184986790001,-76.133322442,239
-8474663.67152125,5321070.36166778,2024/02/02 05:00:00+00,650,650,100 SHUART AV ,,Motor Vehicle,MV THEFT,43.0597469080001,-76.129199039,240
-8471839.41600111,5320436.95508464,2024/01/12 05:00:00+00,1150,1210,100 SIMON DR     ,Yes,Purse Snatch,LARCENY,43.055589422,-76.1038283199999,241
-8471839.41600111,5320436.95508464,2024/02/15 05:00:00+00,1613,1616,100 SIMON DR   ,,Shoplifting,LARCENY,43.055589422,-76.1038283199999,242
-8477134.79434331,5322933.12848635,2024/02/12 05:00:00+00,907,907,100 SECOND NORTH ST     ,,,AGGRAVATED ASSAULT,43.0719719030001,-76.1513975129999,243
,,2024/02/12 05:00:00+00,1645,1645,100 SIMS DR     ,,All Other,LARCENY,,,244
-8472011.21815423,5322454.39923438,2024/01/14 05:00:00+00,845,845,100 S  MIDLER AVE    ,,All Other,LARCENY,43.068830324,-76.1053716449999,245
,,2024/02/19 05:00:00+00,1226,1226,100 SIMS DR     ,,All Other,LARCENY,,,246
-8476075.14177275,5322706.03624427,2024/02/09 05:00:00+00,1618,1135,100 SWEETING ST     ,,All Other,LARCENY,43.0704816690001,-76.141878492,247
-8476242.81152374,5321892.16314128,2024/01/13 05:00:00+00,1630,900,100 SPRING ST     ,,,BURGLARY,43.0651405400001,-76.143384695,248
-8476069.59483384,5314013.5076361,2024/02/07 05:00:00+00,1140,1330,100 W  MATSON AVE  ,,All Other,LARCENY,43.013411965,-76.141828663,249
-8476031.57243725,5314602.04827187,2024/01/02 05:00:00+00,1545,1545,100 W  PLEASANT AVE    ,,,AGGRAVATED ASSAULT,43.0172776300001,-76.141487102,250
-8476006.36246876,5314446.62465928,2024/02/18 05:00:00+00,200,700,100 W CALTHROP AV   ,,Motor Vehicle,MV THEFT,43.016256797,-76.141260637,251
-8476209.72280697,5315130.56236206,2024/01/24 05:00:00+00,1648,1648,100 W BRIGHTON AV   ,,Purse Snatch,LARCENY,43.0207488200001,-76.143087454,252
-8476109.89171027,5314845.73255428,2024/02/18 05:00:00+00,1540,1620,100 W CORNING AV   ,Yes,Motor Vehicle,MV THEFT,43.0188781310001,-76.142190656,253
-8477384.97398956,5319283.99285532,2024/01/04 05:00:00+00,2200,1530,100 WALTON ST     ,,Pocket Picking,LARCENY,43.0480210090001,-76.153644915,254
-8476128.43531105,5320221.50444223,2024/01/15 05:00:00+00,1430,1000,100 WAYNE ST     ,,From Motor Vehicle,LARCENY,43.054175206,-76.142357236,255
-8480129.76631759,5319088.28510771,2024/01/10 05:00:00+00,30,615,100 WHITTIER AV ,,From Motor Vehicle,LARCENY,43.046736228,-76.1783018039999,256
-8480129.76631759,5319088.28510771,2024/01/10 05:00:00+00,100,615,100 WHITTIER AVE  ,,From Motor Vehicle,LARCENY,43.046736228,-76.1783018039999,257
-8473648.49264572,5319369.92510585,2024/01/27 05:00:00+00,2000,1000,100 WESTCOTT ST     ,,From Building,BURGLARY,43.0485851280001,-76.120079532,258
-8476631.03001023,5321087.4006888,2024/01/24 05:00:00+00,900,905,600 BUTTERNUT ST     ,Yes,Shoplifting,LARCENY,43.0598587430001,-76.1468721209999,259
-8475007.42176736,5317812.45394086,2024/01/11 05:00:00+00,1305,1305,100 COLLEGE PL     ,,All Other,LARCENY,43.0383600000001,-76.132287,260
-8476631.03001023,5321087.4006888,2024/01/30 05:00:00+00,916,916,600 BUTTERNUT ST   ,Yes,Shoplifting,LARCENY,43.0598587430001,-76.1468721209999,261
-8476496.21631827,5315956.22865394,2024/02/08 05:00:00+00,845,845,100 WOOD AV   ,,Motor Vehicle,MV THEFT,43.026171262,-76.145661069,262
-8473490.58238581,5320773.73852276,2024/02/05 05:00:00+00,1014,1014,600 ROBINSON ST     ,Yes,All Other,LARCENY,43.0578,-76.118661,263
-8475843.80450879,5312629.88025577,2024/01/01 05:00:00+00,2300,650,200 SENECA DR     ,,Motor Vehicle,MV THEFT,43.0043230360001,-76.139800354,264
-8475007.42176736,5317812.45394086,2024/02/21 05:00:00+00,1200,1300,100 COLLEGE PL   ,,From Motor Vehicle,LARCENY,43.0383600000001,-76.132287,265
-8479620.05618786,5322321.931704,2024/01/23 05:00:00+00,1916,1916,1 DESTINY USA DR,Yes,Shoplifting,LARCENY,43.067961,-76.1737229999999,266
-8476353.32194447,5320604.68697808,2024/02/03 05:00:00+00,1500,700,600 CATHERINE ST   ,,All Other,LARCENY,43.05669039,-76.1443774269999,267
-8477468.04048227,5313466.39301929,2024/01/01 05:00:00+00,2000,920,1000 BALLANTYNE RD     ,,From Motor Vehicle,LARCENY,43.0098181770001,-76.154391114,268
-8480302.33334694,5317424.54034392,2024/02/04 05:00:00+00,1409,1409,600 ROWLAND ST     ,,,AGGRAVATED ASSAULT,43.0358130000001,-76.179852,269
-8477965.9652175,5321837.46821098,2024/01/18 05:00:00+00,1135,1135,200 SUNSET AVE    ,Yes,,BURGLARY,43.0647815820001,-76.1588640479999,270
-8479620.05618786,5322321.931704,2024/02/01 05:00:00+00,1850,1850,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,271
-8475007.42176736,5317812.45394086,2024/02/20 05:00:00+00,1835,1835,100 COLLEGE PL     ,,From Building,LARCENY,43.0383600000001,-76.132287,272
-8474781.60249924,5318128.03162574,2024/01/20 05:00:00+00,1606,1606,600 COMSTOCK AV   ,,All Other,LARCENY,43.0404319720001,-76.130258431,273
-8474195.71098731,5319818.39487813,2024/01/03 05:00:00+00,1200,1448,1000 CANAL ST     ,,Motor Vehicle,MV THEFT,43.051529111,-76.124995278,274
-8480302.33334694,5317424.54034392,2024/01/29 05:00:00+00,1130,1130,600 ROWLAND ST   ,,All Other,LARCENY,43.0358130000001,-76.179852,275
-8474159.62221027,5320445.16269002,2024/01/14 05:00:00+00,414,420,200 SHERWOOD AV ,,From Motor Vehicle,LARCENY,43.055643296,-76.124671087,276
-8479620.05618786,5322321.931704,2024/01/15 05:00:00+00,1726,1726,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,277
-8473527.15083853,5317996.13596081,2024/01/23 05:00:00+00,815,1615,100 CONCORD PL     ,,From Building,BURGLARY,43.039566,-76.1189894999999,278
-8474781.60249924,5318128.03162574,2024/02/02 05:00:00+00,1420,1520,600 COMSTOCK AV ,,All Other,LARCENY,43.0404319720001,-76.130258431,279
-8474195.71098731,5319818.39487813,2024/01/17 05:00:00+00,34,34,1000 CANAL ST     ,,Motor Vehicle,MV THEFT,43.051529111,-76.124995278,280
-8476612.71350122,5315358.78385468,2024/02/06 05:00:00+00,9,23,400 CANNON ST     ,,Motor Vehicle,MV THEFT,43.022247679,-76.146707581,281
-8473046.48674695,5323085.39816193,2024/02/13 05:00:00+00,519,519,200 TAFT AV   ,,Of MV Parts/Accessories,LARCENY,43.0729711130001,-76.114671621,282
-8479620.05618786,5322321.931704,2024/01/24 05:00:00+00,1229,1229,1 DESTINY USA DR,,Shoplifting,LARCENY,43.067961,-76.1737229999999,283
-8473527.15083853,5317996.13596081,2024/02/07 05:00:00+00,2015,915,100 CONCORD PL   ,,Motor Vehicle,MV THEFT,43.039566,-76.1189894999999,284
-8476998.42763313,5321366.3183482,2024/02/01 05:00:00+00,1645,1645,600 E  DIVISION ST   ,,,BURGLARY,43.0616893800001,-76.1501725099999,285
-8474195.71098731,5319818.39487813,2024/01/05 05:00:00+00,1130,1130,1000 CANAL ST     ,Yes,Motor Vehicle,MV THEFT,43.051529111,-76.124995278,286
-8475858.31411386,5313467.30201169,2024/01/28 05:00:00+00,1830,930,400 CHURCHILL AV ,,Motor Vehicle,MV THEFT,43.0098241480001,-76.139930696,287
-8480459.36963753,5319184.2949232,2024/01/02 05:00:00+00,1212,1212,200 TENNYSON AV   ,Yes,From Building,BURGLARY,43.0473665160001,-76.181262681,288
-8476514.74333244,5321176.87483744,2024/01/10 05:00:00+00,224,224,0 BUTTERNUT ST & JOSEPHINE ST  ,Yes,,AGGRAVATED ASSAULT,43.0604460000001,-76.1458274999999,289
-8472695.59424231,5318319.64441652,2024/01/01 05:00:00+00,227,228,100 CRAWFORD AV   ,,From Motor Vehicle,LARCENY,43.0416900000001,-76.1115195,290
-8476998.42763313,5321366.3183482,2024/01/03 05:00:00+00,1230,1100,600 E DIVISION ST     ,,,BURGLARY,43.0616893800001,-76.1501725099999,291
-8474195.71098731,5319818.39487813,2024/02/07 05:00:00+00,213,213,1000 CANAL ST   ,,From Building,BURGLARY,43.051529111,-76.124995278,292
-8475858.31411386,5313467.30201169,2024/02/21 05:00:00+00,1730,1215,400 CHURCHILL AV ,,Motor Vehicle,MV THEFT,43.0098241480001,-76.139930696,293
-8477749.92091387,5321030.74048392,2024/01/29 05:00:00+00,1454,1454,200 W DIVISION ST     ,Yes,From Motor Vehicle,LARCENY,43.059486855,-76.156923289,294
-8479620.05618786,5322321.931704,2024/01/10 05:00:00+00,1516,1516,1 DESTINY USA DR,Yes,Shoplifting,BURGLARY,43.067961,-76.1737229999999,295
-8476116.2035254,5313612.55726969,2024/02/20 05:00:00+00,2245,2315,100 BALLANTYNE RD   ,,From Motor Vehicle,LARCENY,43.0107782950001,-76.142247356,296
-8476998.42763313,5321366.3183482,2024/02/10 05:00:00+00,245,245,600 E DIVISION ST     ,Yes,,AGGRAVATED ASSAULT,43.0616893800001,-76.1501725099999,297
-8474195.71098731,5319818.39487813,2024/02/08 05:00:00+00,1500,1556,1000 CANAL ST     ,,Motor Vehicle,MV THEFT,43.051529111,-76.124995278,298
-8475858.31411386,5313467.30201169,2024/02/01 05:00:00+00,30,900,400 CHURCHILL AV ,,Motor Vehicle,MV THEFT,43.0098241480001,-76.139930696,299
-8474782.77324633,5320411.34418462,2024/01/28 05:00:00+00,524,524,400 ELM ST   ,,Motor Vehicle,MV THEFT,43.0554213140001,-76.130268948,300
-8476677.95663026,5319706.39907588,2024/01/16 05:00:00+00,2345,15,400 ERIE BLVD E,,,AGGRAVATED ASSAULT,43.050793927,-76.14729367,301
-8476677.95663026,5319706.39907588,2024/01/29 05:00:00+00,1352,1352,400 ERIE BLVD E ,,Shoplifting,LARCENY,43.050793927,-76.14729367,302
-8477551.68873064,5316186.46393985,2024/02/10 05:00:00+00,1900,1015,400 KIRK AV   ,,Motor Vehicle,MV THEFT,43.027683213,-76.1551425389999,303
-8477642.03407089,5317497.55627139,2024/01/07 05:00:00+00,2000,1300,400 MIDLAND AV ,,From Building,BURGLARY,43.0362924230001,-76.1559541249999,304
-8476851.75373998,5319126.57464,2024/01/11 05:00:00+00,2030,2030,400 MONTGOMERY ST     ,,,AGGRAVATED ASSAULT,43.046987593,-76.1488549159999,305
-8476952.42541016,5320231.73469182,2024/02/19 05:00:00+00,2000,900,400 N  STATE ST   ,,,BURGLARY,43.0542423580001,-76.1497592649999,306
-8476952.42541016,5320231.73469182,2024/01/19 05:00:00+00,1413,1413,400 N  STATE ST     ,,All Other,LARCENY,43.0542423580001,-76.1497592649999,307
-8475130.82576811,5320781.90178439,2024/01/14 05:00:00+00,2215,1245,400 OAK ST   ,,Motor Vehicle,MV THEFT,43.0578535810001,-76.133395557,308
-8478050.29195817,5322505.06407691,2024/01/31 05:00:00+00,1338,1338,400 N TURTLE ST     ,,From Building,LARCENY,43.0691628110001,-76.159621568,309
-8476414.95008436,5321377.97658277,2024/01/10 05:00:00+00,1719,1719,400 S  ALVORD ST     ,,Motor Vehicle,MV THEFT,43.0617658960001,-76.1449310419999,310
-8476414.95008436,5321377.97658277,2024/01/18 05:00:00+00,230,730,400 S ALVORD ST     ,,From Building,BURGLARY,43.0617658960001,-76.1449310419999,311
-8475242.75773874,5319103.47401394,2024/02/12 05:00:00+00,1900,1950,400 UNIVERSITY AV   ,,From Motor Vehicle,LARCENY,43.046835941,-76.134401059,312
-8479334.80823035,5318614.49085256,2024/01/11 05:00:00+00,517,517,400 S GEDDES ST     ,,From Building,BURGLARY,43.0436257550001,-76.1711605739999,313
-8476023.45045588,5317674.22676773,2024/01/23 05:00:00+00,1400,1420,400 VAN BUREN ST     ,Yes,,BURGLARY,43.0374524270001,-76.141414141,314
-8476918.92714899,5315715.65357843,2024/02/11 05:00:00+00,1558,1558,400 W COLVIN ST     ,Yes,,AGGRAVATED ASSAULT,43.0245913700001,-76.149458345,315
-8477337.75270685,5312297.3991717,2024/01/02 05:00:00+00,313,313,400 W SENECA TPKE   ,,From Building,BURGLARY,43.0021387960001,-76.153220719,316
-8477337.75270685,5312297.3991717,2024/01/20 05:00:00+00,458,458,400 W SENECA TPKE   ,,From Building,BURGLARY,43.0021387960001,-76.153220719,317
-8477337.75270685,5312297.3991717,2024/01/04 05:00:00+00,1400,1400,400 W SENECA TPKE   ,,,AGGRAVATED ASSAULT,43.0021387960001,-76.153220719,318
-8477337.75270685,5312297.3991717,2024/02/02 05:00:00+00,300,300,400 W SENECA TPKE ,,From Building,BURGLARY,43.0021387960001,-76.153220719,319
-8473054.87255551,5319156.18517706,2024/02/25 05:00:00+00,904,905,400 WESTMORELAND AVE    ,,All Other,LARCENY,43.0471819810001,-76.114746952,320
-8476135.1047957,5313452.87780014,2024/02/03 05:00:00+00,817,820,4000 S SALINA ST     ,,Shoplifting,LARCENY,43.009729398,-76.142417149,321
-8476135.1047957,5313452.87780014,2024/02/03 05:00:00+00,230,230,4000 S SALINA ST     ,,From Building,BURGLARY,43.009729398,-76.142417149,322
-8476135.1047957,5313452.87780014,2024/01/26 05:00:00+00,1650,1700,4000 S SALINA ST     ,,Shoplifting,LARCENY,43.009729398,-76.142417149,323
-8476135.1047957,5313452.87780014,2024/02/10 05:00:00+00,935,935,4000 S SALINA ST     ,,Shoplifting,LARCENY,43.009729398,-76.142417149,324
-8476135.1047957,5313452.87780014,2024/02/10 05:00:00+00,1026,1026,4000 S SALINA ST     ,,Shoplifting,LARCENY,43.009729398,-76.142417149,325
-8476135.1047957,5313452.87780014,2024/01/15 05:00:00+00,1827,1827,4000 S SALINA ST     ,Yes,Shoplifting,LARCENY,43.009729398,-76.142417149,326
-8476159.734567,5313311.87868851,2024/02/25 05:00:00+00,725,737,4100 S  SALINA ST     ,,,BURGLARY,43.0088031930001,-76.142638402,327
-8476183.82031994,5313183.15112156,2024/01/16 05:00:00+00,1830,1644,4200 S SALINA ST     ,,From Building,BURGLARY,43.007957586,-76.1428547679999,328
-8476213.71973329,5313029.47872181,2024/02/14 05:00:00+00,1800,1800,4300 S SALINA ST     ,,Motor Vehicle,MV THEFT,43.0069481020001,-76.143123359,329
-8476213.71973329,5313029.47872181,2024/01/15 05:00:00+00,100,852,4300 S SALINA ST     ,,Motor Vehicle,MV THEFT,43.0069481020001,-76.143123359,330
-8481810.61481999,5316898.70446869,2024/01/28 05:00:00+00,1208,1208,4700 ONONDAGA BLVD ,,Shoplifting,LARCENY,43.032360248,-76.1934011229999,331
-8481810.61481999,5316898.70446869,2024/02/11 05:00:00+00,1517,1517,4700 ONONDAGA BLVD   ,,From Building,LARCENY,43.032360248,-76.1934011229999,332
-8476227.53592925,5312784.60449814,2024/02/01 05:00:00+00,1600,915,4400 S SALINA ST   ,,Motor Vehicle,MV THEFT,43.005339473,-76.143247472,333
-8481810.61481999,5316898.70446869,2024/02/19 05:00:00+00,712,712,4700 ONONDAGA BLVD   ,Yes,Shoplifting,BURGLARY,43.032360248,-76.1934011229999,334
-8478026.57333691,5323442.44059654,2024/01/19 05:00:00+00,702,702,600 SECOND NORTH ST     ,,All Other,LARCENY,43.075314,-76.1594085,335
-8481204.02122236,5318955.72759776,2024/02/18 05:00:00+00,2016,2016,600 TOMPKINS ST     ,Yes,,AGGRAVATED ASSAULT,43.045866,-76.1879519999999,336
-8477622.81743248,5314919.25302193,2024/02/11 05:00:00+00,1755,1755,600 W BRIGHTON AV   ,,All Other,LARCENY,43.0193610000001,-76.1557814989999,337
-8477622.81743248,5314919.25302193,2024/02/19 05:00:00+00,1913,1913,600 W BRIGHTON AV   ,,From Motor Vehicle,MV THEFT,43.0193610000001,-76.1557814989999,338
-8478042.10240587,5317965.97896355,2024/01/28 05:00:00+00,1436,1436,600 W ONONDAGA ST   ,,All Other,LARCENY,43.039368,-76.159548,339
