X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,latitude,longitude,CRIME_WEIGHT
-8476634.19883086,5315496.74686541,2023/04/28 04:00:00+00,101,102,100 FERNWOOD AVE    ,CRIMINAL MISCHIEF,43.02316831184783,-76.14682289754927,132
-8476634.19883086,5315496.74686541,2023/04/21 04:00:00+00,1601,1601,100 FERNWOOD AVE    ,ALL OTHER OFFENSES,43.02316831184783,-76.14682289754927,132
-8477382.0499605,5318739.12727371,2023/04/29 04:00:00+00,908,908,100 DICKERSON ST     ,SIMPLE ASSAULT,43.044381251569725,-76.1536130362966,320
-8478420.31037584,5317664.41434322,2023/08/13 04:00:00+00,145,145,700 W  ONONDAGA ST     ,CRIMINAL MISCHIEF,43.03747891808915,-76.16282581681122,102
-8477443.98289316,5319085.96548592,2023/07/19 04:00:00+00,1145,1215,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,43.04683069505183,-76.15427865023193,192
-8476116.2035254,5313612.55726969,2023/04/29 04:00:00+00,1900,1415,100 BALLANTYNE RD     ,OFFN AGAINST FAMILY,43.010720655296716,-76.14224415464335,230
-8476388.50702988,5321375.70697708,2023/08/25 04:00:00+00,56,100,800 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.06179889632048,-76.14481403396698,127
-8476328.89544256,5318090.71990164,2023/07/19 04:00:00+00,1949,1949,1100 S  MCBRIDE ST     ,ALL OTHER OFFENSES,43.04019677316346,-76.1439544944251,102
-8471437.42907471,5320183.95919322,2023/03/31 04:00:00+00,400,1100,2600 ERIE BLVD E ,CRIMINAL MISCHIEF,43.05397835903031,-76.10022774571262,106
-8476353.32194447,5320604.68697808,2023/04/22 04:00:00+00,100,100,600 CATHERINE ST     ,SIMPLE ASSAULT,43.05666562893814,-76.14443457788907,109
-8476353.32194447,5320604.68697808,2023/04/21 04:00:00+00,2300,2302,600 CATHERINE ST     ,CRIMINAL MISCHIEF,43.05666562893814,-76.14443457788907,109
-8471437.42907471,5320183.95919322,2023/04/22 04:00:00+00,1900,800,2600 ERIE BLVD E ,CRIMINAL MISCHIEF,43.05397835903031,-76.10022774571262,106
-8478888.18619564,5317945.41743032,2023/07/31 04:00:00+00,1057,1100,200 SABINE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.03938619651163,-76.16708349636676,152
-8478888.18619564,5317945.41743032,2023/07/31 04:00:00+00,1130,1130,200 SABINE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.03938619651163,-76.16708349636676,152
-8476769.7206261,5319449.27024237,2023/07/31 04:00:00+00,1600,1000,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0490299,-76.14863919999999,237
-8475701.13622487,5320682.19898866,2023/04/23 04:00:00+00,2203,2203,900 JAMES ST     ,CRIMINAL MISCHIEF,43.057241383740845,-76.13855932678966,153
-8477231.08414438,5318644.53494196,2023/08/01 04:00:00+00,1034,1034,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8476769.7206261,5319449.27024237,2023/08/01 04:00:00+00,900,1200,300 E  WASHINGTON ST     ,OFFN AGAINST FAMILY,43.0490299,-76.14863919999999,237
-8476388.50702988,5321375.70697708,2023/08/01 04:00:00+00,1521,1521,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.06179889632048,-76.14481403396698,127
-8476353.32194447,5320604.68697808,2023/04/25 04:00:00+00,546,546,600 CATHERINE ST     ,CRIMINAL MISCHIEF,43.05666562893814,-76.14443457788907,109
-8481810.61481999,5316898.70446869,2023/04/27 04:00:00+00,1111,1130,4700 ONONDAGA BLVD   ,OFFN AGAINST FAMILY,43.03238150670092,-76.19341573742568,170
-8476574.85596879,5315089.17469879,2023/08/25 04:00:00+00,1106,1106,200 W  BRIGHTON AVE    ,POSSESSION/USE DANGEROUS WEAPONS,43.02048958098615,-76.14625146679468,120
-8479345.04138586,5320192.37528778,2023/08/25 04:00:00+00,1300,1400,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.053899261426196,-76.17125701219402,214
-8477231.08414438,5318644.53494196,2023/08/25 04:00:00+00,1337,1337,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8477231.08414438,5318644.53494196,2023/08/25 04:00:00+00,1633,1633,500 S  SALINA ST     ,CRIMINAL MISCHIEF,43.043874863607265,-76.15203563897467,254
-8476574.85596879,5315089.17469879,2023/07/20 04:00:00+00,1652,1652,200 W  BRIGHTON AVE    ,SIMPLE ASSAULT,43.02048958098615,-76.14625146679468,120
-8476388.50702988,5321375.70697708,2023/08/26 04:00:00+00,124,135,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.06179889632048,-76.14481403396698,127
-8476116.2035254,5313612.55726969,2023/04/01 04:00:00+00,925,1004,100 BALLANTYNE RD     ,OFFN AGAINST FAMILY,43.010720655296716,-76.14224415464335,230
-8476769.7206261,5319449.27024237,2023/08/15 04:00:00+00,1010,1030,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0490299,-76.14863919999999,237
-8477231.08414438,5318644.53494196,2023/08/15 04:00:00+00,1419,1419,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8478137.92199341,5316115.15188595,2023/04/01 04:00:00+00,1130,1133,0 CENTENNIAL DR     ,CRIMINAL MISCHIEF,43.02719907072442,-76.16040982216674,150
-8475122.68664354,5314787.95851495,2023/04/16 04:00:00+00,1839,1839,100 REMINGTON AVE    ,SIMPLE ASSAULT,43.018502106849866,-76.1332618484395,102
-8473510.29873742,5319566.41809293,2023/04/01 04:00:00+00,1159,1159,1800 ERIE BLVD E ,DISORDERLY CONDUCT,43.04992662227551,-76.11886561809011,100
-8476201.57121462,5320346.27976116,2023/04/17 04:00:00+00,1837,820,700 JAMES ST     ,CRIMINAL MISCHIEF,43.05503598616807,-76.14305352257017,294
-8476673.14974333,5315616.18556417,2023/03/26 04:00:00+00,2308,2308,100 FAGE AVE    ,OFFN AGAINST FAMILY,43.023954681509466,-76.14718396571084,112
-8475422.64903399,5315291.62091939,2023/04/01 04:00:00+00,1532,1532,100 RONEY LN     ,CRIMINAL MISCHIEF,43.02181089780518,-76.13597471181501,127
-8475991.7643647,5318284.00310549,2023/08/27 04:00:00+00,1245,952,100 FRISBIE CT     ,CRIMINAL MISCHIEF,43.041430213852415,-76.14093714943773,115
-8469837.74461491,5318558.17053548,2023/07/25 04:00:00+00,1748,1748,100 GIFFORD ST     ,ALL OTHER OFFENSES,43.043327723958384,-76.085657892162,100
-8477443.98289316,5319085.96548592,2023/08/16 04:00:00+00,1311,1930,500 S  CLINTON ST     ,ALL OTHER OFFENSES,43.04683069505183,-76.15427865023193,192
-8477443.98289316,5319085.96548592,2023/08/28 04:00:00+00,915,928,500 S  CLINTON ST     ,SIMPLE ASSAULT,43.04683069505183,-76.15427865023193,192
-8476281.80740928,5320496.76379018,2023/08/05 04:00:00+00,817,817,500 CATHERINE ST     ,OFFN AGAINST FAMILY,43.055930781067154,-76.14385752288506,124
-8479345.04138586,5320192.37528778,2023/08/05 04:00:00+00,930,930,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8473510.29873742,5319566.41809293,2023/04/17 04:00:00+00,1916,1916,1800 ERIE BLVD E ,OFFN AGAINST FAMILY,43.04992662227551,-76.11886561809011,100
-8476281.80740928,5320496.76379018,2023/08/05 04:00:00+00,1803,1803,500 CATHERINE ST     ,POSSESSION/USE DRUG,43.055930781067154,-76.14385752288506,124
-8477382.0499605,5318739.12727371,2023/03/27 04:00:00+00,1327,1327,100 DICKERSON ST     ,ALL OTHER OFFENSES,43.044381251569725,-76.1536130362966,320
-8476769.7206261,5319449.27024237,2023/08/16 04:00:00+00,1200,1630,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0490299,-76.14863919999999,237
-8476328.89544256,5318090.71990164,2023/08/06 04:00:00+00,1150,1158,1100 S  MCBRIDE ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.04019677316346,-76.1439544944251,102
-8477231.08414438,5318644.53494196,2023/08/29 04:00:00+00,1340,1340,500 S  SALINA ST     ,SIMPLE ASSAULT,43.043874863607265,-76.15203563897467,254
-8479345.04138586,5320192.37528778,2023/08/29 04:00:00+00,2040,2040,1000 W  GENESEE ST     ,ALL OTHER OFFENSES,43.053899261426196,-76.17125701219402,214
-8476769.7206261,5319449.27024237,2023/08/30 04:00:00+00,1828,1400,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0490299,-76.14863919999999,237
-8477443.98289316,5319085.96548592,2023/08/30 04:00:00+00,46,46,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,43.04683069505183,-76.15427865023193,192
-8477231.08414438,5318644.53494196,2023/08/30 04:00:00+00,1023,1023,500 S  SALINA ST     ,OFFN AGAINST FAMILY,43.043874863607265,-76.15203563897467,254
-8476281.80740928,5320496.76379018,2023/08/07 04:00:00+00,1637,1637,500 CATHERINE ST     ,OFFN AGAINST FAMILY,43.055930781067154,-76.14385752288506,124
-8478888.18619564,5317945.41743032,2023/08/18 04:00:00+00,1300,1300,200 SABINE ST     ,POSSESSION/USE DRUG,43.03938619651163,-76.16708349636676,152
-8477231.08414438,5318644.53494196,2023/08/18 04:00:00+00,1425,1425,500 S  SALINA ST     ,CRIMINAL MISCHIEF,43.043874863607265,-76.15203563897467,254
-8469837.74461491,5318558.17053548,2023/08/07 04:00:00+00,1816,1816,100 GIFFORD ST     ,ALL OTHER OFFENSES,43.043327723958384,-76.085657892162,100
-8475701.13622487,5320682.19898866,2023/03/27 04:00:00+00,900,1826,900 JAMES ST     ,CRIMINAL MISCHIEF,43.057241383740845,-76.13855932678966,153
-8476631.03001023,5321087.4006888,2023/04/19 04:00:00+00,800,800,600 BUTTERNUT ST     ,SIMPLE ASSAULT,43.059839772404125,-76.14689103000919,220
-8477092.82544813,5318776.13938196,2023/07/23 04:00:00+00,219,220,100 ONONDAGA AVE    ,CRIMINAL MISCHIEF,43.04468428395821,-76.15084581700063,150
-8477443.98289316,5319085.96548592,2023/08/31 04:00:00+00,1410,1410,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,43.04683069505183,-76.15427865023193,192
-8476852.013671,5322540.59913182,2023/03/27 04:00:00+00,2133,2133,800 POND ST     ,SIMPLE ASSAULT,43.0694168924715,-76.14891113097246,100
-8479345.04138586,5320192.37528778,2023/08/18 04:00:00+00,1630,1636,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8477266.650833,5321857.03540366,2023/07/23 04:00:00+00,335,335,700 N  ALVORD ST     ,CRIMINAL MISCHIEF,43.064806590032624,-76.15266495333898,115
-8477443.98289316,5319085.96548592,2023/07/30 04:00:00+00,1416,1416,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,43.04683069505183,-76.15427865023193,192
-8476388.50702988,5321375.70697708,2023/09/01 04:00:00+00,1110,1110,800 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.06179889632048,-76.14481403396698,127
-8476201.57121462,5320346.27976116,2023/04/19 04:00:00+00,2005,2015,700 JAMES ST     ,CRIMINAL MISCHIEF,43.05503598616807,-76.14305352257017,294
-8476388.50702988,5321375.70697708,2023/08/09 04:00:00+00,1137,1137,800 BUTTERNUT ST     ,POSSESSION/USE DRUG,43.06179889632048,-76.14481403396698,127
-8477443.98289316,5319085.96548592,2023/08/19 04:00:00+00,2113,2113,500 S  CLINTON ST     ,SIMPLE ASSAULT,43.04683069505183,-76.15427865023193,192
-8469837.74461491,5318558.17053548,2023/09/01 04:00:00+00,1312,1312,100 GIFFORD ST     ,ALL OTHER OFFENSES,43.043327723958384,-76.085657892162,100
-8476328.89544256,5318090.71990164,2023/08/09 04:00:00+00,1547,1547,1100 S  MCBRIDE ST     ,SIMPLE ASSAULT,43.04019677316346,-76.1439544944251,102
-8477231.08414438,5318644.53494196,2023/08/09 04:00:00+00,1559,1559,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8477231.08414438,5318644.53494196,2023/09/01 04:00:00+00,1452,1452,500 S  SALINA ST     ,POSSESSION/USE DRUG,43.043874863607265,-76.15203563897467,254
-8475422.64903399,5315291.62091939,2023/04/20 04:00:00+00,447,447,100 RONEY LN     ,POSSESSION/USE DRUG,43.02181089780518,-76.13597471181501,127
-8479345.04138586,5320192.37528778,2023/09/01 04:00:00+00,1624,1624,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8475422.64903399,5315291.62091939,2023/04/20 04:00:00+00,228,321,100 RONEY LN     ,SIMPLE ASSAULT,43.02181089780518,-76.13597471181501,127
-8475422.64903399,5315291.62091939,2023/04/04 04:00:00+00,41,140,100 RONEY LN     ,SIMPLE ASSAULT,43.02181089780518,-76.13597471181501,127
-8477443.98289316,5319085.96548592,2023/07/26 04:00:00+00,1229,1229,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,43.04683069505183,-76.15427865023193,192
-8476116.2035254,5313612.55726969,2023/04/05 04:00:00+00,303,303,100 BALLANTYNE RD     ,SIMPLE ASSAULT,43.010720655296716,-76.14224415464335,230
-8478137.92199341,5316115.15188595,2023/04/05 04:00:00+00,406,410,0 CENTENNIAL DR     ,CRIMINAL MISCHIEF,43.02719907072442,-76.16040982216674,150
-8476242.81152374,5321892.16314128,2023/04/05 04:00:00+00,1400,2000,100 SPRING ST     ,CRIMINAL MISCHIEF,43.06514040523544,-76.14334708829739,117
-8473390.39484409,5322934.97193411,2023/08/20 04:00:00+00,1735,707,200 VILLAGE DR     ,CRIMINAL MISCHIEF,43.07206032619793,-76.11791165102832,100
-8479345.04138586,5320192.37528778,2023/08/10 04:00:00+00,1950,1950,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8477092.82544813,5318776.13938196,2023/08/21 04:00:00+00,149,149,100 ONONDAGA AVE    ,SIMPLE ASSAULT,43.04468428395821,-76.15084581700063,150
-8469837.74461491,5318558.17053548,2023/07/30 04:00:00+00,1701,1701,100 GIFFORD ST     ,CRIMINAL MISCHIEF,43.043327723958384,-76.085657892162,100
-8476353.32194447,5320604.68697808,2023/04/20 04:00:00+00,1942,1942,600 CATHERINE ST     ,CRIMINAL MISCHIEF,43.05666562893814,-76.14443457788907,109
-8477443.98289316,5319085.96548592,2023/09/04 04:00:00+00,1606,1606,500 S  CLINTON ST     ,OFFN AGAINST FAMILY,43.04683069505183,-76.15427865023193,192
-8479660.77663496,5317441.63196223,2023/05/01 04:00:00+00,830,830,1200 S  GEDDES ST     ,CRIMINAL MISCHIEF,43.0359546788306,-76.17409173368046,102
-8473510.29873742,5319566.41809293,2023/05/01 04:00:00+00,1500,1800,1800 ERIE BLVD E ,OFFN AGAINST FAMILY,43.04992662227551,-76.11886561809011,100
-8477266.650833,5321857.03540366,2023/08/11 04:00:00+00,16,16,700 N  ALVORD ST     ,CRIMINAL MISCHIEF,43.064806590032624,-76.15266495333898,115
-8475991.7643647,5318284.00310549,2023/08/21 04:00:00+00,1031,1031,100 FRISBIE CT     ,SIMPLE ASSAULT,43.041430213852415,-76.14093714943773,115
-8471858.51441823,5320115.25642467,2023/05/01 04:00:00+00,1923,1923,2500 ERIE BLVD E ,SIMPLE ASSAULT,43.053478371990415,-76.10403354272995,252
-8476353.32194447,5320604.68697808,2023/04/20 04:00:00+00,2027,2027,600 CATHERINE ST     ,SIMPLE ASSAULT,43.05666562893814,-76.14443457788907,109
-8477092.82544813,5318776.13938196,2023/07/24 04:00:00+00,1500,735,100 ONONDAGA AVE    ,CRIMINAL MISCHIEF,43.04468428395821,-76.15084581700063,150
-8476201.57121462,5320346.27976116,2023/04/30 04:00:00+00,1921,1921,700 JAMES ST     ,SIMPLE ASSAULT,43.05503598616807,-76.14305352257017,294
-8469837.74461491,5318558.17053548,2023/08/21 04:00:00+00,1746,1746,100 GIFFORD ST     ,POSSESSION/USE DRUG,43.043327723958384,-76.085657892162,100
-8476201.57121462,5320346.27976116,2023/04/20 04:00:00+00,2128,2128,700 JAMES ST     ,CRIMINAL MISCHIEF,43.05503598616807,-76.14305352257017,294
-8479345.04138586,5320192.37528778,2023/08/22 04:00:00+00,809,809,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8479345.04138586,5320192.37528778,2023/08/22 04:00:00+00,810,810,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8476769.7206261,5319449.27024237,2023/08/22 04:00:00+00,1050,1050,300 E  WASHINGTON ST     ,SIMPLE ASSAULT,43.0490299,-76.14863919999999,237
-8477382.0499605,5318739.12727371,2023/05/02 04:00:00+00,1155,1155,100 DICKERSON ST     ,ALL OTHER OFFENSES,43.044381251569725,-76.1536130362966,320
-8477231.08414438,5318644.53494196,2023/08/22 04:00:00+00,1143,1143,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8471858.51441823,5320115.25642467,2023/03/29 04:00:00+00,1921,2100,2500 ERIE BLVD E ,SIMPLE ASSAULT,43.053478371990415,-76.10403354272995,252
-8475122.68664354,5314787.95851495,2023/05/02 04:00:00+00,1417,1417,100 REMINGTON AVE    ,SIMPLE ASSAULT,43.018502106849866,-76.1332618484395,102
-8471437.42907471,5320183.95919322,2023/05/02 04:00:00+00,1416,1416,2600 ERIE BLVD E ,SIMPLE ASSAULT,43.05397835903031,-76.10022774571262,106
-8476353.32194447,5320604.68697808,2023/05/03 04:00:00+00,1016,1016,600 CATHERINE ST     ,CRIMINAL MISCHIEF,43.05666562893814,-76.14443457788907,109
-8475422.64903399,5315291.62091939,2023/05/03 04:00:00+00,2022,2022,100 RONEY LN     ,SIMPLE ASSAULT,43.02181089780518,-76.13597471181501,127
-8475701.13622487,5320682.19898866,2023/05/04 04:00:00+00,230,230,900 JAMES ST     ,CRIMINAL MISCHIEF,43.057241383740845,-76.13855932678966,153
-8476116.2035254,5313612.55726969,2023/05/04 04:00:00+00,2159,2159,100 BALLANTYNE RD     ,SIMPLE ASSAULT,43.010720655296716,-76.14224415464335,230
-8476353.32194447,5320604.68697808,2023/05/05 04:00:00+00,1200,959,600 CATHERINE ST     ,ALL OTHER OFFENSES,43.05666562893814,-76.14443457788907,109
-8476631.03001023,5321087.4006888,2023/05/05 04:00:00+00,1205,1205,600 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.059839772404125,-76.14689103000919,220
-8475991.7643647,5318284.00310549,2023/09/06 04:00:00+00,1822,1822,100 FRISBIE CT     ,KIDNAPPING,43.041430213852415,-76.14093714943773,115
-8476631.03001023,5321087.4006888,2023/05/06 04:00:00+00,648,648,600 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.059839772404125,-76.14689103000919,220
-8477443.98289316,5319085.96548592,2023/09/06 04:00:00+00,2040,2040,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,43.04683069505183,-76.15427865023193,192
-8479345.04138586,5320192.37528778,2023/09/06 04:00:00+00,1830,630,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.053899261426196,-76.17125701219402,214
-8476708.10528795,5320961.592396,2023/11/05 04:00:00+00,349,349,500 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.05924433283084,-76.14777372274314,357
-8476328.89544256,5318090.71990164,2023/11/06 05:00:00+00,816,816,1100 S  MCBRIDE ST     ,SIMPLE ASSAULT,43.04019677316346,-76.1439544944251,102
-8475701.13622487,5320682.19898866,2023/06/09 04:00:00+00,1155,1155,900 JAMES ST     ,SIMPLE ASSAULT,43.057241383740845,-76.13855932678966,153
-8478420.31037584,5317664.41434322,2023/11/08 05:00:00+00,1754,1754,700 W  ONONDAGA ST     ,POSSESSION/USE DRUG,43.03747891808915,-76.16282581681122,102
-8471437.42907471,5320183.95919322,2023/06/09 04:00:00+00,2003,2003,2600 ERIE BLVD E ,ALL OTHER OFFENSES,43.05397835903031,-76.10022774571262,106
-8477266.650833,5321857.03540366,2023/11/11 05:00:00+00,642,726,700 N  ALVORD ST     ,SIMPLE ASSAULT,43.064806590032624,-76.15266495333898,115
-8477382.0499605,5318739.12727371,2023/06/10 04:00:00+00,1938,1938,100 DICKERSON ST     ,POSSESSION/USE DANGEROUS WEAPONS,43.044381251569725,-76.1536130362966,320
-8477266.650833,5321857.03540366,2023/09/10 04:00:00+00,2213,2213,700 N  ALVORD ST     ,SIMPLE ASSAULT,43.064806590032624,-76.15266495333898,115
-8477443.98289316,5319085.96548592,2023/11/12 05:00:00+00,1400,1415,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,43.04683069505183,-76.15427865023193,192
-8476388.50702988,5321375.70697708,2023/11/13 05:00:00+00,2236,2236,800 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.06179889632048,-76.14481403396698,127
-8475122.68664354,5314787.95851495,2023/06/12 04:00:00+00,842,842,100 REMINGTON AVE    ,FRAUD,43.018502106849866,-76.1332618484395,102
-8478888.18619564,5317945.41743032,2023/11/14 05:00:00+00,952,952,200 SABINE ST     ,POSSESSION/USE DRUG,43.03938619651163,-76.16708349636676,152
-8479345.04138586,5320192.37528778,2023/11/14 05:00:00+00,1503,1530,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8476708.10528795,5320961.592396,2023/11/15 05:00:00+00,1052,1052,500 BUTTERNUT ST     ,CRIMINAL MISCHIEF,43.05924433283084,-76.14777372274314,357
-8477231.08414438,5318644.53494196,2023/10/12 04:00:00+00,1538,1600,500 S  SALINA ST     ,ALL OTHER OFFENSES,43.043874863607265,-76.15203563897467,254
-8477382.0499605,5318739.12727371,2023/05/18 04:00:00+00,2241,2241,100 DICKERSON ST     ,ALL OTHER OFFENSES,43.044381251569725,-76.1536130362966,320
-8477092.82544813,5318776.13938196,2023/09/29 04:00:00+00,425,425,100 ONONDAGA AVE    ,SIMPLE ASSAULT,43.04468428395821,-76.15084581700063,150
-8477443.98289316,5319085.96548592,2023/10/12 04:00:00+00,1237,1237,500 S  CLINTON ST     ,SIMPLE ASSAULT,43.04683069505183,-76.15427865023193,192
-8476116.2035254,5313612.55726969,2023/05/19 04:00:00+00,631,631,100 BALLANTYNE RD     ,SIMPLE ASSAULT,43.010720655296716,-76.14224415464335,230
-8476769.7206261,5319449.27024237,2023/10/12 04:00:00+00,2252,2255,300 E  WASHINGTON ST     ,CRIMINAL MISCHIEF,43.0490299,-76.14863919999999,237
-8471214.32143807,5318238.76625264,2023/09/29 04:00:00+00,1400,1530,3100 E  GENESEE ST     ,SIMPLE ASSAULT,43.0411753,-76.0983617,116
-8477443.98289316,5319085.96548592,2023/09/11 04:00:00+00,814,814,500 S  CLINTON ST     ,CRIMINAL MISCHIEF,43.04683069505183,-76.15427865023193,192
-8476281.80740928,5320496.76379018,2023/09/11 04:00:00+00,1518,1518,500 CATHERINE ST     ,SIMPLE ASSAULT,43.055930781067154,-76.14385752288506,124
-8477235.85696755,5319378.90089236,2023/05/14 04:00:00+00,37,37,300 S  SALINA ST     ,SIMPLE ASSAULT,43.0486839314903,-76.15230444586024,111
-8475122.68664354,5314787.95851495,2023/05/15 04:00:00+00,1236,1236,100 REMINGTON AVE    ,ALL OTHER OFFENSES,43.018502106849866,-76.1332618484395,102
-8477382.0499605,5318739.12727371,2023/05/16 04:00:00+00,1248,1248,100 DICKERSON ST     ,ALL OTHER OFFENSES,43.044381251569725,-76.1536130362966,320
-8473390.39484409,5322934.97193411,2023/09/13 04:00:00+00,1803,1803,200 VILLAGE DR     ,SIMPLE ASSAULT,43.07206032619793,-76.11791165102832,100
-8479345.04138586,5320192.37528778,2023/10/12 04:00:00+00,2110,2130,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.053899261426196,-76.17125701219402,214
-8476222.69664835,5321729.50152502,2023/09/14 04:00:00+00,1500,1109,1000 BUTTERNUT ST     ,SIMPLE ASSAULT,43.06399285955442,-76.1431987426224,124
-8475991.7643647,5318284.00310549,2023/09/30 04:00:00+00,609,609,100 FRISBIE CT     ,OFFN AGAINST FAMILY,43.041430213852415,-76.14093714943773,115
-8479345.04138586,5320192.37528778,2023/10/12 04:00:00+00,2110,2130,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.053899261426196,-76.17125701219402,214
-8477382.0499605,5318739.12727371,2023/05/19 04:00:00+00,1627,1627,100 DICKERSON ST     ,ALL OTHER OFFENSES,43.044381251569725,-76.1536130362966,320
-8477382.0499605,5318739.12727371,2023/05/26 04:00:00+00,723,723,100 DICKERSON ST     ,OFFN AGAINST FAMILY,43.044381251569725,-76.1536130362966,320
-8476631.03001023,5321087.4006888,2023/05/19 04:00:00+00,2002,2002,600 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.059839772404125,-76.14689103000919,220
-8475701.13622487,5320682.19898866,2023/05/07 04:00:00+00,1709,1709,900 JAMES ST     ,SIMPLE ASSAULT,43.057241383740845,-76.13855932678966,153
-8479345.04138586,5320192.37528778,2023/09/07 04:00:00+00,947,947,1000 W  GENESEE ST     ,OFFN AGAINST FAMILY,43.053899261426196,-76.17125701219402,214
-8469837.74461491,5318558.17053548,2023/09/07 04:00:00+00,1519,1519,100 GIFFORD ST     ,ALL OTHER OFFENSES,43.043327723958384,-76.085657892162,100
-8469837.74461491,5318558.17053548,2023/09/07 04:00:00+00,1530,1530,100 GIFFORD ST     ,ALL OTHER OFFENSES,43.043327723958384,-76.085657892162,100
-8478137.92199341,5316115.15188595,2023/05/09 04:00:00+00,1916,1916,0 CENTENNIAL DR     ,OFFN AGAINST FAMILY,43.02719907072442,-76.16040982216674,150
-8476893.06763128,5320467.80410322,2023/05/10 04:00:00+00,1031,1031,300 PROSPECT AVE    ,SIMPLE ASSAULT,43.055815274636025,-76.14922387049324,120
-8476631.03001023,5321087.4006888,2023/05/11 04:00:00+00,924,924,600 BUTTERNUT ST     ,SIMPLE ASSAULT,43.059839772404125,-76.14689103000919,220
-8476631.03001023,5321087.4006888,2023/05/11 04:00:00+00,1138,1138,600 BUTTERNUT ST     ,ALL OTHER OFFENSES,43.059839772404125,-76.14689103000919,220
-8477092.82544813,5318776.13938196,2023/09/09 04:00:00+00,344,344,100 ONONDAGA AVE    ,SIMPLE ASSAULT,43.04468428395821,-76.15084581700063,150
-8475634.45195371,5318461.85734246,2023/05/12 04:00:00+00,1644,1644,700 IRVING AVE    ,SIMPLE ASSAULT,43.042623411940475,-76.13784610601408,112
-8479345.04138586,5320192.37528778,2023/09/04 04:00:00+00,2105,2125,1000 W  GENESEE ST     ,CRIMINAL MISCHIEF,43.053899261426196,-76.17125701219402,214
-8476769.7206261,5319449.27024237,2023/10/26 04:00:00+00,1000,1600,300 E  WASHINGTON ST     ,OFFN AGAINST FAMILY,43.0490299,-76.14863919999999,237
-8476673.14974333,5315616.18556417,2023/05/26 04:00:00+00,1321,1330,100 FAGE AVE    ,SIMPLE ASSAULT,43.023954681509466,-76.14718396571084,112
-8477443.98289316,5319085.96548592,2023/10/14 04:00:00+00,1633,1633,500 S  CLINTON ST     ,SIMPLE ASSAULT,43.04683069505183,-76.15427865023193,192
-8475991.7643647,5318284.00310549,2023/09/16 04:00:00+00,130,130,100 FRISBIE CT     ,SIMPLE ASSAULT,43.041430213852415,-76.14093714943773,115
-8469837.74461491,5318558.17053548,2023/10/02 04:00:00+00,1213,1213,100 GIFFORD ST     ,POSSESSION/USE DRUG,43.043327723958384,-76.085657892162,100
-8476769.7206261,5319449.27024237,2023/10/26 04:00:00+00,1200,1215,300 E  WASHINGTON ST     ,OFFN AGAINST FAMILY,43.0490299,-76.14863919999999,237
